sentence,options,answer,difficulty,question_type,audio_url
Operates _______(1) bus services and city sightseeing tours.\n Sightseeing buses provide commentaries in _______(2) languages.\n In _______(3) tours are only available at weekends.\n There are tours every _______(4) _______(5) from 9 am to _______(6).\n Each tour lasts for _______(7) hours.\n Cost: Adults: _______(8) \n Children under _______(9): £1,,"1:normal | 2:seven | 3:January | 4:twenty | 5:minutes | 6:sunset | 7:two | 8:£2 | 9:twelve",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774539117/Track_28_tjjslj.mp3
Title: _______(1) _______(2) _______(3) \nDirected by: Brian _______(4)\nStarring: Tim _______(5) as Dave Douglas.\nRobert Downey Jr gives a _______(6) performance as Dr Kozak.\nAn exciting film for _______(7).,,"1:The | 2:Shaggy | 3:Dog | 4:Robbins | 5:Allen | 6:good | 7:kids",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774539229/14_iskimz.mp3
"TO: Tom\nFROM: _______(1)\nDATE: _______(2) October\nPLACE: _______(3) _______(4)\nADDRESS: 7, _______(5) _______(6)\nTIME: _______(7) _______(8)",,"1:Anna | 2:31st | 3:Anna's | 4:place | 5:Blackhall | 6:Road | 7:8 | 8:o'clock",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774539232/23_s7afqy.mp3
At home\n• Recycle everything you can.\n• Grow some of your own food.\n• Plant _______(1) and bushes in your garden.\nTransport\n• Ride your bike or _______(2) instead of driving.\n• Use public transport.\n• Drive sensibly: don’t waste petrol.\nAt work\n• Print things on _______(3) paper.\n• Print or copy on both sides of the paper.\n• Use the _______(4) instead of the lift.\nShopping\n• Don’t buy food which is wrapped in _______(5).\n• Buy locally grown food and products.\n• Don’t buy products which come from _______(6) animals.,,"1:trees | 2:walk | 3:recycled | 4:stairs | 5:plastic | 6:endangered",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711925/UPI-03-32-3_eeumdj.mp3
Name: Jane Clarkson\nCompany: Sun Tours\nMeals\nBreakfast: 7:30-9:30am – in _______(1) _______(2) _______(3) -ground floor\nLunch: 12:00-2:00pm restaurant – _______(4) floor\npacked lunches available – order _______(5) _______(6) _______(7) day before\nDinner: 7:30-9:30pm restaurant – variety of _______(8) dishes\nPool\nOpening hours: 7am - _______(9) pm\nSunbeds available\nSnack bar - _______(10) and snacks,,"1:the | 2:dining | 3:room | 4:1st | 5:before | 6:7 | 7:the | 8:international | 9:7 | 10:dishes",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711952/UPI-04-47-5_jo4imy.mp3
"Mr & Mrs _______(1) would like the pleasure of your company at the wedding of their daughter, _______(2), to Mr Paul Smith on Saturday, _______(3) June at St Mary’s Church at _______(4) am and afterwards at a reception at the _______(5) Hotel \nRSVP no later than 30th _______(6)",,"1:Green | 2:Jane | 3:14th | 4:11 | 5:Regent | 6:May",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711967/UPI-06-75-6_n88yjm.mp3
Currently showing\nWhen Harry Met Sally _______(1) Luke Perry and Alyson Hannigan\nPerformance Times\nMon–Sat 8:00 pm; matinees _______(2) & Sat 3 pm\nRunning Time 2 hrs _______(3) mins\nSeating Prices\nStalls £40; Royal Circle £ _______(4) and £37.50;\nUpper Circle £26 and £19; Gallery £ _______(5)\nSchool Tickets\n£15 for groups of _______(6) or more valid for Mon/Tues evenings and Wed matinee only,,"1:with | 2:Wednesday | 3:15 | 4:40 | 5:12 | 6:10",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711983/UPI-09-108-2_vn6log.mp3
How to send a text message\n* Press 'Menu'.\n* Scroll to 'Messages' and _______(1) 'Select'.\n* Scroll to 'Write Messages' and press 'Select'.\n* Use your keypad to _______(2) in your message.\n* Press 'Options'.\n* _______(3) 'Send' and press 'OK'.\n* _______(4) your friend's phone number and press 'OK' to send.,,"1:press | 2:type | 3:Select | 4:Enter",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712014/UPI-10-115-7_lo21up.mp3
"A: Hello!\nB: Good morning. I'm calling about the house advertised for rent in Paddington.\nA: Oh yes?\nB: I wonder _______(1) _______(2) _______(3) give me a bit more information, please.\nA: Of course. _______(4) _______(5) _______(6) like to know?\nB: First of all, _______(7) _______(8) _______(9) _______(10) exactly where the house is situated?\nA: Yes, it's on 15, Bayswater Drive.\nB: And the lounge and dining room – are they separate?\nA: Yes, but they're joined by a sliding glass door.\nB: And do all the bedrooms have fitted wardrobes?\nA: No, only the two largest bedrooms.\nB: One last question. Is the garage large enough for two cars?\nA: Oh, definitely.\nB: It sounds perfect. _______(11) _______(12) _______(13) _______(14) I could see it?\nA: _______(15) _______(16) 6 o'clock this evening?\nB: That's fine — see you then.",,"1:if | 2:you | 3:could | 4:What | 5:would | 6:you | 7:could | 8:you | 9:tell | 10:me | 11:When | 12:do | 13:you | 14:think | 15:How | 16:about",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774753782/UpInt-01-08a_fohzlo.mp3
Main Requirement: big garden\nType of house: _______(1)\nPrice: _______(2)\nWhen built: 1930s\nParking: large double _______(3)\nNumber of bedrooms: _______(4)\nNumber of bathrooms: _______(5)\nExtra features: _______(6) _______(7),,"1:detached | 2:£400,000 | 3:garage | 4:four | 5:two | 6:swimming | 7:pool",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712069/UpInt-01-36_fr0zeo.mp3
"A: How do you _______(1) it, then?\nB: Well, it's nicely decorated and the garden is lovely, but the kitchen is very _______(2).\nA: That's true. But it is _______(3) equipped.\nB: And there are only two bedrooms.\nA: Mmm, yes. But we can use the _______(4) as another bedroom.\nB: I think it will suit our needs. And it's not so expensive, either.\nA: Okay, then. Let's tell the estate agent that we are definitely _______(5).",,"1:like | 2:small | 3:fully | 4:attic | 5:interested",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712072/UpInt-01-38a_vcgq09.mp3
Jimmy worked in an office\nFrom eight o'clock _______(1) four\nHis job was satisfying\nBut he _______(2) for something more\n\nHe was waiting for a sign\nAnd he knew there'd come a time\nWhen a turning point would change his life\nAnd bring a chance for him to shine\n\nJimmy had an old guitar\nPeople _______(3) to hear him play\nAnd he knew he could be _______(4)\nIf he could only find a _______(5)\n\nHe was waiting for a sign ...\n\nWhen Jimmy played at a party\nHis dream _______(6) became real\nA _______(7) producer heard him\nAnd offered him a _______(8)\n\nHe was waiting for a sign ...\n\nJimmy made a record\nIt went straight to _______(9) one\nHe'd found the life he wanted\nHe'd found his _______(10) in the sun\n\nHe'd been waiting for a sign ...,,"1:till | 2:longed | 3:loved | 4:famous | 5:way | 6:life | 7:record | 8:deal | 9:number | 10:place",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712093/UpInt-02-T12c_kvsscw.mp3
Breakaway is offering family _______(1) _______(2) at a hotel.\nThe weekend costs _______(3)\nThe hotel was built in the _______(4) _______(5)\nDon't miss a visit to Snowdonia's many _______(6)\nSnowdonia is a good place to go _______(7) and rock climbing.\nExercise in the hotel's _______(8) _______(9) or the _______(10) _______(11)\nTry traditional _______(12) _______(13) in the restaurant.\nBook before _______(14) 4th. SPECIAL OFFER\nCall now on 0180 2278954.,,"1:weekend | 2:breaks | 3:£200 | 4:18th | 5:century | 6:attractions | 7:walking | 8:swimming | 9:pool | 10:fully-equipped | 11:gym | 12:Welsh | 13:dishes | 14:January",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712105/UpInt-03-31_x6hqf3.mp3
"John McKenzie is an _______(1) _______(2) activist.\nJohn is working to raise _______(3) _______(4) about the problem of our endangered species.\nWe are wiping out the _______(5) _______(6) of many animals.\nWe need to be more careful about the _______(7) we buy.\nIf we look after the _______(8), more animals will survive.\nWe should report people who _______(9) and _______(10) animals to the police.",,"1:animal | 2:rights | 3:people's | 4:awareness | 5:natural | 6:habitats | 7:souvenirs | 8:environment | 9:hunt | 10:kill",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712135/UpInt-04-33_lkcnci.mp3
"A: _______(1) _______(2) _______(3) how much traffic there is on the roads these days.\nB: _______(4) _______(5). It took me two hours to drive into the city centre today.\nA: You know, I've just had a brilliant idea. _______(6) _______(7) _______(8) _______(9) starting a car pool?\nB: _______(10) _______(11) _______(12) _______(13)! We would save money and help reduce the amount of traffic at the same time!\nA: _______(14) start right away. Who is going to drive tomorrow?",,"1:I | 2:can't | 3:believe | 4:I | 5:know | 6:Have | 7:you | 8:thought | 9:about | 10:That's | 11:a | 12:great | 13:idea | 14:Let's",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712137/UpInt-04-37a_kfobxa.mp3
There's so much pollution\nPoisoning the _______(1)\nThere is so much _______(2)\nWe can see it everywhere\n_______(3) is disappearing\nWhile everyone stands by\nThe world we love is dying\nAnd we're the _______(4) why\n\nWhy are we killing our world\nWhy aren't we doing our share\nWe can save our planet\nWe can help it survive\nAll it needs is a little care\n\nIf we all work together\nSomething can be done\nWe need a _______(5) _______(6) campaign\nWhich involves everyone\nWe can slow down global _______(7)\nWe can stop the acid rain\nWe can heal our _______(8)\nWe can help it live again\n\nWhy are we killing our world ...\n\nIf we don't act quickly\nOur world will soon be dead\nWe must leave our _______(9) at home\nAnd use bicycles instead\nWe must stop using chemicals\nAnd _______(10) fossil fuels\nWe must recycle all our _______(11)\nIt's so easy to do\n\nWe must stop killing our world\nWe must start doing our share ...,,"1:air | 2:litter | 3:Wildlife | 4:reason | 5:clean | 6:up | 7:warming | 8:planet | 9:cars | 10:burning | 11:waste",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712167/UpInt-04-T12_dnyvh3.mp3
"A: Are you okay, Betty? You look a bit _______(1).\nB: Actually, I feel terrible.\nA: Oh! What's wrong?\nB: I'm burning up and my whole body _______(2), too.\nA: Sounds to me like _______(3) _______(4). If I were you, I would go to bed.",,"1:pale | 2:aches | 3:the | 4:flu",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712195/UpInt-05-40a_oiztk3.mp3
Always lock your _______(1) and _______(2).\nPut all your _______(3) _______(4) in a safe.\nLeave a _______(5) on in the living room or bedroom while you are away.\nThe best thing is to get a _______(6) _______(7) installed professionally.\nAsk your _______(8) to check your house for you when you go on holiday.\nNeighbourhood _______(9) schemes can help to prevent burglaries.\nGet a _______(10) _______(11) to protect your home from fire.,,"1:doors | 2:windows | 3:valuable | 4:jewellery | 5:light | 6:burglar | 7:alarm | 8:neighbours | 9:watch | 10:smoke | 11:alarm",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712224/UpInt-06-33_a27itd.mp3
"A: What's the problem, Judy?\nB: I'm trying to send an e-mail, but I can't do it.\nA: Here, let me see. Well, _______(1) you have to click on ""Create mail"".\nB: Okay, I've done that.\nA: _______(2) you have to type your friend's e-mail address in the box marked ""To"".\nB: All right. I've got her address here. Now what?\nA: _______(3) just start typing in the box below. _______(4), when you've finished, just click on the ""Send"" button at the top.\nB: Is that it? I thought it'd be more difficult than that.",,"1:first | 2:Then | 3:Now | 4:Finally",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712229/UpInt-06-40a_kz741m.mp3
"Schools should use _______(1) in the classroom as students will need computer _______(2) when they are looking for a _______(3). (a)\n\nComputers use _______(4), cartoons and _______(5) _______(6) to help students understand the material. Students will think classes are more like a _______(7) rather than a lesson. (b)\n\nTechniques for the _______(8) of the future can be taught in the computer lab. Students can learn to create _______(9) and how to use computer graphics. (c)",,"1:computers | 2:skills | 3:job | 4:films | 5:sound | 6:effects | 7:game | 8:art | 9:special",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712231/UpInt-06-52_zkmsnm.mp3
"You know someone is watching\nAlthough they are discreet\nYou can feel the _______(1) upon you\nAs you're walking down the street\nYou don't know where they're _______(2).\nOr just how much they know.\nBut you know that they can see you.\nNo _______(3) where you go\n\nWherever you go\nWhatever you say or do\nAlways remember\nBig Brother is watching you\n\nThere are cameras in the _______(4) _______(5)\nThere are cameras in the shops\nBig Brother has eyes everywhere\nThe watching never _______(6)\nThey know about your every move\nAnd what you do each day\nThey're recording every _______(7) you take\nAnd every _______(8) you say\n\nWherever you go ...\n\nThey know how you spend your money\nThey know what you like to _______(9)\nThey know exactly where you are\nThey know exactly who you meet\nThere's no use trying to _______(10)\nThey will find you anyway\nYou are under observation\nEvery _______(11), every day\n\nWherever you go ...",,"1:eyes | 2:hiding | 3:matter | 4:car | 5:parks | 6:stops | 7:breath | 8:word | 9:eat | 10:hide | 11:moment",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712226/UpInt-06-T12_n9p6vx.mp3
"Gibson's Mall\nFacilities:\n• over 100 free _______(1) spaces,\n• a roof-garden _______(2) shop,\n• a gas station\n• an indoor _______(3) area for children\n\nStores:\nKay's _______(4), Baxter's Hardware Store, Carter's _______(5), dress stores, _______(6) stores, shoe stores, boutiques, bookstores, a deli, a photoshop, a _______(7) salon and much more\n\nOpening hours:\nMonday to Saturday\n_______(8) am - _______(9) pm\nSunday 10 am - _______(10) pm",,"1:parking | 2:coffee | 3:play | 4:Supermarket | 5:Chemist's | 6:toy | 7:hair | 8:9 | 9:9 | 10:6",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774712256/UpInt-07-28_ge71zu.mp3
"Organic food is produced without the use of _______(1).\nDiane's first introduction to organic food was as a _______(2).\nHer grandmother used _______(3) fertilizers on her fruit and vegetables.\n_______(4) products can also be organic.\nA lot of _______(5) people go to the restaurant.\nLater in the day, there is a different _______(6).\nIn the summer the café has _______(7).\nPeople are realising that organic food tastes _______(8).\nThe _______(9) also benefits from organic food.\nThe chemicals used in fertilizers and pesticides _______(10) the soil.",,"1:chemicals | 2:teenager | 3:natural | 4:Dairy | 5:business | 6:menu | 7:barbecues | 8:better | 9:environment | 10:poison",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774753932/UpInt-08-T08_ftlpj6.mp3
"Eat a _______(1) breakfast\nBefore you start your day\n_______(2) is what you need\nTo help you work and play\n\nYou've got to be food wise\nAnd watch what's on your plate\nThe right food at the right time\nCan keep you feeling great.\n\nSnacking burns off _______(3), so\nIt can be good for you\nBut choose foods that are healthy\nA _______(4) bar won't do!\n\nYou've got to be food wise ...\n\nWhen it comes to lunchtime\nGo for something _______(5)\nA salad or a _______(6)\nWill make you feel just right\n\nYou've got to be food wise ...\n\nA good _______(7) in the evening\nWill make your day complete\nWith vegetables and _______(8)\nA tasty evening treat\n\nYou've got to be food wise ...",,"1:healthy | 2:Energy | 3:fat | 4:chocolate | 5:light | 6:sandwich | 7:meal | 8:spices",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774753929/UpInt-08-T12_j3unrc.mp3
NORTHWOODS TO CAPITOL TOUR\n\nThe tour begins on _______(1) _______(2) and finishes on _______(3) _______(4). Altogether _______(5) people will take part. Participants will cycle along two-lane _______(6). The tour will pass through _______(7) and _______(8). The tour is for riders of _______(9) ability. There will be _______(10) days of cycling altogether. The tour will cost _______(11) for each person. The participants will sleep in a _______(12).,,"1:June | 2:22nd | 3:June | 4:30th | 5:300 | 6:roads | 7:hills | 8:forests | 9:average | 10:six | 11:£205 | 12:tent",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774753945/UpInt-09-29a_zpb5rs.mp3
"Safety Instructions for Natural Disasters\nEARTHQUAKE\n• Protect yourself under a _______(1) or _______(2).\n• Be sure to cover _______(3) _______(4).\n• Carry a _______(5) with you.\nHURRICANE\n• Board up all the _______(6).\n• Take shelter in the _______(7).\n• Keep supplies such as _______(8), bottled water and tinned food.\nFLOOD\n• Wear clothing that is _______(9).\n• Climb onto your _______(10) and wait to be rescued.",,"1:table | 2:bed | 3:your | 4:head | 5:whistle | 6:windows | 7:basement | 8:candles | 9:waterproof | 10:roof",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774753991/UpInt-10-34_qhigt3.mp3
"A: Hi, Danny. I'm calling about going to the cinema tomorrow night. _______(1) _______(2) I can't make it.\nB: Oh no. What's _______(3) _______(4)?\nA: Well, to be honest I'd forgotten that I promised I would babysit for my sister.\nB: I see. Well, _______(5) time, then.\nA: Yeah. _______(6) _______(7) _______(8) Friday?\nB: No problem.",,"1:I'm | 2:afraid | 3:the | 4:matter | 5:another | 6:How | 7:about | 8:next",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774753997/UpInt-10-39a_wwifor.mp3
SPREADING THE NEWS\n\nI've got the _______(1) so bad\nThat I want the world to see\nI'm going to tell you all about it\nAre you _______(2) to me?\n\nI'm spreading the news\nThat I've got the blues\nThere's so many ways to tell you all\nThat I can pick and choose\nWhich method to use\nWhen I'm spreading the news\n\nYou can read it in the _______(3)\nOr in a _______(4)\nYou can see it in a _______(5)\nOn your TV screen\n\nI'm spreading the news ...\n\nI'm going to send the _______(6) an e-mail\nTo let everybody know\nThen I'm going to give an _______(7)\nOn the _______(8)\n\nI'm spreading the news ...\n\nI've got to find a way\nTo make the world sit up and look\nI'm going to _______(9) my troubles\nIn an electronic _______(10)\n\nI'm spreading the news ...,,"1:blues | 2:listening | 3:paper | 4:magazine | 5:newsflash | 6:world | 7:interview | 8:radio | 9:write | 10:book",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774753994/UpInt-10-T12_q8itgc.mp3
"What particularly impresses Judith about many forms of _______(1) communication is the degree of ingenuity shown by the people who devised them. Ancient civilisations were not ignorant of the fact that an effective communication network was a fundamental part of _______(2) a vast empire.\nThe Roman _______(3) _______(4) was the most advanced of its time.\nThe Romans relied upon a _______(5) of messengers for speed of delivery.\nA boom in international trade in the Middle Ages brought about an increase in _______(6) _______(7) leading to a reformation of existing postal services.\nThese reforms were later improved upon as a result of the invention of the _______(8) _______(9) .\nThe failure of the Pony Express was attributed to the invention of the _______(10) .\nThe fact that pigeons are well-suited for _______(11) was well-known by the ancient Egyptians.\nMore recently, carrier pigeons proved themselves to be invaluable as _______(12) _______(13) .",,"1:long-distance | 2:governing | 3:postal | 4:system | 5:relay | 6:business | 7:correspondence | 8:printing | 9:press | 10:telegraph | 11:domestication | 12:war | 13:correspondents",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774542062/01_kudt4i.mp3
"Antibiotics are ineffective against _______(1) infections.\nInfections are triggered by two kinds of _______(2) .\nAntibiotics are only useful when it comes to fighting _______(3) bacteria.\nWhen bacteria _______(4) _______(5) to antibiotics they become resistant.\nUnnecessary use of antibiotics renders one vulnerable to _______(6) _______(7) .\nInfections caused by bacteria are extremely _______(8) .\nAccording to the World Health Organisation, proper use of antibiotics results in the maximum clinical _______(9) _______(10) .\nFor doctors, getting the dosage and duration of an antibiotic prescription right is quite a _______(11) _______(12) .\nSome foods interfere with the _______(13) of antibiotics in the stomach.",,"1:viral | 2:germs | 3:specific | 4:are | 5:exposed | 6:bacterial | 7:infections | 8:contagious | 9:therapeutic | 10:effect | 11:balancing | 12:act | 13:absorption",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774542451/13_wjk1wb.mp3
"Robert Lee runs an organisation that specialises in the _______(1) of professionals.\nRobert is certain that it will not be possible to succeed in the e-economy without possessing _______(2) _______(3) .\nAccording to Robert, more people will use the Internet to work _______(4) as companies grow smaller.\nEmployers of e-lancers benefit from the talent auction because it gives them a(n) _______(5) _______(6) of candidates.\nRobert says that those people who want to and are able to _______(7) will be most in demand in the future.\nResearch has shown that increased _______(8) can ensure better learning choices.\nAccording to Robert, it is not the subject, but the actual _______(9) of learning that is important.\nAs a result of changes in the working environment, managers will need to _______(10) .\nNowadays, the amount of time employees spend on their work is less important than their _______(11) .",,"1:recruitment | 2:human | 3:skills | 4:freelance | 5:international | 6:selection | 7:learn | 8:self-awareness | 9:process | 10:retrain | 11:output",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774542946/10_hiqn6s.mp3
"Impression management is the science of _______(1) appropriately to another person’s body language.\nAn open posture involves a speaker standing _______(2) his audience.\nAn open posture projects _______(3) _______(4) to listeners.\nCrossed legs and _______(5) arms are characteristics of a closed posture.\nA closed posture suggests that the person is afraid of _______(6) .\n_______(7) _______(8) when listening indicates that the person is accepting what you are saying, and that he is ready to _______(9) affirmatively .\nWhen someone stares at the ceiling, it may be a good idea to _______(10) _______(11) for a little or end the discussion.\nObservations of people under _______(12) _______(13) have shown that most of us do not understand the basics of impression management.",,"1:reacting | 2:facing | 3:positive | 4:signals | 5:folded | 6:attack | 7:leaning | 8:forward | 9:respond | 10:be | 11:quiet | 12:test | 13:conditions",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774586763/04_Unit_1_Ex._27a_p.14_gsdlh2.mp3
Mercury Theatre's _______(1) was a programme entitled 'Chase and Sanborn Hour'.\nWelles' adaptation of War of the Worlds involved shortening the story and _______(2) the setting.\nWelles came on air and those who were tuned in heard him setting _______(3) _______(4) .\nA(n) _______(5) _______(6) interrupted the music to announce the sightings of explosions on Mars.\nThe script was such that the interview with the astronomer sounded particularly _______(7) .\nMany listeners missed the announcements that the programme was only a(n) _______(8) story.\nThe commentary and interviews sounded so real and _______(9) that people who had missed the announcements had no idea they were just a story.\nSome people improvised gas masks; there were even reports of some early births and _______(10) .\nThis incident shows how _______(11) _______(12) _______(13) _______(14) can mislead audiences.,,"1:competition | 2:updating | 3:the | 4:scene | 5:special | 6:bulletin | 7:realistic | 8:novel-based | 9:authoritative | 10:miscarriages | 11:the | 12:power | 13:of | 14:radio",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774585842/08_Unit_3_Ex._26b_p.61_gzdl5d.mp3
"Always _______(1) on the right. Move into the outside lane.\nIf you need to stop, let the other drivers know by putting your _______(2) lights on.\nCarefully move onto the hard shoulder or the lay-by.\nTo leave a motorway, take the slip road. Once on the slip road, _______(3) speed immediately.\nWhen executing these _______(4) , never forget to _______(5) .\nRespect the 70 mph speed _______(6) .\nMotorists caught _______(7) have to pay heavy _______(8) .\nBe considerate and polite; give _______(9) as often as you can. Drive _______(10) , and never assume other drivers are as careful as you.",,"1:overtake | 2:hazard | 3:reduce | 4:manoeuvres | 5:indicate | 6:limit | 7:speeding | 8:fines | 9:way | 10:defensively",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774586912/13_Unit_4_Ex._21b_p.79_e2gy6h.mp3
"Mir's mission was to provide Russian cosmonauts with a _______(1) .\nMir remained _______(2) _______(3) for nine years longer than had been originally planned.\nOnly when oxygen started leaking into space was Mir finally _______(4) _______(5) .\n_______(6) to the suggestion that Mir be scrapped was significant.\nA Dutch company envisaged a future for Mir as a _______(7) _______(8) .\nOne person invested $1 million in preparation for the _______(9) which would make him the first space tourist ever.\nFew people can endure being _______(10) _______(11) for prolonged period of times.\nReturning to Earth, some cosmonauts are so weak that they can't even come out of their _______(12) .\n_______(13) _______(14) is described as by far the worst kind of travel sickness.",,"1:base | 2:in | 3:operation | 4:closed | 5:down | 6:Resistance | 7:space | 8:hotel | 9:launch | 10:in | 11:orbit | 12:capsules | 13:Space | 14:nausea",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774587075/15_Unit_4_Ex._25b_p.80_b2eety.mp3
"In order to shorten the walk, the speaker crossed some agricultural parts of the country by car, as they were _______(1) _______(2) .\nWhichever part of a map of England you look at, there will probably be a(n) _______(3) _______(4) very nearby.\nWainwright felt that people enjoyed long-distance walks because of the _______(5) they offered.\nHe thought the Coast-to-Coast Walk was better than the Pennine Way because of its _______(6) _______(7) .\nIn the mountains, visibility is sometimes excellent, but the scenery can very quickly become _______(8) _______(9) _______(10) .\nOvernight accommodation is available at _______(11) _______(12) .\nWainwright’s guide to the walk includes _______(13) _______(14) and relevant parts of maps.\nWhen planning a route on this walk, detailed Ordnance Survey Maps are _______(15) .\nThe majority of mountain ascent paths on the walk begin _______(16) _______(17) _______(18) .",,"1:less | 2:scenic | 3:public | 4:pathway | 5:challenge | 6:sustained | 7:beauty | 8:shrouded | 9:in | 10:fog | 11:stone | 12:farmhouses | 13:pencil | 14:drawings | 15:indispensable | 16:near | 17:sea | 18:level",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774587835/24_Self-Assessment_Module_2_Ex._8_p.96_ucjt8l.mp3
"Visitors to the New York Marathon website are expected to reach a(n) _______(1) number this year.\nThe recent Olympics showed that having a website running alongside TV coverage is a very important _______(2) _______(3) _______(4) .\n_______(5) _______(6) _______(7) will allow the website's visitors to follow their favourite athlete through the marathon.\nOnce the web site knows the name of a visitor's favourite athlete, _______(8) _______(9) about his or her performance become available.\nAt various points in the race, a(n) _______(10) _______(11) developed in the Netherlands will record runners' times.\nThe content appearing on the viewer's computer will be automatically _______(12) .\nOn the day of the marathon, the organisers are expecting a tremendous _______(13) of Web traffic.\nEspecially as runners approach the finish line, the website will get _______(14) .\nWith new advances in Internet technology, such websites will be able to send out much more than _______(15) _______(16) .",,"1:record | 2:source | 3:of | 4:information | 5:Athlete | 6:tracking | 7:features | 8:detailed | 9:statistics | 10:timing | 11:system | 12:updated | 13:peak | 14:hammered | 15:performance | 16:statistics",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774599086/04_Unit_7._Ex._23b_p.152_dklgru.mp3
"World War I, which began in 1914 and ended in 1918, is sometimes called _______(1) _______(2) _______(3).\nIn 1928, British women obtained the _______(4) after a long battle.\nThe _______(5) _______(6) _______(7) in America in 1929 had far-reaching social consequences in the US and abroad.\nOn August 6th 1945 the _______(8) _______(9) almost totally destroyed Hiroshima.\nOn April 12th 1961 Yuri Gagarin _______(10) _______(11) in a rocketship, marking the beginning of the space age.\nIn 1964 Martin Luther King won the _______(12) _______(13) _______(14) for his role in the civil rights movement in the USA.",,"1:the | 2:Great | 3:War | 4:vote | 5:stock | 6:market | 7:crash | 8:atomic | 9:bomb | 10:orbit | 11:Earth | 12:Nobel | 13:Peace | 14:Prize",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774599083/11_Unit_8._Ex._2a_p.165_r9ve0s.mp3
"The interviewer comments that prejudice is usually _______(1) _______(2) unless it stems from some sort of shocking encounter.\nWhen people feel that only their way is acceptable, they _______(3) _______(4) any other way of thinking or acting.\nSolidarity can be beneficial, but at times it can result in people creating _______(5) _______(6) about others.\nThe prejudice reduction workshops advocate the theory that discrimination requires both a purpose and a(n) _______(7).\nPrejudice arises when a group feels _______(8) _______(9) _______(10) in relation to others.\nIn the initial stage of the workshops, a request is made for participants _______(11) _______(12) on their inner emotions and their feelings regarding others.\nOne member of the pair tries to evoke a spontaneous _______(13) _______(14) from his partner through the repetition of a particular word.\nPutting people into large groups gives them the chance to talk about their reactions and any _______(15) _______(16) they might possess.\nOn completion of the workshop, an objective individual should be able to _______(17) _______(18) and come to terms with their hostility.",,"1:easily | 2:erased | 3:cannot | 4:condone | 5:negative | 6:stereotypes | 7:object | 8:frightened | 9:or | 10:inadequate | 11:to | 12:focus | 13:verbal | 14:response | 15:negative | 16:emotions | 17:turn | 18:inward",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774599079/13_Unit_8._Ex._20c_p.172_i1ud4v.mp3
