sentence,options,answer,difficulty,question_type
"Nobody has any firm information, so we can only ............................ on what caused the accident.","guess|contemplate|speculate|assume",speculate,hard,VOCAB
"Cars have been banned from the city centre, which makes the area much safer for ............................ .","passersby|onlookers|pedestrians|footmen",pedestrians,hard,VOCAB
There has been a real boom in ............................ electronics over the last three decades.,"consumer|customer|buyer|client",consumer,hard,VOCAB
"When I realised that I'd left my homework at home, I quickly ............................ back to get it.","crept|dashed|crawled|drifted",dashed,hard,VOCAB
"I know it's got his name on the cover, but he used a ............................ .","correspondent|model|ghostwriter|fellow",ghostwriter,hard,VOCAB
The text doesn't give you the answer explicitly – you have to ............................ it from the evidence.,"convert|grasp|reckon|deduce",deduce,hard,VOCAB
Are you having a ............................ exam before you sit the actual exam in June?,"fake|mock|false|dress",mock,hard,VOCAB
"I couldn't decide what to write about, when I suddenly ............................ upon the idea of doing something on writer's block.","thought|chanced|hit|arrived",hit,hard,VOCAB
Imagine ............................ when the ancient Egyptians built the pyramids. How would your life have been different?,"you'd been living|you're living|you live|you've been living",you'd been living,hard,VOCAB
What if your cat suddenly ............................ to you right now? How would you react?,"had started talking|is starting to talk|starts talking|started talking",started talking,hard,VOCAB
Would Rubik have become rich if he ............................ the Rubik's Cube?,"hadn't invented|hadn't been inventing|didn't invent|wasn't inventing",hadn't invented,hard,VOCAB
It's high time ............................ rid of this old sofa.,"we got|we get|for us to get|to get",we got,hard,VOCAB
It's amazing how Jenny acts as though she and Darren ............................ serious problems at the moment.,"aren't having|weren't having|hadn't had|hadn't been having",weren't having,hard,VOCAB
............................ either of you want some more dessert?,"Had|Would|Did|Were",Did,hard,VOCAB
"If you ............................ to attend the wedding, would you still have to reply to the invitation?","aren't planning|don't plan|weren't planning|hadn't been planning",weren't planning,hard,VOCAB
"Apparently, Lewis would rather we ............................ anything special for his 18th birthday next month.","don't organise|didn't organise|haven't organised|aren't going to organise",didn't organise,hard,VOCAB
"Thankfully, she only suffered ............................ injuries in the accident.","minor|meagre|minute|tiny",minor,hard,VOCAB
"A half, written as a/an ............................, looks like this: 1/2.","fraction|rate|ratio|equation",fraction,hard,VOCAB
"In a few hundred years' time, oil will not be nearly so ............................ here on Earth.","abundant|ample|considerable|immense",abundant,hard,VOCAB
............................ is measured in cm³ or m³.,"Mass|Extent|Volume|Magnitude",Volume,hard,VOCAB
Don't wash that sweater in really hot water or it'll ............................ .,"diminish|shrink|reduce|decrease",shrink,hard,VOCAB
Maps on paper can only show the world in two ............................ .,"areas|masses|dimensions|proportions",dimensions,hard,VOCAB
Why are all your clothes in a ............................ on the floor?,"bulk|batch|heap|sum",heap,hard,VOCAB
Sending out e-mails that people haven't asked for to ............................ addresses is often known as 'spamming'.,"sufficient|widespread|countless|multiple",multiple,hard,VOCAB
It's high time ............................ up to your responsibilities as a parent.,"to face|you face|you faced|you have faced",you faced,hard,VOCAB
"I'd rather you ............................ anything for tonight, but I suppose it's too late to change things now.","not arrange|don't arrange|didn't arrange|hadn't arranged",hadn't arranged,hard,VOCAB
Do you wish ............................ a formal complaint?,"to make|making|you made|you to make",to make,hard,VOCAB
If only people in our grandparents' generation ............................ the opportunities that we take for granted nowadays.,"could have|could have had|would have had|have had",could have had,hard,VOCAB
Joan definitely wishes she ............................ to do all the housework.,"doesn't have|didn't have|wouldn't have|hadn't",didn't have,hard,VOCAB
"............................ any heavier, we'd never have made it on time.","Were the traffic|Had the traffic been|Should the traffic be|Be the traffic",Had the traffic been,hard,VOCAB
I'd never kill an animal unless it ............................ me first.,"has attacked|will attack|attacks|attacked",attacked,hard,VOCAB
"Imagine the Internet ............................ created. Our lives would be so different, don't you think?","wasn't|hadn't been|to not be|to not have been",hadn't been,hard,VOCAB
I ............................ when Colin asked me to make him a cup of tea.,"had sat hard down|had sat down hardly|had hardly sat down|had hard sat down",had hardly sat down,hard,VOCAB
Where's that ............................ dress that your grandma gave you?,"lovely, long, pink, silk|pink, long, lovely, silk|lovely, pink, long, silk|long, pink, silk, lovely","lovely, long, pink, silk",hard,VOCAB
"Although he ............................ to Ernest Hemingway, I think his books are unique.","often has been compared|has often been compared|has often compared|has been comparing often",has often been compared,hard,VOCAB
Don't you think ............................ in society have a responsibility to help those less fortunate?,"wealthy|wealthier|wealthiest|the wealthy",the wealthy,hard,VOCAB
The rents in this area are ............................ the highest in the city.,"far from away|away by far|far and away|far to away",far and away,hard,VOCAB
The coastguard boarded the ship and found ............................ .,"four injured alive men|alive four men injured|four injured men alive|injured four alive men",four injured men alive,hard,VOCAB
"To be honest, Harry has ............................ than you have.","been more helpful considerably|been considerably more helpful|been more considerably helpful|considerably been more helpful",been considerably more helpful,hard,VOCAB
I'm ............................ my brother is.,"nowhere like so ambitious|nothing near as ambitious as|nothing as ambitious than|nowhere near as ambitious as",nowhere near as ambitious as,hard,VOCAB
It was ............................ from the most comfortable flight I've ever been on.,"far|further|away|way",far,hard,VOCAB
This fabric has the ............................ of silk but it's very cheap.,"stroke|substance|friction|texture",texture,hard,VOCAB
This winter wasn't ............................ as difficult as last winter.,"almost|closely|nearly|just",nearly,hard,VOCAB
The gym instructor told us to spread ............................ so that we'd have enough room to do the exercises.,"over|round|out|off",out,hard,VOCAB
Reports are coming in that a flood has hit a heavily ............................ area in the south of India.,"crowded|personalised|peopled|populated",populated,hard,VOCAB
The couple were finally ............................ by the landlord after not paying rent for six months.,"demolished|evicted|rejected|evacuated",evicted,hard,VOCAB
It was getting ............................ dark so we decided to head for home.,"utterly|absolutely|totally|fairly",fairly,hard,VOCAB
You'll have to ............................ your jacket quite hard to get the grass stain off it.,"polish|scrub|pat|crush",scrub,hard,VOCAB
"More than 80 people came to the exhibition, many of ............................ children had pictures on the walls.","who|whom|whose|which",whose,hard,VOCAB
The man ............................ to safety was in his forties.,"who was lifting|lifting|lifted|having been lifted",lifted,hard,VOCAB
Who was the receptionist ............................ the phone at the time?,"answering|was answering|having answered|to answer",answering,hard,VOCAB
"............................ a scholarship, I entered the frightening and unknown territory of private education.","To award|To be awarded|Having awarded|Having been awarded",Having been awarded,hard,VOCAB
"............................ half a chance, I'd be there in a flash!","Giving|Given|Being given|To be given",Given,hard,VOCAB
"............................ quickly we ran, we just couldn't catch up with the van.","Although|Even|Much|However",However,hard,VOCAB
"I got totally fed up with telesales, ............................ being quite good at it.","although|despite|however|even if",despite,hard,VOCAB
"............................ they get the letter tomorrow, you still won't get a reply before the weekend.","Even though|Even if|While|However",Even if,hard,VOCAB
The woman ............................ is being held at Granchester Police Station.,"who arrested|arresting|arrested|was arrested",arrested,hard,VOCAB
"Britain has been in the European Community for more than 30 years. ............................ , there are still occasional calls for its withdrawal.","However|Despite|Even though|In spite of",However,hard,VOCAB
"............................ I'd like to help you out, I'm afraid I just haven't got any spare money at the moment.","Even|Despite|Much as|Try as",Much as,hard,VOCAB
Is that the bookshop ............................ they've also got a café?,"where|which|whose|with whom",where,hard,VOCAB
You're the first person I've met ............................ political views are more left-wing than mine!,"who has|who's|whose|for whom",whose,hard,VOCAB
"This government would destroy all our civil liberties, ............................ half a chance.","giving|being given|given|having been given",given,hard,VOCAB
Not until we have no choice ............................ the business down.,"close we|we will close|will we close|we close",will we close,hard,VOCAB
It was ............................ a victory that even Smith's fans couldn't believe it.,"such surprising|so surprising|too surprising|surprising enough",so surprising,hard,VOCAB
At no time ............................ I was going to fail the exam.,"did I think|thought I|I thought|was I thought",did I think,hard,VOCAB
So ............................ that they actually finished three weeks early.,"were the builders fast|fast the builders were|the builders were fast|fast were the builders",fast were the builders,hard,VOCAB
Never ............................ complete and utter rubbish!,"have I heard so|I heard such|did I hear so|have I heard such",have I heard such,hard,VOCAB
In no way ............................ that people will be prevented from organising peaceful protests.,"this law means|means this law|does this law mean|this law does mean",does this law mean,hard,VOCAB
"If you don't put the tent up ............................ , it might blow away!","too carefully|so carefully|such carefully|carefully enough",carefully enough,hard,VOCAB
No sooner ............................ everyone started to gossip about him.,"had Mike left than|did Mike leave when|left Mike when|Mike had left than",had Mike left than,hard,VOCAB
"'I can't stand this hot weather!' 'No, ............................ . Dreadful, isn't it?'","so can't I|neither can I|so I can't|nor I can",neither can I,hard,VOCAB
'We were at the Rolling Stones concert last weekend.' 'Were you? So ............................ !',"I was|was I being|I was there|was I",was I,hard,VOCAB
"We all have to follow the rules, and none of us is ............................ the law.","beyond|over|above|onto",above,hard,VOCAB
"Apparently, before the fight some of the youths had ............................ themselves with knives.","fitted|installed|armed|readied",armed,hard,VOCAB
The woman was convicted and sentenced ............................ six months in prison.,"for|on|with|to",to,hard,VOCAB
"Since it was a minor offence, Derek was sent to ............................ prison.","an open|an easy|a soft|a weak",an open,hard,VOCAB
A middle-aged man was seen running away from the ............................ of the crime.,"place|scene|location|point",scene,hard,VOCAB
I work such long hours that I don't really have time for much of a ............................ life.,"friendly|outgoing|social|free",social,hard,VOCAB
Don't worry – the documents are safely ............................ lock and key at my place.,"under|in|on|within",under,hard,VOCAB
The most powerful force in a teenager's life is probably ............................ pressure.,"friend|peer|company|crowd",peer,hard,VOCAB
We are pleased to inform you that we have decided to ............................ your request for British citizenship.,"give|grant|permit|donate",grant,hard,VOCAB
We finally managed to ............................ our way through the crowd and reach the exit.,"create|insist|move|force",force,hard,VOCAB
There has been a lot of ............................ surrounding the government's proposed scheme.,"controversy|consent|conformity|consequence",controversy,hard,VOCAB
"Our town has a real problem with youth crime, ............................ do many other British towns.","so|nor|as|like",as,hard,VOCAB
Warning: anyone caught stealing from these premises will be ............................ .,"advocated|undermined|prosecuted|enforced",prosecuted,hard,VOCAB
"The local authorities need to ............................ down on illegal parking, in my opinion.","hit|force|move|crack",crack,hard,VOCAB
"If the service isn't up to standard, I think you have ............................ right to complain.","all|each|much|every",every,hard,VOCAB
Jim's a tough character and certainly won't let anyone push him ............................ .,"up|off|around|through",around,hard,VOCAB
The ............................ I don't understand is why Emily lets her boyfriend get away with it.,"reason|object|item|thing",thing,hard,VOCAB
My uncle pulled a few ............................ and got me a job in the company where he works.,"ropes|strings|threads|chords",strings,hard,VOCAB
Are these windows really not made of ............................ ?,"the glass|a glass|glass|glasses",glass,hard,VOCAB
I fancy playing poker. Have we got a ............................ of cards anywhere?,"pack|pair|bunch|set",pack,hard,VOCAB
"Luckily, only ............................ of the medicine got spilt.","little|a little|few|a few",a little,hard,VOCAB
The ............................ on the kitchen table.,"grocery is|grocery are|groceries is|groceries are",groceries are,hard,VOCAB
Hardly ............................ of the paintings at the gallery were for sale.,"none|few|some|any",any,hard,VOCAB
It's ............................ opportunity to see African wildlife in its natural environment.,"an unique|a unique|the unique|unique",a unique,hard,VOCAB
"You can't just demand ............................ , you have to earn it.","a respect|the respect|any respect|respect",respect,hard,VOCAB
Almost ............................ person I've asked says they're going on the anti-war demonstration next Saturday.,"every|each|all the|the entire",every,hard,VOCAB
"I always clean the flat before my mum comes round, but she always finds at least one ............................ of dust and says it's filthy!","scrap|gust|speck|blade",speck,hard,VOCAB
There seem to be a/an ............................ of people in the street. What's happening?,"amount|deal|number|plenty",number,hard,VOCAB
............................ of birds over a city usually predict cold weather.,"Herds|Flocks|Packs|Groups",Flocks,hard,VOCAB
"Only ............................ people have joined the website so far, but we're hoping membership will increase over the next couple of months.","few|a few|little|a little",a few,hard,VOCAB
It's one of the worst books I've ever read. Its only redeeming ............................ is that it's quite short!,"aspect|feature|element|factor",feature,hard,VOCAB
"With over 500 hits from the 60s, 70s and 80s, this is the ............................ hits collection.","exquisite|satisfactory|optimum|ultimate",ultimate,hard,VOCAB
The concrete is ............................ by putting metal bars in it; this makes it stronger and more durable.,"reinforced|refurbished|renovated|streamlined",reinforced,hard,VOCAB
This plate's a collector's ............................ and is actually worth quite a lot of money.,"bit|article|object|item",item,hard,VOCAB
"When she suggested ............................ over the weekend, I was so angry that I threatened to quit.","me to working|me to work|me work|me working",me working,hard,VOCAB
The manager requested that all staff ............................ present at the meeting.,"have been|be|are being|being",be,hard,VOCAB
Didn't you ............................ that Martha wasn't with Ashley?,"think it strange|think strange|think strangely|think it strangely",think it strange,hard,VOCAB
It's very important that we ............................ as soon as there's any change in the patient's condition.,"be it notified|being notified|were notified|be notified",be notified,hard,VOCAB
I feel ............................ to inform the committee that a number of members are very unhappy with the decision.,"my duty|this my duty|it my duty|that my duty",it my duty,hard,VOCAB
"After what the manager said this morning, I didn't ............................ him about the problems I've been having.","dare telling|dare it telling|dare tell|dare to telling",dare tell,hard,VOCAB
Don't you ............................ that Veronica and George are still together?,"incredibly find|find incredible|find incredibly|find it incredible",find it incredible,hard,VOCAB
You shouldn't have let Kerry ............................ without apologising for what you said to her.,"leave|to leave|leaving|to leaving",leave,hard,VOCAB
It was a bit embarrassing when the teacher caught us ............................ during the test.,"to cheat|cheating|cheat|to cheating",cheating,hard,VOCAB
It's not fair to make the dog ............................ in the car on such a hot day.,"to wait|waiting|wait|for waiting",wait,hard,VOCAB
I couldn't believe it when Marcy accused me of ............................ in her relationship with Joe.,"intervening|interacting|interfering|intercepting",interfering,hard,VOCAB
Do you think there might be a ............................ between Angie's behaviour and the accident she had?,"link|tie|bond|junction",link,hard,VOCAB
"Suddenly, I overheard Melissa and Alex talking about me in the ............................ room.","attached|beside|near|adjacent",adjacent,hard,VOCAB
It's difficult to translate because there's no ............................ for that word in English.,"twin|clone|copy|equivalent",equivalent,hard,VOCAB
Andrea and Theresa are so different! You couldn't have two more ............................ sisters.,"dislike|contrasting|conflicting|distinguished",contrasting,hard,VOCAB
"Keeping a relationship going is hard enough, without any ............................ pressure from parents.","external|incoming|outward|outdoor",external,hard,VOCAB
Having your heart broken is an ............................ part of growing up.,"inward|inset|integral|internal",integral,hard,VOCAB
"Getting divorced was a ............................ decision, so I don't blame my ex-wife.","relative|related|cooperative|joint",joint,hard,VOCAB
But what you're saying now isn't ............................ with what you said last week.,"coherent|consistent|confirmed|continuous",consistent,hard,VOCAB
You have to go through a number of ............................ stages before you become an expert.,"medium|average|moderate|intermediate",intermediate,hard,VOCAB
"There's no ............................ between Gary and Mark, even though they are brothers.","resemblance|appearance|correspondence|reflection",resemblance,hard,VOCAB
There's no reason why people of different races can't ............................ quite peacefully together.,"endure|be|inhabit|coexist",coexist,hard,VOCAB
What you're saying now ............................ what you said earlier.,"disputes|contradicts|comprises|interferes",contradicts,hard,VOCAB
The speaker stopped ............................ his notes before continuing.,"checking|check|to check|to checking",to check,hard,VOCAB
I read somewhere that the youngest ............................ in a family is often the funniest.,"sibling|spouse|guardian|citizen",sibling,hard,VOCAB
Many people consider Davies ............................ the finest artist of his generation.,"be|being|to be|to being",to be,hard,VOCAB
"After the investigation, the accident was put down to human ............................ .","mistake|wrong|error|slip",error,hard,VOCAB
Do you think the generation ............................ between parents and teenagers is getting wider?,"split|divide|crack|gap",gap,hard,VOCAB
"Everyone started to ............................ around the old woman on the floor, but no one offered her any help.","crowd|spread|put|hang",crowd,hard,VOCAB
"Rebecca didn't deserve ............................ punished quite so severely, if you ask me.","be|being|to be|to being",to be,hard,VOCAB
Do you deny ............................ this with the defendant on the day in question?,"to discuss|discussing|of having discussed|to have discussed",discussing,hard,VOCAB
Why did you refuse ............................ the police officer's questions? It only makes you look guilty!,"to answer|answering|that you answer|for answering",to answer,hard,VOCAB
It's about time Mrs Richards apologised to me ............................ me a gossip in front of everybody.,"to have called|from calling|that she called|for having called",for having called,hard,VOCAB
She may claim ............................ a PhD but nobody's ever actually seen the certificate.,"having|for having|to have|if she has",to have,hard,VOCAB
The kids suggested ............................ a pizza tonight. What do you think?,"to get|we'll get|getting|for getting",getting,hard,VOCAB
I do agree there ............................ simple solution to this problem.,"is no|be not|not to be|not being",is no,hard,VOCAB
Tammy responded ............................ that at least she'd never lied to her parents.,"to say|that she said|by saying|with having said",by saying,hard,VOCAB
I'm begging ............................ .,"you to stay|that you stay|your staying|you for staying",you to stay,hard,VOCAB
"Although she would have preferred to carry on working, my mum ............................ her career in order to have children.","devoted|repealed|sacrificed|abolished",sacrificed,hard,VOCAB
"I find the offer quite ............................ , but I think I'd rather study at Oxford.","tempting|desirous|inclined|envious",tempting,hard,VOCAB
"I don't normally like noisy clubs, but I had a sudden ............................ to see what the Blue Parrot was like.","force|motive|pressure|impulse",impulse,hard,VOCAB
Jerry loves snowboarding so much that it's almost like a drug ............................ .,"passion|obsession|addiction|requirement",addiction,hard,VOCAB
"I don't want to do the course in applied statistics, but it's ............................ .","compulsory|inevitable|bound|indecisive",compulsory,hard,VOCAB
Don't worry about me – I'm quite ............................ to sit here and wait for you to come back.,"ecstatic|delighted|joyful|content",content,hard,VOCAB
"When I was pregnant, I often got a sudden ............................ for tinned sardines.","preference|craving|envy|greed",craving,hard,VOCAB
"Thank you for thinking of us, but I'm afraid we're going to have to ............................ your kind invitation.","decline|deny|condemn|reject",decline,hard,VOCAB
I've never seen anyone so ............................ to their job as Philip is.,"eager|keen|dedicated|interested",dedicated,hard,VOCAB
Why do you have such a ............................ with model railways?,"desire|fascination|love|preference",fascination,hard,VOCAB
I wish you would stop wasting so much time on computer games and do something a little more ............................ .,"welcome|enviable|feasible|worthwhile",worthwhile,hard,VOCAB
Olivia has always ............................ to return to the country she was born in.,"favoured|yearned|urged|inclined",yearned,hard,VOCAB
I get so stressed at work it's hard sometimes to ............................ in the evenings.,"unwind|undo|undergo|untie",unwind,hard,VOCAB
How dare you accuse me ............................ !,"to cheat|cheating|that I cheat|of cheating",of cheating,hard,VOCAB
You know what they ............................ : variety is the spice of life!,"say|tell|speak|state",say,hard,VOCAB
The interviewer asked ............................ the question.,"for him answering 12 times|that he answer 12 times|him 12 times to answer|12 times his answering",him 12 times to answer,hard,VOCAB
Was it always an ............................ of yours to play for France?,"urge|adoration|anticipation|aspiration",aspiration,hard,VOCAB
Jon asked Todd if ............................ arrested!,"he was ever|was he ever|he had ever been|had he ever been",he had ever been,hard,VOCAB
"The play wasn't very good but it wasn't very bad either. ............................ , I'd say.","Medium|Mediocre|Metric|Mellow",Mediocre,hard,VOCAB
Going down white-water rapids in a canoe must be extremely ............................ ! Does your heart start beating really fast?,"trivial|mundane|sedentary|exhilarating",exhilarating,hard,VOCAB
My jeans ............................ in the wash and they're too small for me now.,"reduced|deteriorated|shrank|diminished",shrank,hard,VOCAB
Would you like to arrange to pay by direct ............................ ?,"debt|debit|deposit|dividend",debit,hard,VOCAB
I threw some biscuit ............................ on the ground and a whole load of pigeons swooped down and started eating them.,"grains|specks|flakes|crumbs",crumbs,hard,VOCAB
"The insects looked and tasted so horrible, I ............................ with disgust as I tried to force them down.","gloated|grinned|grimaced|chuckled",grimaced,hard,VOCAB
Have you been ............................ against tetanus in the last ten years?,"prescribed|diagnosed|injected|inoculated",inoculated,hard,VOCAB
There's no way the police will be able to ............................ this law.,"enforce|administer|dominate|reign",enforce,hard,VOCAB
The union is seriously considering taking industrial ............................ .,"activity|action|contract|reactor",action,hard,VOCAB
Has Britain's influence in the world ............................ since the Second World War?,"decayed|worsened|declined|devastated",declined,hard,VOCAB
Da Vinci's Mona Lisa is ............................ ; if it was destroyed no amount of money could ever replace it.,"priceless|worthless|valueless|invaluable",priceless,hard,VOCAB
I wouldn't call her a close friend. She's more of a/an ............................ really.,"ancestor|successor|acquaintance|peer",acquaintance,hard,VOCAB
Aid agencies are still ............................ the situation.,"estimating|deducing|assessing|assuming",assessing,hard,VOCAB
We still ............................ to the idea.,"don't use|didn't use|don't get used|haven't got used",haven't got used,hard,VOCAB
Not voting in elections preserves the ............................ quo.,"status|state|statue|statute",status,hard,VOCAB
"Jake's completely round the ............................ , isn't he?","edge|side|corner|bend",bend,hard,VOCAB
That's the last time ............................ here.,"I've ever come|I'm ever coming|I ever came|I'd ever come",I'm ever coming,hard,VOCAB
How many flats ............................ at so far?,"do you look|are you looking|have you looked|have you been looking",have you looked,hard,VOCAB
Relations between the two islands have ............................ further recently.,"decayed|deteriorated|spoiled|distorted",deteriorated,hard,VOCAB
"When we landed, ............................ on the plane for 18 hours!","we are|we were|we've been|we'd been",we'd been,hard,VOCAB
They are unlikely to find any new evidence because so much time has ............................ since the crime.,"spanned|postponed|lapsed|elapsed",elapsed,hard,VOCAB
Three Mexican fishermen were rescued today after ............................ at sea for nine months.,"wandering|roaming|drifting|sinking",drifting,hard,VOCAB
"By the time we ............................ out on a Sunday, the bathroom was full of water.","have a plumber come|got a plumber coming|got a plumber to come|had a plumber to come",got a plumber to come,hard,VOCAB
"These days, I only see Morgan once in a ............................ moon.","green|grey|blue|white",blue,hard,VOCAB
Nobody at the time knew that Patrick ............................ one day end up running the company.,"would|can|will|may",would,hard,VOCAB
The accused ............................ out to prove his innocence.,"put|had|set|took",set,hard,VOCAB
"My only ambition, really, is to settle down and ............................ a family.","grow|raise|bring|make",raise,hard,VOCAB
Experts say that there were a number of reasons for the fall of the Roman Empire. There ............................ a number of reasons for the fall of the Roman Empire.,"are said to have been|said to be|are said being|was said being",are said to have been,hard,VOCAB
"Do please ............................ me posted on this, won't you?","get|have|make|keep",keep,hard,VOCAB
"As it's not out on DVD yet, we might ............................ get it on video, I suppose.","also|as well|too|and",as well,hard,VOCAB
"............................ for you, I'd never have had the courage to enter the talent show.","Except|Had it not|But|Apart",But,hard,VOCAB
"Had the electrician not come in time, we would ............................ last night's party by candlelight.","have to have|have to be having|have had to have had|have had to have been having",have had to have been having,hard,VOCAB
There's so much technical ............................ in this manual that I can't really understand it.,"jargon|slang|tongue|speech",jargon,hard,VOCAB
"That ............................ the day we went to Margate because it was raining that day, not sunny.","mustn't have been|couldn't have been|shouldn't have been|needn't have been",couldn't have been,hard,VOCAB
Water is a very ............................ resource in the desert.,"odd|stray|random|scarce",scarce,hard,VOCAB
Why do I always ............................ the short straw?,"draw|pull|drag|pluck",draw,hard,VOCAB
Let's go to the beach – it's ............................ a day to sit indoors.,"nice enough|too nice|so nice|such nice",too nice,hard,VOCAB
"Old Mrs Duckworth was coming down the road, weighed ............................ with bags of shopping.","down|out|on|off",down,hard,VOCAB
Everyone in our street seems to think that it's very important to ............................ up with the Joneses.,"get|set|keep|stay",keep,hard,VOCAB
"When we were in Athens, I bought a ............................ statuette.","white, beautiful, marble, little|marble, beautiful, little, white|beautiful, little, marble, white|beautiful, little, white, marble","beautiful, little, white, marble",hard,VOCAB
"Can you get those aspirin that ............................ in water, because I can't take the others?","dilute|dissolve|diminish|dispense",dissolve,hard,VOCAB
The house I was born in was ............................ some time ago.,"evicted|smashed|ground|demolished",demolished,hard,VOCAB
I wish I ............................ there to see Gabriel's face when you told him!,"can be|would have been|would be|could have been",could have been,hard,VOCAB
I'll just ............................ some ice to go in our drinks.,"crush|squeeze|squash|compact",crush,hard,VOCAB
............................ rare artefacts were they that the museum decided to insure them.,"So|Such|Too|Very",Such,hard,VOCAB
Even ............................ I work all night I won't finish.,"although|if|so|when",if,hard,VOCAB
Little ............................ that it was actually all a joke.,"my realising|for me to realise|I realised|did I realise",did I realise,hard,VOCAB
Do you think you could pull a few ............................ for me and get someone at the office to look at my drawings?,"strings|chords|ropes|wires",strings,hard,VOCAB
"I didn't get the job, but I'll just have to ............................ and bear it, won't I?","smile|grin|smirk|beam",grin,hard,VOCAB
This drug has no known ............................ effects.,"fringe|corner|edge|side",side,hard,VOCAB
"............................ as I'd love to, I won't be able to come.","Though|Despite|Even|Much",Much,hard,VOCAB
I hope the government reduces the amount of ............................ tape required to start a new company.,"green|blue|red|yellow",red,hard,VOCAB
The sky suddenly went dark as a huge ............................ of birds passed overhead.,"herd|flock|pack|tribe",flock,hard,VOCAB
The salesman neglected ............................ that the price didn't include delivery.,"in mentioning|mentioning|mention|to mention",to mention,hard,VOCAB
............................ of the students did well in the test.,"Only a few|Much|Little|Only a little",Only a few,hard,VOCAB
What kind of world do you want to leave behind for your ............................ ?,"ancestors|predecessors|descendants|siblings",descendants,hard,VOCAB
My relationship with Isaac is one of ............................ respect.,"mutual|compatible|relative|integral",mutual,hard,VOCAB
A sudden ............................ of wind blew the letter out of my hand.,"speck|grain|flake|gust",gust,hard,VOCAB
My younger sister's in ............................ .,"the year 7 at school|a year 7 at the school|year 7 at school|the year 7 at the school",year 7 at school,hard,VOCAB
My old home was a sight for ............................ eyes after I'd been away for so long.,"injured|hurting|painful|sore",sore,hard,VOCAB
I want to be a ........ so I can fly all over the world.,"pilot|police officer|chef",pilot,easy,VOCAB
In the living room there is a big sofa and two ........ .,"staircases|armchairs|firefighters",armchairs,easy,VOCAB
They live in a lovely ........ in the countryside.,"wardrobe|flat|cottage",cottage,easy,VOCAB
I can't walk to the 30th floor. I need to use the ........ .,"lift|washing machine|ticket office",lift,easy,VOCAB
I want to be a ........ so I can help people in need.,"reporter|museum|police officer",police officer,easy,VOCAB
This book isn't ........ . I cannot finish it!,"routine|quiet|interesting",interesting,easy,VOCAB
I love the countryside this time of the year. It is so ........ with almost no one around.,"quiet|traditional|busy",quiet,easy,VOCAB
Don't put the coffee table in the bathroom! Put it in the ........ opposite the TV.,"cupboards|living room|kitchen",living room,easy,VOCAB
I'm not feeling very well. I have to see a ........ .,"vet|pilot|doctor",doctor,easy,VOCAB
"Can you get me some stamps from the ........, please?","post office|chemist's|greengrocer's",post office,easy,VOCAB
Can you tell me where the ........ is? I'd like to get some meat.,"museum|butcher's|baker's",butcher's,easy,VOCAB
The baby can't walk down the ........ alone. Help him.,"staircase|wardrobes|garage",staircase,easy,VOCAB
In the living room there is a big ........ and two armchairs.,"firefighter|sofa|lift",sofa,easy,VOCAB
What's wrong with the dog? I think I should take him to a ........ .,"doctor|vet|butcher's",vet,easy,VOCAB
I want to be a ........ because I like delivering letters.,"chemist|postman|reporter",postman,easy,VOCAB
"Can you tell me where the ........ is, please? I'd like to buy some aspirins.","museum|chemist's|baker's",chemist's,easy,VOCAB
Haggis is a ........ Scottish dish.,"traditional|modern|unattractive",traditional,easy,VOCAB
They live in a two-bedroom ........ in the centre of London.,"villa|bathroom|flat",flat,easy,VOCAB
London is a very ........ city with lots of cars in the streets.,"spacious|quiet|busy",busy,easy,VOCAB
John is a ........ for Channel 4.,"chef|reporter|doctor",reporter,easy,VOCAB
"Can you go to the ........ and buy me a newspaper, please?","museum|newsagent's|baker's",newsagent's,easy,VOCAB
Look at Gary! He ........!,"swims|is swimming|is swim",is swimming,easy,VOCAB
We always ........ sailing in the summer.,"go|are going|goes",go,easy,VOCAB
You can't talk to Clara now. She ........ .,"sleeps|sleeping|is sleeping",is sleeping,easy,VOCAB
Mark and Fiona ........ English lessons on Fridays.,"have|has|are having",have,easy,VOCAB
Where are my keys? Can you see ........?,"them|their|theirs",them,easy,VOCAB
Be quiet! I ........ to do my homework.,"am trying|is trying|try",am trying,easy,VOCAB
........ apple juice?,"Are you liking|Do you like|Does you like",Do you like,easy,VOCAB
We ........ in London any more.,"isn't living|doesn't live|don't live",don't live,easy,VOCAB
Why don't you come to the cinema with ........?,"we|us|our",us,easy,VOCAB
How often ........ football?,"are you playing|does you play|do you play",do you play,easy,VOCAB
You can't leave now. We ........ .,"are winning|is winning|win",are winning,easy,VOCAB
I ........ to the gym three times a week.,"go|goes|am going",go,easy,VOCAB
Where's Frank? Can you see ........ ?,"him|he|his",him,easy,VOCAB
Be quiet! The babies ........ .,"are sleep|are sleeping|sleep",are sleeping,easy,VOCAB
He ........ my chocolate cake.,"love|loves|is loving",loves,easy,VOCAB
Mike ........ at a bank.,"work|is working|works",works,easy,VOCAB
Can you take ........ with you?,"I|me|my",me,easy,VOCAB
I'm ...... a barbeque on Sunday afternoon. Would you like to come?,"having|doing|making",having,easy,VOCAB
Jim likes his job but it's sometimes really ......,"imaginative|stressful|exciting",stressful,easy,VOCAB
My aunt lives in a little ...... in the countryside.,"mansion|cottage|castle",cottage,easy,VOCAB
Some friends are ...... over tonight to watch a film.,"relaxing|going|coming",coming,easy,VOCAB
