sentence,options,answer,difficulty,question_type
A number of experiments have been carried,MATCHING_PAIR,out by physicists which prove that time can speed up and slow down.,medium,MATCHING
Whoever came,MATCHING_PAIR,up with that idea should have won the Nobel Prize.,medium,MATCHING
The electricity was cut,MATCHING_PAIR,off for over three hours yesterday.,medium,MATCHING
I'd like to find,MATCHING_PAIR,out much more about technology in the Bronze Age.,medium,MATCHING
This chemical gives,MATCHING_PAIR,off a very nasty smell when it's heated.,medium,MATCHING
Cancer treatments have come,MATCHING_PAIR,on enormously in recent years.,medium,MATCHING
I wonder if you could put me,MATCHING_PAIR,"through to the Radiology Department, please.",medium,MATCHING
I'm quite busy so I've got,MATCHING_PAIR,very little time to talk to you now.,medium,MATCHING
"Happily, we have had",MATCHING_PAIR,very few complaints from hotel guests recently.,medium,MATCHING
My dad just got a good job so we have,MATCHING_PAIR,a little money for luxuries.,medium,MATCHING
Pollution is improving now that,MATCHING_PAIR,a few people recycle their rubbish.,medium,MATCHING
My mum has lost her job so we have,MATCHING_PAIR,little money for luxuries.,medium,MATCHING
My lesson's been cancelled so I've got,MATCHING_PAIR,a little time to talk to you now.,medium,MATCHING
It's a shame that,MATCHING_PAIR,few people recycle their rubbish.,medium,MATCHING
"Unfortunately, we have had",MATCHING_PAIR,a few complaints from hotel guests recently.,medium,MATCHING
flick through,MATCHING_PAIR,"turn and look at the pages of a magazine, etc quickly",medium,MATCHING
go into,MATCHING_PAIR,deal with sth in detail,medium,MATCHING
hand out,MATCHING_PAIR,give things to people in a group,medium,MATCHING
make out,MATCHING_PAIR,"pretend that something is true; see, hear or understand sb or sth with difficulty",medium,MATCHING
put forward,MATCHING_PAIR,suggest,medium,MATCHING
see through,MATCHING_PAIR,recognise that sth is not true and not be tricked by it,medium,MATCHING
stand out,MATCHING_PAIR,be easy to see because of being different,medium,MATCHING
ask after,MATCHING_PAIR,ask for news about,medium,MATCHING
fall for,MATCHING_PAIR,fall in love with; believe (a lie/trick/etc),medium,MATCHING
look down on,MATCHING_PAIR,think that you are better than,medium,MATCHING
look up to,MATCHING_PAIR,admire and respect,medium,MATCHING
pass away,MATCHING_PAIR,die,medium,MATCHING
pick on,MATCHING_PAIR,keep treating someone badly or unfairly,medium,MATCHING
settle down,MATCHING_PAIR,"become calm after being upset, etc; stay in one place or get married and live quietly",medium,MATCHING
stand up for,MATCHING_PAIR,support in an argument or fight,medium,MATCHING
take aback,MATCHING_PAIR,surprise (usually in passive voice),medium,MATCHING
"Last year, winter started so",MATCHING_PAIR,suddenly that many people were taken by surprise.,medium,MATCHING
"Last winter, there were so",MATCHING_PAIR,many storms that we had floods.,medium,MATCHING
"Last year, we had such",MATCHING_PAIR,a cold winter that I had to sleep with a hat on!,medium,MATCHING
"Last winter, there was so",MATCHING_PAIR,much snow that I skied nearly every day.,medium,MATCHING
"Last winter, there was such a lot of",MATCHING_PAIR,snow that many wild animals died.,medium,MATCHING
Last winter was so,MATCHING_PAIR,cold that the water in the pipes froze.,medium,MATCHING
back down,MATCHING_PAIR,"stop demanding sth, stop saying that you will do sth",medium,MATCHING
break out,MATCHING_PAIR,escape (from prison),medium,MATCHING
bring in,MATCHING_PAIR,introduce a new law or system,medium,MATCHING
chase after,MATCHING_PAIR,follow sb/sth quickly in order to catch them,medium,MATCHING
come forward,MATCHING_PAIR,offer help or information,medium,MATCHING
hand in,MATCHING_PAIR,give to a person in authority,medium,MATCHING
hold up,MATCHING_PAIR,rob while threatening violence; delay,medium,MATCHING
let off,MATCHING_PAIR,"give little or no punishment; make a bomb, etc explode",medium,MATCHING
look into,MATCHING_PAIR,investigate,medium,MATCHING
make off,MATCHING_PAIR,escape,medium,MATCHING
take in,MATCHING_PAIR,trick sb into believing sth that is not true,medium,MATCHING
They accused me,MATCHING_PAIR,of shoplifting.,medium,MATCHING
Our next-door neighbour was arrested,MATCHING_PAIR,for shoplifting.,medium,MATCHING
Three people have been charged,MATCHING_PAIR,with theft.,medium,MATCHING
She denied,MATCHING_PAIR,stealing the clothes.,medium,MATCHING
I doubt whether,MATCHING_PAIR,she's guilty.,medium,MATCHING
I caught a glimpse,MATCHING_PAIR,of someone shoplifting.,medium,MATCHING
My friends made me,MATCHING_PAIR,steal something from the shop.,medium,MATCHING
She says she was made,MATCHING_PAIR,to steal something from the shop.,medium,MATCHING
It is illegal for,MATCHING_PAIR,someone to steal something from a shop.,medium,MATCHING
I heard that they're going to bring,MATCHING_PAIR,in a law banning smoking in public places.,medium,MATCHING
Police are appealing for members of the public to come,MATCHING_PAIR,forward with any information they feel might be useful.,medium,MATCHING
Nobody was convinced when the man claimed the gun had gone,MATCHING_PAIR,off accidentally in his hand.,medium,MATCHING
The policewoman started to take,MATCHING_PAIR,down everything I was saying and I knew I was in serious trouble.,medium,MATCHING
Lots of old people have been taken,MATCHING_PAIR,in by this trick and have lost a lot of money.,medium,MATCHING
Peterson was found guilty of holding,MATCHING_PAIR,up the bank and was sentenced to five years in prison.,medium,MATCHING
Many people get,MATCHING_PAIR,away with serious crimes every day.,medium,MATCHING
The policeman decided to let Shaun,MATCHING_PAIR,"off this time, but told him that he wouldn't be so lucky next time.",medium,MATCHING
bring on,MATCHING_PAIR,"cause (an illness, etc)",medium,MATCHING
come down with,MATCHING_PAIR,start to suffer from a minor illness,medium,MATCHING
come round/to,MATCHING_PAIR,become conscious,medium,MATCHING
feel up to,MATCHING_PAIR,feel well enough to do,medium,MATCHING
pass out,MATCHING_PAIR,suddenly become unconscious,medium,MATCHING
pull through,MATCHING_PAIR,"survive (a serious illness, etc)",medium,MATCHING
wear off,MATCHING_PAIR,"stop being effective (for a drug, etc)",medium,MATCHING
It is said that people who eat poorly are likely,MATCHING_PAIR,to have health problems later in life.,medium,MATCHING
Did you know that you can have your eyes operated,MATCHING_PAIR,on with lasers these days?,medium,MATCHING
I'm getting really tired of,MATCHING_PAIR,telling my dad to give up smoking.,medium,MATCHING
Why don't you try,MATCHING_PAIR,going to the gym more often?,medium,MATCHING
It really is worth,MATCHING_PAIR,losing a bit of weight.,medium,MATCHING
The Pattersons have decided to pull,MATCHING_PAIR,out of our trip together because Angie's got a fever.,medium,MATCHING
Mr Greene seems to find it difficult to get,MATCHING_PAIR,on with people from other countries.,medium,MATCHING
"We haven't made a final decision, but we've narrowed it",MATCHING_PAIR,down to France or Spain for this summer's holiday.,medium,MATCHING
Dad thought it might be a good idea to look,MATCHING_PAIR,up the train times on the Internet.,medium,MATCHING
It seems that Matt has fallen,MATCHING_PAIR,out with Dave over their holiday plans.,medium,MATCHING
I think it was Bob who came,MATCHING_PAIR,up with the idea of going to Poland.,medium,MATCHING
The holiday started okay and then turned,MATCHING_PAIR,into a bit of a nightmare when our luggage got lost.,medium,MATCHING
drop in (on),MATCHING_PAIR,visit unexpectedly,medium,MATCHING
get on for,MATCHING_PAIR,"be almost a particular time, number, age, etc",medium,MATCHING
go/come round,MATCHING_PAIR,go/come to sb's house to visit them,medium,MATCHING
keep on,MATCHING_PAIR,continue doing sth,medium,MATCHING
run into,MATCHING_PAIR,meet by chance,medium,MATCHING
run out of,MATCHING_PAIR,not have any left,medium,MATCHING
try out,MATCHING_PAIR,experiment with,medium,MATCHING
turn out,MATCHING_PAIR,develop in a particular way or have a particular result,medium,MATCHING
I think this milk has gone,MATCHING_PAIR,off so let's throw it away.,medium,MATCHING
I ran,MATCHING_PAIR,into Bob in the supermarket yesterday.,medium,MATCHING
We've run out,MATCHING_PAIR,of bread so could you go and get some?,medium,MATCHING
Mum's trying,MATCHING_PAIR,out a new recipe tonight!,medium,MATCHING
It must be getting,MATCHING_PAIR,on for dinner time.,medium,MATCHING
We'd love you to come,MATCHING_PAIR,round for dinner sometime.,medium,MATCHING
This lasagne hasn't turned,MATCHING_PAIR,out quite how I expected.,medium,MATCHING
catch on,MATCHING_PAIR,understand,medium,MATCHING
come (a)round (to),MATCHING_PAIR,be persuaded to change your mind (about),medium,MATCHING
dawn on,MATCHING_PAIR,"if something dawns on you, you realise it for the first time",medium,MATCHING
deal with,MATCHING_PAIR,"handle, cope with",medium,MATCHING
drop out (of),MATCHING_PAIR,"leave school, etc before you have finished a course",medium,MATCHING
get at,MATCHING_PAIR,try to express,medium,MATCHING
get on with,MATCHING_PAIR,continue doing,medium,MATCHING
give in,MATCHING_PAIR,stop making an effort to achieve sth difficult,medium,MATCHING
sail through,MATCHING_PAIR,do something or deal with something very easily,medium,MATCHING
set out,MATCHING_PAIR,"explain, describe or arrange sth in a clear and detailed way",medium,MATCHING
think over,MATCHING_PAIR,consider,medium,MATCHING
"You've sent that letter I gave you,",MATCHING_PAIR,haven't you?,medium,MATCHING
"You catch the bus to school,",MATCHING_PAIR,don't you?,medium,MATCHING
"You won't tell anyone about this,",MATCHING_PAIR,will you?,medium,MATCHING
"You're a friend of Charlie's,",MATCHING_PAIR,aren't you?,medium,MATCHING
"You were living in Hong Kong then,",MATCHING_PAIR,weren't you?,medium,MATCHING
"You never work more than you have to,",MATCHING_PAIR,do you?,medium,MATCHING
"You made no effort to make friends with Darren,",MATCHING_PAIR,did you?,medium,MATCHING
"You got Jimmy a cap for his birthday,",MATCHING_PAIR,didn't you?,medium,MATCHING
call for,MATCHING_PAIR,require; need; demand,medium,MATCHING
die down,MATCHING_PAIR,"become less noisy, powerful or active",medium,MATCHING
face up to,MATCHING_PAIR,accept sth and try to deal with it,medium,MATCHING
get (sb) down,MATCHING_PAIR,make sb feel sad or lose hope,medium,MATCHING
put down to,MATCHING_PAIR,suggest that sth is the result of,medium,MATCHING
set in,MATCHING_PAIR,"start and be likely to continue for a while (for rain, winter, an economic depression, etc)",medium,MATCHING
stand for,MATCHING_PAIR,represent (for abbreviations and symbols); put up with,medium,MATCHING
tear down,MATCHING_PAIR,"destroy or remove (for buildings, statues, etc)",medium,MATCHING
bank on,MATCHING_PAIR,depend on sth happening,medium,MATCHING
come by,MATCHING_PAIR,"get sth, especially sth that is hard to get",medium,MATCHING
come into,MATCHING_PAIR,inherit,medium,MATCHING
do without,MATCHING_PAIR,live without (sth you can't afford),medium,MATCHING
get by,MATCHING_PAIR,manage to survive (financially),medium,MATCHING
get through,MATCHING_PAIR,use all of; finish,medium,MATCHING
live on,MATCHING_PAIR,use as a source of money,medium,MATCHING
look round,MATCHING_PAIR,examine (a place),medium,MATCHING
make up for,MATCHING_PAIR,"provide sth good, so that sth bad seems less important",medium,MATCHING
put by,MATCHING_PAIR,save an amount of money for the future,medium,MATCHING
I can't believe they charged me,MATCHING_PAIR,for using the hotel pool.,medium,MATCHING
The old lady begged me,MATCHING_PAIR,to give her some money.,medium,MATCHING
I'll never forget,MATCHING_PAIR,learning that I had the winning ticket.,medium,MATCHING
My dad and my uncle always argue,MATCHING_PAIR,about the economy.,medium,MATCHING
I was shocked when the bank demanded,MATCHING_PAIR,that I pay back my loan immediately.,medium,MATCHING
We really can't afford,MATCHING_PAIR,to buy a new fridge.,medium,MATCHING
Debra paid the money,MATCHING_PAIR,to the girl at the desk and left.,medium,MATCHING
Sharon came,MATCHING_PAIR,into some money when her aunt died.,medium,MATCHING
I manage to put,MATCHING_PAIR,a little money by each month.,medium,MATCHING
You can bank,MATCHING_PAIR,on house prices coming down soon.,medium,MATCHING
I don't know how they can get,MATCHING_PAIR,by on such a low salary.,medium,MATCHING
If you could make,MATCHING_PAIR,"out the cheque to Peardrop Limited, that would be fine.",medium,MATCHING
The shop's giving,MATCHING_PAIR,away free software with every computer.,medium,MATCHING
I'm saving,MATCHING_PAIR,up to buy a new DVD player.,medium,MATCHING
I don't know what we're going to live,MATCHING_PAIR,on now I've lost my job.,medium,MATCHING
come (a)round,MATCHING_PAIR,happen again (for regular events),medium,MATCHING
count on,MATCHING_PAIR,rely on; trust,medium,MATCHING
drown out,MATCHING_PAIR,prevent a sound from being heard by making a louder noise,medium,MATCHING
get along (with),MATCHING_PAIR,have a good relationship (with),medium,MATCHING
go down (as),MATCHING_PAIR,be remembered for having done something,medium,MATCHING
grow on,MATCHING_PAIR,"if sth grows on you, you start to like it more",medium,MATCHING
name after,MATCHING_PAIR,give sb or sth the same name as sb or sth else,medium,MATCHING
show off,MATCHING_PAIR,try to attract people's attention and make them admire you (usually used negatively),medium,MATCHING
take after,MATCHING_PAIR,look or behave like an older relative,medium,MATCHING
Although,MATCHING_PAIR,"Aesop's a vegetarian, he does occasionally eat fish.",medium,MATCHING
Despite,MATCHING_PAIR,"being a vegetarian, Aesop does occasionally eat fish.",medium,MATCHING
Despite the,MATCHING_PAIR,"fact that Aesop is a vegetarian, he does occasionally eat fish.",medium,MATCHING
"Aesop is a vegetarian,",MATCHING_PAIR,although he does occasionally eat fish.,medium,MATCHING
"Despite his vegetarianism,",MATCHING_PAIR,Aesop does occasionally eat fish.,medium,MATCHING
In spite,MATCHING_PAIR,"of being a vegetarian, Aesop does occasionally eat fish.",medium,MATCHING
Despite having,MATCHING_PAIR,"been a vegetarian for years, Aesop does occasionally eat fish.",medium,MATCHING
"Aesop is a vegetarian. However, he",MATCHING_PAIR,does occasionally eat fish.,medium,MATCHING
Aesop is a vegetarian. He does,MATCHING_PAIR,"occasionally eat fish, however.",medium,MATCHING
do away with,MATCHING_PAIR,get rid of,medium,MATCHING
draw up,MATCHING_PAIR,"create (plans, etc)",medium,MATCHING
dress up,MATCHING_PAIR,put on fancy or unusual clothes,medium,MATCHING
go over,MATCHING_PAIR,repeat or think about again in order to understand completely,medium,MATCHING
grow out of,MATCHING_PAIR,develop from; become too big for,medium,MATCHING
hand down,MATCHING_PAIR,"give something valuable to your children or grandchildren, usually when you die",medium,MATCHING
line up,MATCHING_PAIR,get/put into lines,medium,MATCHING
pop in(to),MATCHING_PAIR,visit quickly or for a short time,medium,MATCHING
show (a)round,MATCHING_PAIR,take sb on a tour of a place,medium,MATCHING
tear up,MATCHING_PAIR,rip into pieces,medium,MATCHING
wear out,MATCHING_PAIR,become old and unusable,medium,MATCHING
I'm just going to pop,MATCHING_PAIR,into that new boutique for a few minutes.,medium,MATCHING
I've grown,MATCHING_PAIR,out of these shoes so my mum's going to get me some new ones.,medium,MATCHING
I'd like to try,MATCHING_PAIR,on that jacket you've got hanging in the window.,medium,MATCHING
I never thought that skirts for men would catch,MATCHING_PAIR,"on, but they have!",medium,MATCHING
We all lined,MATCHING_PAIR,up and they took our measurements.,medium,MATCHING
I'd take,MATCHING_PAIR,off my shoes but I think my feet smell!,medium,MATCHING
Let's all dress,MATCHING_PAIR,up for the Halloween party!,medium,MATCHING
back out,MATCHING_PAIR,decide not to do sth you agreed to do,medium,MATCHING
bring out,MATCHING_PAIR,produce and start to sell a new product,medium,MATCHING
close down,MATCHING_PAIR,stop operating (for companies),medium,MATCHING
see through (to),MATCHING_PAIR,continue (or help to continue) to the end of sth unpleasant or difficult,medium,MATCHING
see to,MATCHING_PAIR,deal with,medium,MATCHING
set to,MATCHING_PAIR,start doing sth in a determined or enthusiastic way,medium,MATCHING
slow down,MATCHING_PAIR,decrease speed,medium,MATCHING
speed up,MATCHING_PAIR,increase speed,medium,MATCHING
stand in for,MATCHING_PAIR,do sb's job for them while they are not available,medium,MATCHING
take on,MATCHING_PAIR,start to employ; accept (work or responsibility),medium,MATCHING
I put a lot of effort,MATCHING_PAIR,into writing this report.,medium,MATCHING
They've made their decision,MATCHING_PAIR,about who's going to get promoted.,medium,MATCHING
It's not in your interest to,MATCHING_PAIR,accept a pay cut.,medium,MATCHING
The secretary's kept me,MATCHING_PAIR,on hold for ages.,medium,MATCHING
I don't know why you didn't apply,MATCHING_PAIR,for that position.,medium,MATCHING
I think we're all in agreement,MATCHING_PAIR,"on this, aren't we?",medium,MATCHING
Dean's been out,MATCHING_PAIR,of work for over two months now.,medium,MATCHING
The shop hasn't been in,MATCHING_PAIR,business long.,medium,MATCHING
I'm glad you're finally taking an interest,MATCHING_PAIR,in your work.,medium,MATCHING
Jason lives fairly near his place of,MATCHING_PAIR,"work, doesn't he?",medium,MATCHING
Ironworks Limited has closed,MATCHING_PAIR,down and 400 people have lost their jobs.,medium,MATCHING
Henry asked Janet to stand,MATCHING_PAIR,in for him while he went into town.,medium,MATCHING
Mr Carter asked me to see,MATCHING_PAIR,to the orders while he spoke to a customer.,medium,MATCHING
I heard that Bigburger have taken,MATCHING_PAIR,over Cookright and plan to close some branches.,medium,MATCHING
Roger says he never set,MATCHING_PAIR,out to become a millionaire - it just happened!,medium,MATCHING
"When we can afford it, we're going to do",MATCHING_PAIR,up the attic and turn it into a spare bedroom.,medium,MATCHING
Jason's thinking of dropping,MATCHING_PAIR,out of college and getting a job.,medium,MATCHING
When the factory closed,MATCHING_PAIR,"down, hundreds of workers lost their jobs.",medium,MATCHING
They should do away,MATCHING_PAIR,with cheque books now that everyone has a credit card.,medium,MATCHING
Let me take you out to dinner to make,MATCHING_PAIR,up for forgetting your birthday.,medium,MATCHING
I never wanted a mortgage but I'm coming,MATCHING_PAIR,round to the idea now.,medium,MATCHING
Cynthia's decided to set,MATCHING_PAIR,up a small business producing temporary tattoos.,medium,MATCHING
voyage,MATCHING_PAIR,"a long journey, especially on a ship",medium,MATCHING
travel,MATCHING_PAIR,the activity of travelling,medium,MATCHING
excursion,MATCHING_PAIR,a short journey that you make for pleasure,medium,MATCHING
view,MATCHING_PAIR,the things that you can see from a particular place,medium,MATCHING
sight,MATCHING_PAIR,a person or a thing that you see that has a particular feature,medium,MATCHING
world,MATCHING_PAIR,the planet that we live on,medium,MATCHING
go,MATCHING_PAIR,to move or travel to a place that is away from where you are now,medium,MATCHING
keep,MATCHING_PAIR,to continue to have or own something,medium,MATCHING
arrive,MATCHING_PAIR,to reach a place,medium,MATCHING
live,MATCHING_PAIR,to have your home in a particular place,medium,MATCHING
stay,MATCHING_PAIR,to live or remain in a place for a while as a guest or visitor,medium,MATCHING
border,MATCHING_PAIR,the official line that separates two countries or regions,medium,MATCHING
edge,MATCHING_PAIR,the part of something that is furthest from its centre,medium,MATCHING
line,MATCHING_PAIR,a long thin mark on the surface of something,medium,MATCHING
earth,MATCHING_PAIR,the land on which we live,medium,MATCHING
area,MATCHING_PAIR,a part of a place or building,medium,MATCHING
territory,MATCHING_PAIR,"an area of land that is controlled by a particular country, leader or army",medium,MATCHING
season,MATCHING_PAIR,one of the four periods into which the year is divided according to the weather,medium,MATCHING
period,MATCHING_PAIR,an amount of time,medium,MATCHING
fare,MATCHING_PAIR,the money that you pay for a journey,medium,MATCHING
ticket,MATCHING_PAIR,"a piece of paper that shows that you have paid to do something such as travel on a train, bus, plane, etc",medium,MATCHING
miss,MATCHING_PAIR,to be too late for something such as a train or bus,medium,MATCHING
lose,MATCHING_PAIR,to no longer have something,medium,MATCHING
length,MATCHING_PAIR,a measurement of how long something is in size,medium,MATCHING
distance,MATCHING_PAIR,the amount of space between two people or things,medium,MATCHING
guide,MATCHING_PAIR,to show someone where to go by going with them,medium,MATCHING
lead,MATCHING_PAIR,"to take someone to a place by going there with them, usually in front of them",medium,MATCHING
native,MATCHING_PAIR,living in a particular country or area since birth,medium,MATCHING
home (town),MATCHING_PAIR,the city or town where you lived as a child,medium,MATCHING
pitch,MATCHING_PAIR,a flat area of ground that is used for playing sports on,medium,MATCHING
track,MATCHING_PAIR,a piece of ground that is used for running or racing,medium,MATCHING
take,MATCHING_PAIR,to move or carry someone or something from one place to another,medium,MATCHING
bring,MATCHING_PAIR,to take someone or something with you from one place to another,medium,MATCHING
rink,MATCHING_PAIR,a large flat area where people go to skate,medium,MATCHING
win,MATCHING_PAIR,"to defeat everyone else by being the best, or by finishing first in a competition",medium,MATCHING
play,MATCHING_PAIR,a piece of writing that is intended to be performed by actors in a theatre or on television or the radio,medium,MATCHING
game,MATCHING_PAIR,"an activity that you take part in for fun, usually one that has rules",medium,MATCHING
spectator,MATCHING_PAIR,someone who watches a public activity or event,medium,MATCHING
umpire,MATCHING_PAIR,"someone whose job is to make sure that players obey the rules in some sports, for example tennis, baseball and cricket",medium,MATCHING
final,MATCHING_PAIR,"the last game, race, etc in a competition, that decides who wins the whole competition",medium,MATCHING
finale,MATCHING_PAIR,the last part of a performance with the most exciting music and dancing,medium,MATCHING
end,MATCHING_PAIR,the time when a situation or an event stops,medium,MATCHING
ending,MATCHING_PAIR,"the way in which a story, film or play ends",medium,MATCHING
bat,MATCHING_PAIR,"a wooden object used for hitting the ball in games such as baseball, cricket and table tennis",medium,MATCHING
stick,MATCHING_PAIR,a long thin piece of wood that is used for hitting or carrying something in a sport,medium,MATCHING
rod,MATCHING_PAIR,"a long thin bar or stick made of metal, plastic or wood",medium,MATCHING
racket,MATCHING_PAIR,an object used for hitting the ball in games such as tennis,medium,MATCHING
amateur,MATCHING_PAIR,done for pleasure instead of as a job,medium,MATCHING
professional,MATCHING_PAIR,playing a sport or taking part in an activity as a job rather than for enjoyment,medium,MATCHING
sport,MATCHING_PAIR,sports in general,medium,MATCHING
athletics,MATCHING_PAIR,"sports such as running, throwing and jumping",medium,MATCHING
interval,MATCHING_PAIR,a short break between the parts of something such as a play or concert,medium,MATCHING
half time,MATCHING_PAIR,"in football and some other team sports, a period of rest between the two halves of a match",medium,MATCHING
draw,MATCHING_PAIR,"if two teams or opponents draw, or if they draw a match, they both have the same score, so that neither wins",medium,MATCHING
equal,MATCHING_PAIR,to be as good as someone or something else,medium,MATCHING
competitor,MATCHING_PAIR,someone who takes part in a competition,medium,MATCHING
false,MATCHING_PAIR,made to look like something real,medium,MATCHING
natural,MATCHING_PAIR,"existing in nature, and not produced by people",medium,MATCHING
physical,MATCHING_PAIR,"real and able to be seen, touched or felt",medium,MATCHING
true,MATCHING_PAIR,based on facts or on things that really happened,medium,MATCHING
accurate,MATCHING_PAIR,correct in every detail and without any mistakes,medium,MATCHING
method,MATCHING_PAIR,"a way of doing something, especially a planned or established way",medium,MATCHING
way,MATCHING_PAIR,a method for doing something,medium,MATCHING
engine,MATCHING_PAIR,the part of a vehicle that makes it move,medium,MATCHING
machine,MATCHING_PAIR,a piece of equipment with moving parts that does a particular job,medium,MATCHING
motor,MATCHING_PAIR,the part of a machine or vehicle that makes it work,medium,MATCHING
aim,MATCHING_PAIR,the thing that you hope to achieve by doing something,medium,MATCHING
reason,MATCHING_PAIR,"a fact, situation or intention that explains why something happened, why someone did something or why something is true",medium,MATCHING
calculate,MATCHING_PAIR,to discover a number or amount by using mathematics,medium,MATCHING
electric,MATCHING_PAIR,using or relating to electricity,medium,MATCHING
electronic,MATCHING_PAIR,"using electricity and extremely small electrical parts, such as microchips",medium,MATCHING
progress,MATCHING_PAIR,the process of developing or improving,medium,MATCHING
development,MATCHING_PAIR,"change, growth or improvement over a period of time",medium,MATCHING
modern,MATCHING_PAIR,relating to or belonging to the present time,medium,MATCHING
new,MATCHING_PAIR,"recently made, invented or developed",medium,MATCHING
factory,MATCHING_PAIR,a building where large quantities of goods are produced using machines,medium,MATCHING
award,MATCHING_PAIR,a prize that is given to someone who has achieved something,medium,MATCHING
reward,MATCHING_PAIR,something good that happens or that you receive because of something that you have done,medium,MATCHING
take place,MATCHING_PAIR,to happen,medium,MATCHING
occur,MATCHING_PAIR,to happen,medium,MATCHING
agree,MATCHING_PAIR,to have the same opinion as someone else,medium,MATCHING
headline,MATCHING_PAIR,"the title of a newspaper story, printed in large letters",medium,MATCHING
heading,MATCHING_PAIR,the title at the top of a page or piece of writing,medium,MATCHING
feature,MATCHING_PAIR,"a newspaper or magazine article, or a part of a television or radio programme that concentrates on a particular subject",medium,MATCHING
article,MATCHING_PAIR,a piece of writing in a newspaper or magazine,medium,MATCHING
talk show,MATCHING_PAIR,a television or radio programme in which famous people talk about themselves and their work,medium,MATCHING
quiz show,MATCHING_PAIR,a television or radio programme in which people answer questions in order to win prizes,medium,MATCHING
game show,MATCHING_PAIR,a television programme in which people play games or answer questions in order to win prizes,medium,MATCHING
announcer,MATCHING_PAIR,someone whose job is to give information about television or radio programmes between other programmes,medium,MATCHING
commentator,MATCHING_PAIR,someone whose job is to give a description of an event on television or radio as it happens,medium,MATCHING
tabloid,MATCHING_PAIR,a newspaper that has small pages and not much serious news,medium,MATCHING
broadsheet,MATCHING_PAIR,a serious type of newspaper that is printed on large sheets of paper,medium,MATCHING
journalist,MATCHING_PAIR,"someone whose job is to report the news for a newspaper, magazine, radio programme or television programme",medium,MATCHING
columnist,MATCHING_PAIR,a journalist who writes a regular series of articles for a particular newspaper or magazine,medium,MATCHING
press,MATCHING_PAIR,"newspapers and news magazines, or the journalists who work on them",medium,MATCHING
programme,MATCHING_PAIR,a television or radio broadcast,medium,MATCHING
bulletin,MATCHING_PAIR,a short news broadcast,medium,MATCHING
newsflash,MATCHING_PAIR,a short broadcast of an important piece of news in the middle of a television or radio programme,medium,MATCHING
relationship,MATCHING_PAIR,the way in which two or more people or groups behave towards each other,medium,MATCHING
connection,MATCHING_PAIR,a relationship between things or people,medium,MATCHING
blame,MATCHING_PAIR,"responsibility for an accident, problem or bad situation",medium,MATCHING
fault,MATCHING_PAIR,the fact of being responsible for a bad or unpleasant situation,medium,MATCHING
old,MATCHING_PAIR,something that is old has existed or been used for a long time,medium,MATCHING
crowd,MATCHING_PAIR,a large number of people in the same place,medium,MATCHING
audience,MATCHING_PAIR,the people who watch or listen to a performance,medium,MATCHING
enjoy,MATCHING_PAIR,to get pleasure from something,medium,MATCHING
please,MATCHING_PAIR,to make someone feel happy and satisfied,medium,MATCHING
assist,MATCHING_PAIR,to help someone or something,medium,MATCHING
kind,MATCHING_PAIR,behaving in a way that shows you care about other people and want to help them,medium,MATCHING
sympathetic,MATCHING_PAIR,willing to understand someone's problems and help them,medium,MATCHING
likeable,MATCHING_PAIR,"pleasant, friendly and easy to like",medium,MATCHING
nervous,MATCHING_PAIR,"feeling excited and worried, or slightly afraid",medium,MATCHING
sensitive,MATCHING_PAIR,likely to become upset very easily,medium,MATCHING
popular,MATCHING_PAIR,liked by many people,medium,MATCHING
famous,MATCHING_PAIR,"if someone or something is famous, a lot of people know their name or have heard about them",medium,MATCHING
usual,MATCHING_PAIR,"typical of what happens in most situations, or of what people do in most situations",medium,MATCHING
near,MATCHING_PAIR,close to someone or something,medium,MATCHING
unknown,MATCHING_PAIR,"if something is unknown, people do not know about it or do not know what it is",medium,MATCHING
infamous,MATCHING_PAIR,well known for something bad,medium,MATCHING
proof,MATCHING_PAIR,information or evidence that shows that something is definitely true,medium,MATCHING
evidence,MATCHING_PAIR,"facts, statements or objects that help to prove whether someone has committed a crime",medium,MATCHING
suspect (v),MATCHING_PAIR,to believe that something is true,medium,MATCHING
charge,MATCHING_PAIR,to accuse someone of committing a crime,medium,MATCHING
suspect (n),MATCHING_PAIR,someone who might have committed a crime,medium,MATCHING
accused,MATCHING_PAIR,someone who is accused of a crime in a court of law,medium,MATCHING
decision,MATCHING_PAIR,a choice that you make after you have thought carefully about something,medium,MATCHING
verdict,MATCHING_PAIR,an official judgment made in a court,medium,MATCHING
rule,MATCHING_PAIR,a statement that explains what you can or cannot do in a particular situation,medium,MATCHING
law,MATCHING_PAIR,the system of rules that must be obeyed in society,medium,MATCHING
justice,MATCHING_PAIR,treatment of people that is fair and morally right,medium,MATCHING
right,MATCHING_PAIR,something that you are morally or legally allowed to do or have,medium,MATCHING
judge,MATCHING_PAIR,someone whose job is to make decisions in a court of law,medium,MATCHING
jury,MATCHING_PAIR,a group of members of the public who decide whether someone is guilty in a court case,medium,MATCHING
prosecute,MATCHING_PAIR,to officially accuse someone of a crime and ask a court of law to judge them,medium,MATCHING
persecute,MATCHING_PAIR,"to treat someone very badly because of their race, religion or political beliefs",medium,MATCHING
capital punishment,MATCHING_PAIR,the punishment of legally killing someone who has committed a serious crime,medium,MATCHING
corporal punishment,MATCHING_PAIR,punishment that consists of hitting someone,medium,MATCHING
robber,MATCHING_PAIR,someone who steals money or property,medium,MATCHING
