sentence,answer,distractors,difficulty
Almost ............................ person I've asked says they're going on the anti-war demonstration next Saturday.,every,every|each|all the|the entire,hard
"I always clean the flat before my mum comes round, but she always finds at least one ............................ of dust and says it's filthy!",speck,scrap|gust|speck|blade,hard
There seem to be a/an ............................ of people in the street. What's happening?,number,amount|deal|number|plenty,hard
............................ of birds over a city usually predict cold weather.,Flocks,Herds|Flocks|Packs|Groups,hard
"Only ............................ people have joined the website so far, but we're hoping membership will increase over the next couple of months.",a few,few|a few|little|a little,hard
It's one of the worst books I've ever read. Its only redeeming ............................ is that it's quite short!,feature,aspect|feature|element|factor,hard
"With over 500 hits from the 60s, 70s and 80s, this is the ............................ hits collection.",ultimate,exquisite|satisfactory|optimum|ultimate,hard
The concrete is ............................ by putting metal bars in it; this makes it stronger and more durable.,reinforced,reinforced|refurbished|renovated|streamlined,hard
This plate's a collector's ............................ and is actually worth quite a lot of money.,item,bit|article|object|item,hard
"When she suggested ............................ over the weekend, I was so angry that I threatened to quit.",me working,me to working|me to work|me work|me working,hard
The manager requested that all staff ............................ present at the meeting.,be,have been|be|are being|being,hard
Didn't you ............................ that Martha wasn't with Ashley?,think it strange,think it strange|think strange|think strangely|think it strangely,hard
It's very important that we ............................ as soon as there's any change in the patient's condition.,be notified,be it notified|being notified|were notified|be notified,hard
I feel ............................ to inform the committee that a number of members are very unhappy with the decision.,it my duty,my duty|this my duty|it my duty|that my duty,hard
"After what the manager said this morning, I didn't ............................ him about the problems I've been having.",dare tell,dare telling|dare it telling|dare tell|dare to telling,hard
Don't you ............................ that Veronica and George are still together?,find it incredible,incredibly find|find incredible|find incredibly|find it incredible,hard
You shouldn't have let Kerry ............................ without apologising for what you said to her.,leave,leave|to leave|leaving|to leaving,hard
It was a bit embarrassing when the teacher caught us ............................ during the test.,cheating,to cheat|cheating|cheat|to cheating,hard
It's not fair to make the dog ............................ in the car on such a hot day.,wait,to wait|waiting|wait|for waiting,hard
I couldn't believe it when Marcy accused me of ............................ in her relationship with Joe.,interfering,intervening|interacting|interfering|intercepting,hard
Do you think there might be a ............................ between Angie's behaviour and the accident she had?,link,link|tie|bond|junction,hard
"Suddenly, I overheard Melissa and Alex talking about me in the ............................ room.",adjacent,attached|beside|near|adjacent,hard
It's difficult to translate because there's no ............................ for that word in English.,equivalent,twin|clone|copy|equivalent,hard
Andrea and Theresa are so different! You couldn't have two more ............................ sisters.,contrasting,dislike|contrasting|conflicting|distinguished,hard
"Keeping a relationship going is hard enough, without any ............................ pressure from parents.",external,external|incoming|outward|outdoor,hard
Having your heart broken is an ............................ part of growing up.,integral,inward|inset|integral|internal,hard
"Getting divorced was a ............................ decision, so I don't blame my ex-wife.",joint,relative|related|cooperative|joint,hard
But what you're saying now isn't ............................ with what you said last week.,consistent,coherent|consistent|confirmed|continuous,hard
You have to go through a number of ............................ stages before you become an expert.,intermediate,medium|average|moderate|intermediate,hard
"There's no ............................ between Gary and Mark, even though they are brothers.",resemblance,resemblance|appearance|correspondence|reflection,hard
There's no reason why people of different races can't ............................ quite peacefully together.,coexist,endure|be|inhabit|coexist,hard
What you're saying now ............................ what you said earlier.,contradicts,disputes|contradicts|comprises|interferes,hard
The speaker stopped ............................ his notes before continuing.,to check,checking|check|to check|to checking,hard
I read somewhere that the youngest ............................ in a family is often the funniest.,sibling,sibling|spouse|guardian|citizen,hard
Many people consider Davies ............................ the finest artist of his generation.,to be,be|being|to be|to being,hard
"After the investigation, the accident was put down to human ............................ .",error,mistake|wrong|error|slip,hard
Do you think the generation ............................ between parents and teenagers is getting wider?,gap,split|divide|crack|gap,hard
"Everyone started to ............................ around the old woman on the floor, but no one offered her any help.",crowd,crowd|spread|put|hang,hard
"Rebecca didn't deserve ............................ punished quite so severely, if you ask me.",to be,be|being|to be|to being,hard
Do you deny ............................ this with the defendant on the day in question?,discussing,to discuss|discussing|of having discussed|to have discussed,hard
Why did you refuse ............................ the police officer's questions? It only makes you look guilty!,to answer,to answer|answering|that you answer|for answering,hard
It's about time Mrs Richards apologised to me ............................ me a gossip in front of everybody.,for having called,to have called|from calling|that she called|for having called,hard
She may claim ............................ a PhD but nobody's ever actually seen the certificate.,to have,having|for having|to have|if she has,hard
The kids suggested ............................ a pizza tonight. What do you think?,getting,to get|we'll get|getting|for getting,hard
I do agree there ............................ simple solution to this problem.,is no,is no|be not|not to be|not being,hard
Tammy responded ............................ that at least she'd never lied to her parents.,by saying,to say|that she said|by saying|with having said,hard
I'm begging ............................ .,you to stay,you to stay|that you stay|your staying|you for staying,hard
"Although she would have preferred to carry on working, my mum ............................ her career in order to have children.",sacrificed,devoted|repealed|sacrificed|abolished,hard
"I find the offer quite ............................ , but I think I'd rather study at Oxford.",tempting,tempting|desirous|inclined|envious,hard
"I don't normally like noisy clubs, but I had a sudden ............................ to see what the Blue Parrot was like.",impulse,force|motive|pressure|impulse,hard
Jerry loves snowboarding so much that it's almost like a drug ............................ .,addiction,passion|obsession|addiction|requirement,hard
"I don't want to do the course in applied statistics, but it's ............................ .",compulsory,compulsory|inevitable|bound|indecisive,hard
Don't worry about me – I'm quite ............................ to sit here and wait for you to come back.,content,ecstatic|delighted|joyful|content,hard
"When I was pregnant, I often got a sudden ............................ for tinned sardines.",craving,preference|craving|envy|greed,hard
"Thank you for thinking of us, but I'm afraid we're going to have to ............................ your kind invitation.",decline,decline|deny|condemn|reject,hard
I've never seen anyone so ............................ to their job as Philip is.,dedicated,eager|keen|dedicated|interested,hard
Why do you have such a ............................ with model railways?,fascination,desire|fascination|love|preference,hard
I wish you would stop wasting so much time on computer games and do something a little more ............................ .,worthwhile,welcome|enviable|feasible|worthwhile,hard
Olivia has always ............................ to return to the country she was born in.,yearned,favoured|yearned|urged|inclined,hard
I get so stressed at work it's hard sometimes to ............................ in the evenings.,unwind,unwind|undo|undergo|untie,hard
How dare you accuse me ............................ !,of cheating,to cheat|cheating|that I cheat|of cheating,hard
You know what they ............................ : variety is the spice of life!,say,say|tell|speak|state,hard
The interviewer asked ............................ the question.,him 12 times to answer,for him answering 12 times|that he answer 12 times|him 12 times to answer|12 times his answering,hard
Was it always an ............................ of yours to play for France?,aspiration,urge|adoration|anticipation|aspiration,hard
Jon asked Todd if ............................ arrested!,he had ever been,he was ever|was he ever|he had ever been|had he ever been,hard
"The play wasn't very good but it wasn't very bad either. ............................ , I'd say.",Mediocre,Medium|Mediocre|Metric|Mellow,hard
Going down white-water rapids in a canoe must be extremely ............................ ! Does your heart start beating really fast?,exhilarating,trivial|mundane|sedentary|exhilarating,hard
My jeans ............................ in the wash and they're too small for me now.,shrank,reduced|deteriorated|shrank|diminished,hard
Would you like to arrange to pay by direct ............................ ?,debit,debt|debit|deposit|dividend,hard
I threw some biscuit ............................ on the ground and a whole load of pigeons swooped down and started eating them.,crumbs,grains|specks|flakes|crumbs,hard
"The insects looked and tasted so horrible, I ............................ with disgust as I tried to force them down.",grimaced,gloated|grinned|grimaced|chuckled,hard
Have you been ............................ against tetanus in the last ten years?,inoculated,prescribed|diagnosed|injected|inoculated,hard
There's no way the police will be able to ............................ this law.,enforce,enforce|administer|dominate|reign,hard
The union is seriously considering taking industrial ............................ .,action,activity|action|contract|reactor,hard
Has Britain's influence in the world ............................ since the Second World War?,declined,decayed|worsened|declined|devastated,hard
Da Vinci's Mona Lisa is ............................ ; if it was destroyed no amount of money could ever replace it.,priceless,priceless|worthless|valueless|invaluable,hard
I wouldn't call her a close friend. She's more of a/an ............................ really.,acquaintance,ancestor|successor|acquaintance|peer,hard
Aid agencies are still ............................ the situation.,assessing,estimating|deducing|assessing|assuming,hard
We still ............................ to the idea.,haven't got used,don't use|didn't use|don't get used|haven't got used,hard
Not voting in elections preserves the ............................ quo.,status,status|state|statue|statute,hard
"Jake's completely round the ............................ , isn't he?",bend,edge|side|corner|bend,hard
That's the last time ............................ here.,I'm ever coming,I've ever come|I'm ever coming|I ever came|I'd ever come,hard
How many flats ............................ at so far?,have you looked,do you look|are you looking|have you looked|have you been looking,hard
Relations between the two islands have ............................ further recently.,deteriorated,decayed|deteriorated|spoiled|distorted,hard
"When we landed, ............................ on the plane for 18 hours!",we'd been,we are|we were|we've been|we'd been,hard
They are unlikely to find any new evidence because so much time has ............................ since the crime.,elapsed,spanned|postponed|lapsed|elapsed,hard
Three Mexican fishermen were rescued today after ............................ at sea for nine months.,drifting,wandering|roaming|drifting|sinking,hard
"By the time we ............................ out on a Sunday, the bathroom was full of water.",got a plumber to come,have a plumber come|got a plumber coming|got a plumber to come|had a plumber to come,hard
"These days, I only see Morgan once in a ............................ moon.",blue,green|grey|blue|white,hard
Nobody at the time knew that Patrick ............................ one day end up running the company.,would,would|can|will|may,hard
The accused ............................ out to prove his innocence.,set,put|had|set|took,hard
"My only ambition, really, is to settle down and ............................ a family.",raise,grow|raise|bring|make,hard
Experts say that there were a number of reasons for the fall of the Roman Empire. There ............................ a number of reasons for the fall of the Roman Empire.,are said to have been,are said to have been|said to be|are said being|was said being,hard
"Do please ............................ me posted on this, won't you?",keep,get|have|make|keep,hard
"As it's not out on DVD yet, we might ............................ get it on video, I suppose.",as well,also|as well|too|and,hard
"............................ for you, I'd never have had the courage to enter the talent show.",But,Except|Had it not|But|Apart,hard
"Had the electrician not come in time, we would ............................ last night's party by candlelight.",have had to have been having,have to have|have to be having|have had to have had|have had to have been having,hard
There's so much technical ............................ in this manual that I can't really understand it.,jargon,jargon|slang|tongue|speech,hard
"That ............................ the day we went to Margate because it was raining that day, not sunny.",couldn't have been,mustn't have been|couldn't have been|shouldn't have been|needn't have been,hard
Water is a very ............................ resource in the desert.,scarce,odd|stray|random|scarce,hard
Why do I always ............................ the short straw?,draw,draw|pull|drag|pluck,hard
Let's go to the beach – it's ............................ a day to sit indoors.,too nice,nice enough|too nice|so nice|such nice,hard
"Old Mrs Duckworth was coming down the road, weighed ............................ with bags of shopping.",down,down|out|on|off,hard
Everyone in our street seems to think that it's very important to ............................ up with the Joneses.,keep,get|set|keep|stay,hard
"When we were in Athens, I bought a ............................ statuette.","beautiful, little, white, marble","white, beautiful, marble, little|marble, beautiful, little, white|beautiful, little, marble, white|beautiful, little, white, marble",hard
"Can you get those aspirin that ............................ in water, because I can't take the others?",dissolve,dilute|dissolve|diminish|dispense,hard
The house I was born in was ............................ some time ago.,demolished,evicted|smashed|ground|demolished,hard
I wish I ............................ there to see Gabriel's face when you told him!,could have been,can be|would have been|would be|could have been,hard
I'll just ............................ some ice to go in our drinks.,crush,crush|squeeze|squash|compact,hard
............................ rare artefacts were they that the museum decided to insure them.,Such,So|Such|Too|Very,hard
Even ............................ I work all night I won't finish.,if,although|if|so|when,hard
Little ............................ that it was actually all a joke.,did I realise,my realising|for me to realise|I realised|did I realise,hard
Do you think you could pull a few ............................ for me and get someone at the office to look at my drawings?,strings,strings|chords|ropes|wires,hard
"I didn't get the job, but I'll just have to ............................ and bear it, won't I?",grin,smile|grin|smirk|beam,hard
This drug has no known ............................ effects.,side,fringe|corner|edge|side,hard
"............................ as I'd love to, I won't be able to come.",Much,Though|Despite|Even|Much,hard
I hope the government reduces the amount of ............................ tape required to start a new company.,red,green|blue|red|yellow,hard
The sky suddenly went dark as a huge ............................ of birds passed overhead.,flock,herd|flock|pack|tribe,hard
The salesman neglected ............................ that the price didn't include delivery.,to mention,in mentioning|mentioning|mention|to mention,hard
............................ of the students did well in the test.,Only a few,Only a few|Much|Little|Only a little,hard
What kind of world do you want to leave behind for your ............................ ?,descendants,ancestors|predecessors|descendants|siblings,hard
My relationship with Isaac is one of ............................ respect.,mutual,mutual|compatible|relative|integral,hard
A sudden ............................ of wind blew the letter out of my hand.,gust,speck|grain|flake|gust,hard
My younger sister's in ............................ .,year 7 at school,the year 7 at school|a year 7 at the school|year 7 at school|the year 7 at the school,hard
My old home was a sight for ............................ eyes after I'd been away for so long.,sore,injured|hurting|painful|sore,hard
I want to be a ........ so I can fly all over the world.,pilot,pilot|police officer|chef,easy
In the living room there is a big sofa and two ........ .,armchairs,staircases|armchairs|firefighters,easy
They live in a lovely ........ in the countryside.,cottage,wardrobe|flat|cottage,easy
I can't walk to the 30th floor. I need to use the ........ .,lift,lift|washing machine|ticket office,easy
I want to be a ........ so I can help people in need.,police officer,reporter|museum|police officer,easy
This book isn't ........ . I cannot finish it!,interesting,routine|quiet|interesting,easy
I love the countryside this time of the year. It is so ........ with almost no one around.,quiet,quiet|traditional|busy,easy
Don't put the coffee table in the bathroom! Put it in the ........ opposite the TV.,living room,cupboards|living room|kitchen,easy
I'm not feeling very well. I have to see a ........ .,doctor,vet|pilot|doctor,easy
"Can you get me some stamps from the ........, please?",post office,post office|chemist's|greengrocer's,easy
Can you tell me where the ........ is? I'd like to get some meat.,butcher's,museum|butcher's|baker's,easy
The baby can't walk down the ........ alone. Help him.,staircase,staircase|wardrobes|garage,easy
In the living room there is a big ........ and two armchairs.,sofa,firefighter|sofa|lift,easy
What's wrong with the dog? I think I should take him to a ........ .,vet,doctor|vet|butcher's,easy
I want to be a ........ because I like delivering letters.,postman,chemist|postman|reporter,easy
"Can you tell me where the ........ is, please? I'd like to buy some aspirins.",chemist's,museum|chemist's|baker's,easy
Haggis is a ........ Scottish dish.,traditional,traditional|modern|unattractive,easy
They live in a two-bedroom ........ in the centre of London.,flat,villa|bathroom|flat,easy
London is a very ........ city with lots of cars in the streets.,busy,spacious|quiet|busy,easy
John is a ........ for Channel 4.,reporter,chef|reporter|doctor,easy
"Can you go to the ........ and buy me a newspaper, please?",newsagent's,museum|newsagent's|baker's,easy
Look at Gary! He ........!,is swimming,swims|is swimming|is swim,easy
We always ........ sailing in the summer.,go,go|are going|goes,easy
You can't talk to Clara now. She ........ .,is sleeping,sleeps|sleeping|is sleeping,easy
Mark and Fiona ........ English lessons on Fridays.,have,have|has|are having,easy
Where are my keys? Can you see ........?,them,them|their|theirs,easy
Be quiet! I ........ to do my homework.,am trying,am trying|is trying|try,easy
........ apple juice?,Do you like,Are you liking|Do you like|Does you like,easy
We ........ in London any more.,don't live,isn't living|doesn't live|don't live,easy
Why don't you come to the cinema with ........?,us,we|us|our,easy
How often ........ football?,do you play,are you playing|does you play|do you play,easy
You can't leave now. We ........ .,are winning,are winning|is winning|win,easy
I ........ to the gym three times a week.,go,go|goes|am going,easy
Where's Frank? Can you see ........ ?,him,him|he|his,easy
Be quiet! The babies ........ .,are sleeping,are sleep|are sleeping|sleep,easy
He ........ my chocolate cake.,loves,love|loves|is loving,easy
Mike ........ at a bank.,works,work|is working|works,easy
Can you take ........ with you?,me,I|me|my,easy
I'm ...... a barbeque on Sunday afternoon. Would you like to come?,having,having|doing|making,easy
Jim likes his job but it's sometimes really ......,stressful,imaginative|stressful|exciting,easy
My aunt lives in a little ...... in the countryside.,cottage,mansion|cottage|castle,easy
Some friends are ...... over tonight to watch a film.,coming,relaxing|going|coming,easy
I always ...... the beds before I have breakfast.,make,clean|vacuum|make,easy
"In the past, soldiers usually carried a sword and a ......",shield,helmet|shield|flag,easy
Teachers need to be ...... with their students.,patient,sociable|upset|patient,easy
My old kitchen was quite small but the new one is really ......,spacious,spacious|decorated|plain,easy
"Harry wasn't a very happy person. For most of his life, he was lonely and ......",depressed,depressed|optimistic|heroic,easy
Matt and Jo's new house is fantastic! It's a lovely old Victorian house with huge bay ......,windows,windows|chimney pots|steps,easy
My little brother ...... his own bed. He's only 5 years old!,makes,makes|vacuums|cleans,easy
Simon's ...... a party at the weekend. Shall we go?,having,making|doing|having,easy
I can't believe how big the house is. The rooms are so ...... !,spacious,spacious|plain|decorated,easy
"My job's quite rewarding, but it's also really tiring and ......",stressful,stressful|imaginative|exciting,easy
Rich Victorians lived in big detached houses with steep roofs and large bay ......,windows,steps|chimney pots|windows,easy
Good teachers are always ...... with their students.,patient,sociable|patient|upset,easy
"John, are you ...... over tonight? We're going to order pizza.",coming,coming|going|relaxing,easy
Knights rode horses and carried a sword and a ......,shield,shield|helmet|flag,easy
My grandparents are moving to a little ...... by the sea.,cottage,castle|cottage|mansion,easy
Dan looked really unhappy when I saw him yesterday. I think he's feeling ......,depressed,depressed|optimistic|heroic,easy
I've got terrible stomach ache. I think I'll take ......,a painkiller,antibiotics|medicine|a painkiller,easy
It rained so much that the whole village ......,flooded,collapsed|flooded|burned,easy
The last time the volcano ...... was in 1980.,exploded,erupted|spread|exploded,easy
"You'll be alright, Penny. You've just ...... your knee.",grazed,broken|scalded|grazed,easy
Ouch! I've ...... my ankle.,twisted,slipped|poisoned|twisted,easy
"During the earthquake, most of our windows and ornaments ...... into pieces.",smashed,smashed|wobbled|swayed,easy
The family jumped from a bedroom window to escape the ......,flames,lava|flames|storm,easy
The pilot made an emergency ...... after a bolt of lightning hit the plane.,landing,crash|contact|landing,easy
We should call for a(n) ...... . I think he's broken his leg.,ambulance,emergency|ambulance|hospital,easy
"If you want to stay healthy, you should eat a ...... diet.",balanced,balanced|fatty|fast food,easy
It was a very strong earthquake. Ornaments broke and windows ...... into pieces.,smashed,wobbled|smashed|swayed,easy
Don't take ...... for a cold. They don't work!,antibiotics,a painkiller|medicine|antibiotics,easy
Oh no! I've ...... my ankle again!,twisted,slipped|twisted|poisoned,easy
Tim's OK. He's just fallen over and ...... his knee.,grazed,grazed|scalded|broken,easy
Eating a ...... diet is the best way to lose weight.,balanced,fast food|fatty|balanced,easy
The river burst its banks and ...... the village.,flooded,flooded|collapsed|burned,easy
When the volcano ...... it covered the whole town with ash.,erupted,spread|exploded|erupted,easy
We called for a(n) ...... immediately when Grandpa fell down the stairs.,ambulance,ambulance|emergency|hospital,easy
It took firefighters hours to put out the ...... .,flames,storm|flames|lava,easy
The plane had to make an emergency ...... because the storm was so bad.,landing,landing|contact|crash,easy
There are only ...... apples left. Shall I get some more?,a few,a few|a little|any,easy
"Here are the eggs, Stuart. How ...... do we need?",many,many|much|few,easy
"I'm ...... you didn't like the performance, Sally. You usually love ballets, don't you?",surprised,surprised|surprising|surprise,easy
There are hairdryers in the changing room. You ...... bring your own.,don't have to,mustn't|must|don't have to,easy
I can't wait ...... that new restaurant. The reviews say it's really good!,to try,to try|trying|try,easy
"Can you get me ...... sugar at the shops, Jack? I want to make a cake.",some,any|some|little,easy
He can't stand ...... . He finds it really boring.,gardening,to garden|gardening|garden,easy
You ...... eat or drink on the bus.,mustn't,have to|don't have to|mustn't,easy
"Oh no, there isn't ...... milk!",any,many|some|any,easy
She'll ...... you with your homework.,help,helping|help|to help,easy
I'm ...... that there are aliens living on Earth.,convinced,skeptic|believer|convinced,easy
Did you ...... the printer on?,switch,open|switch|make,easy
You should regularly ...... your work when you use a computer.,save,print|save|send,easy
John spends all his time ...... the net.,surfing,surfing|reading|playing,easy
There are nine planets in the ...... .,solar system,solar system|Earth|space,easy
"Use the ...... to move the icon on the screen, Lizzy.",mouse,tower|mouse|keyboard,easy
The Zeppelin was ...... by Count Ferdinand von Zeppelin.,invented,invented|made|done,easy
The microphone ...... six AA batteries.,requires,plays|requires|plugs,easy
We should all try to ...... down on rubbish.,cut,take|bring|cut,easy
There's too much ...... in big cities.,pollution,climate change|pollution|genetic engineering,easy
All the planets in the ...... move around the Sun.,solar system,solar system|Earth|space,easy
"Don't forget to ...... your work every few minutes, Dan. You don't want to lose it!",save,save|print|send,easy
I think I forgot to ...... the printer on.,switch,open|make|switch,easy
The watch ...... six AA batteries.,requires,plugs|requires|plays,easy
Do you know who ...... post-it notes?,invented,made|invented|did,easy
Use the ...... to click on the icon.,mouse,keyboard|mouse|tower,easy
We need to ...... down on the rubbish we throw away.,cut,cut|bring|take,easy
How often do you ...... the net?,surf,surf|read|play,easy
"I like living in a big city, but I hate the ...... .",pollution,pollution|genetic engineering|climate change,easy
Tim is ...... that his dreams have meanings.,convinced,skeptic|believer|convinced,easy
Nurses need to be ............ because they look after people who are ill.,caring,relaxed|caring|imaginative,easy
If you want to be a graphic designer you have to be ............ .,creative,physically fit|brave|creative,easy
............ need to be brave because their job can be very dangerous.,Firefighters,Receptionists|Firefighters|Secretaries,easy
Kathleen is ............ at 11 o'clock tonight. She's going to Sweden.,leaving,leaves|leaving|leave,easy
Vanessa doesn't work 9 to 5. She works ............ .,shifts,shifts|indoors|outdoors,easy
I ............ my friends for coffee after class today.,am meeting,meets|am meeting|meet,easy
Do you often ............ your sister in Dublin?,visit,visit|go|live,easy
Frank ............ for tomorrow's maths exam in the library.,is studying,study|studies|is studying,easy
Emily is physically fit. She ............ in the gym every day.,works out,tries out|works out|puts out,easy
Can you take out the ............ this afternoon?,rubbish,rubbish|floor|lawn,easy
My brother Michael is a ............ . He works with cars.,mechanic,mechanic|security guard|bus driver,easy
Is Jonathan ............ the dog or is he making the beds?,walking,catching|walking|playing,easy
Harry is a great cook but he also enjoys ............ .,eating out,eating out|relaxing|going to the cinema,easy
Jason loves the outdoors. He often goes ............ with his friends.,camping,dancing|home|camping,easy
Does Karen ............ a computer at work?,use,uses|use|is using,easy
Richard ............ work early in the morning.,starts,starts|is starting|start,easy
Sam ............ the train to work every day.,takes,takes|take|is taking,easy
My parents ............ to spend the summer in Portugal.,are going,goes|go|are going,easy
Will is having lunch with a friend ............ .,at the moment,at the moment|every day|usually,easy
Lisa ............ with Patricia until she finds a job and a flat.,is staying,stay|stays|is staying,easy
Virginia Woolf is my favourite ............ . I've read all her books.,writer,actress|writer|painter,easy
Danny and Tina live in a small ............ in the countryside.,cottage,cottage|castle|mansion,easy
Pablo Picasso was born in Spain. He was ............ .,Spanish,Italian|Russian|Spanish,easy
James lives alone in a cheap ............ in the city centre.,studio,bungalow|cottage|studio,easy
The knight was holding a/an ............ and shield.,sword,battle|sword|armour,easy
When did World War II ............ ?,begin,began|begin|begins,easy
The Smiths get very good salaries. They can afford to buy a(n) ............ house.,expensive,expensive|rich|wealthy,easy
My grandmother's house has a front ............ and steps down into the garden.,porch,hall|fence|porch,easy
Abraham Lincoln was a(n) ............ . He was the president of the USA from 1861 to 1865.,politician,politician|scientist|explorer,easy
Jim's house is very big. The rooms are ............ and comfortable.,spacious,small|spacious|tiny,easy
Napoleon Bonaparte lost the ............ of Waterloo in 1815.,Battle,Fight|Army|Battle,easy
Michael ............ playing the guitar at a very early age.,began,begin|begins|began,easy
Ben ............ a cold last week and stayed at home for 3 days.,caught,catch|catches|caught,easy
Ludwig van Beethoven ............ his first public performance as a pianist in 1795.,gave,gives|is giving|gave,easy
In what year did America ............ its Independence?,gain,gain|gains|gained,easy
Anthony ............ to the concert with us last night.,came,come|comes|came,easy
Christopher Columbus was born in Italy. He was ............ .,Italian,Italian|American|Belgian,easy
James and Marianne ............ in love and got married.,fell,fall|fell|falls,easy
I ............ take the bus to work but now I drive.,used to,used to|use to|didn't used to,easy
We used to play sports. We ............ stay at home and watch TV.,didn't use to,didn't use to|didn't used to|used to,easy
We ............ many local dishes in Turkey. They were delicious!,tried,saw|tried|took,easy
I ............ to Australia last year and I had an amazing time.,went,went|had been|go,easy
The beaches on the Greek islands were beautiful. They were ............ and clean.,sandy,colourful|cobbled|sandy,easy
Have they ever flown on a ............?,plane,plane|train|bus,easy
Yasmine ............ Denmark three times.,has visited,visit|has visited|visits,easy
Matt and Carol ............ on a cruise ship last summer.,travelled,rode|flew|travelled,easy
I bought ............ in Amsterdam for everyone.,souvenirs,souvenirs|views|sights,easy
The students sang ............ at the festival.,traditional songs,fireworks|traditional songs|decorations,easy
We hate travelling by coach. It's tiring and ............ .,boring,enjoyable|boring|fast,easy
I haven't worked in that company ............ years.,for,for|since|until,easy
Our family always ............ stuffed turkey at Thanksgiving.,eats,eats|puts|exchanges,easy
The children wore colourful ............ at the parade.,costumes,fireworks|bagpipes|costumes,easy
Patricia loved to walk along the narrow ............ streets and look at the shops.,cobbled,cobbled|expensive|family,easy
Have you ever ............ dancing lessons?,taken,take|took|taken,easy
Jane and Mary put up ............ for the Halloween party.,decorations,gifts|songs|decorations,easy
Isabelle hasn't seen her grandparents ............ she was 8 years old.,since,since|for|until,easy
George hasn't come home ............ . Do you know where he is?,yet,yet|never|already,easy
Wendy has ............ been to Vancouver.,never,ever|never|yet,easy
I have ............ packed my luggage. I'm ready to go to the airport.,already,ever|never|already,easy
Elena hasn't ............ the sights yet. She is going tomorrow.,seen,seen|saw|see,easy
It's ............ cold today! It's -20°C.,freezing,freezing|boiling|chilly,easy
"The Nile is a ............ in Egypt and it is 6,650 km long.",river,river|sea|beach,easy
Australia is the ............ continent in the world.,smallest,smallest|smaller|small,easy
The strong ............ damaged the trees.,winds,fog|clouds|winds,easy
We went swimming in a ............ next to the campsite yesterday.,lake,forest|lake|waterfall,easy
My parrot has colourful ............ .,wings,fins and flippers|whiskers|wings,easy
Everest is the highest ............ in the world.,mountain,mountain|valley|river,easy
Stockholm is ............ expensive than Paris.,more,more|most|much,easy
It's ............ today. Bring your umbrella with you.,rainy,cold|foggy|rainy,easy
It's ............ hot! Why don't we go to the beach?,boiling,bitterly|boiling|heavy,easy
The Pacific Ocean is ............ than the Atlantic Ocean.,larger,large|largest|larger,easy
I think Thai food is ............ than Chinese food.,better,good|best|better,easy
Owls are as ............ as eagles.,smart,smartest|smarter|smart,easy
I love sunbathing on sandy ............ .,beaches,mountains|deserts|beaches,easy
Rhinos are large animals with a ............ on their nose.,horn,beak|horn|neck,easy
Pigeons are ............ smaller than eagles.,much,more|many|much,easy
It's ............ in Montreal than in Vancouver.,colder,cold|colder|coldest,easy
My uncle has ............ and goats on his farm.,sheep,elephants|sheep|wolves,easy
China's population is the ............ in the world.,largest,largest|large|larger,easy
Cherrapunji in India is the ............ city in the world.,wettest,wetter|wet|wettest,easy
Mike ............ his tooth while he was playing football yesterday.,broke,broke|cut|twisted,easy
The pilot made an emergency ............ after lightning hit the plane.,landing,contact|phone|landing,easy
Many buildings ............ during the earthquake.,collapsed,collapsed|destroyed|spread,easy
The oil slick caused a terrible environmental ............ .,disaster,storm|explosion|disaster,easy
I was waiting for the bus ............ the accident happened.,when,while|because|when,easy
She was walking home when it ............ to rain.,started,started|was starting|starts,easy
Jack hurt ............ yesterday when he was doing the gardening.,himself,himself|herself|myself,easy
So you went to Mexico for your holidays! Had you ............ there before?,been,went|be|been,easy
"When the volcano ............ , it destroyed houses and forests.",erupted,erupted|collapsed|smashed,easy
"When they got to the restaurant, their friends ............ already arrived.",had,have|had|are,easy
"Can you help me to carry the shopping, please? I can't manage by ............ .",myself,itself|myself|yourself,easy
He couldn't buy any lunch because he had ............ to bring his wallet.,forgotten,forgotten|forgot|forget,easy
Oh no! I think I've ............ my ankle again.,twisted,cut|scalded|twisted,easy
Did you hear? There was a huge ............ in an apartment block.,explosion,explosion|drowning|crash,easy
I couldn't believe how strong the winds were during the ............ last month.,hurricane,hurricane|earthquake|eruption,easy
"Just as I was unlocking the front door, the phone ............ .",rang,rang|was ringing|rings,easy
Children mustn't play with chlorine. They ............ poison themselves.,can,must|can't|can,easy
Jo has just spilt some hot coffee and ............ her leg.,scalded,grazed|scalded|twisted,easy
Matt was sleeping while Joanne ............ the dinner.,was cooking,cooks|was cooking|cooked,easy
You ............ touch the socket. You'll electrocute yourself.,mustn't,can|must|mustn't,easy
Can you turn the music down? I've got a splitting ............ .,headache,toothache|headache|earache,easy
I'm afraid you've got a bad tooth. You ............ to have a filling.,need,must|need|needn't,easy
You will get a cold if you ............ out in the rain.,go,are going|will go|go,easy
I'm going to the ............ today. I think I need glasses.,optician's,chemist's|lab|optician's,easy
You have to take plenty of ............ if you want to keep fit.,exercise,sleep|exercise|meals,easy
"If you heat ice, it ............ .",melts,melts|melt|is going to melt,easy
She ............ stay at home today. She's got a bad cold.,should,shouldn't|should|mustn't,easy
"If you eat lots of fast food, you can ............ on weight.",put,take|get|put,easy
"You've got a temperature, Adam. Why don't you see a(n) ............?",doctor,doctor|dentist|optician,easy
