sentence,answer,distractors,difficulty
The new law prevents people ............ their rubbish in certain areas.,from leaving,to leave|from leaving|of leaving|leave,medium
"Let's walk to the shops instead of taking the car, ............ ?",shall we,shall we|don't we|will we|won't we,medium
"There isn't much point in trying to save electricity, ............ ?",is there,is it|isn't there|isn't it|is there,medium
"Don't drop your sweet wrapper on the floor, ............ ?",will you,do you|aren't you|will you|won't you,medium
"'I went to the exhibition at the natural history museum.' 'Oh, yes? What ............ there?'",did you see,saw you|you did see|you saw|did you see,medium
There's been a ............ in Germany and a village was completely destroyed.,flood,flood|drizzle|shower|smog,medium
Do you know what CFC ............ ?,stands for,sets in|does up|stands for|gets down,medium
Dinosaurs have been ............ for millions of years.,extinct,endangered|extinct|threatened|disappeared,medium
"It's sunny, but there's a very cold ............ so don't forget your coat.",wind,blowing|air|wind|gas,medium
"If you ask me, ............ waste is a much bigger problem than ordinary household waste.",industrial,industrial|business|working|employer,medium
"As towns grow, they tend to destroy the surrounding ............ areas.",rural,urban|commercial|land|rural,medium
"Jill put her wellington boots on and, as soon as it stopped raining, went out to play in the ............ .",puddles,reservoirs|lakes|puddles|ponds,medium
The shop assistant finally agreed ............ a full refund.,to give me,giving me|to give me|give to me|to me to give,medium
Bill asked me why ............ to go shopping with me.,I hadn't invited him,I hadn't invited him|hadn't I invited him|I hadn't him invited|hadn't I him invited,medium
Ellie asked Stan ............ to look at the new catalogue.,if he wanted,did he want|do you want|whether he wants|if he wanted,medium
Stephen ............ me he'd bought that suit in a sale.,told,said|spoke|told|claimed,medium
"'What did the man say when you challenged him?' 'He said he ............ pay for the things in his bag, but I didn't believe him!'",was going to,is going to|has been going to|goes to|was going to,medium
"When I last saw Carrie, she told me she ............ of buying a house, but now she's changed her mind.",was thinking,thought|is thinking|was thinking|has been thinking,medium
'What did they say when they realised you weren't a shoplifter?' 'They apologised ............ me.',for doubting,to doubt|they had doubted|for doubting|the doubt of,medium
This car is very ............ as it goes so far on one tank of petrol.,economical,financial|economical|costly|endless,medium
I can't believe how cheap these shorts were. They were a real ............ !,bargain,bargain|sale|discount|offer,medium
What ............ of car does your mum drive?,make,name|brand|make|form,medium
"Could you tell me who's in ............ here, please?",charge,charge|responsibility|rule|organisation,medium
I paid the assistant and took the books but then stupidly left the bookshop without waiting for my ............ .,change,cash|fee|refund|change,medium
I think she ............ her fortune in the shipping industry.,made,took|made|won|saved,medium
I didn't find a new top but at ............ I got some new jeans.,least,less|the less|least|the least,medium
"'Who's that over there?' 'Oh, it's our new teacher, ............ just started work today.'",who,that|who he|which he|who,medium
'Which CD did you get Marcus in the end?' 'I got him the one ............ said he really wanted to hear.',which he,that|who he|which|which he,medium
"'Who did you send a Valentine's card to?' 'I'm not telling you, but it was someone ............ name begins with ""B"".'",whose,which|who her|whose|whose her,medium
'Have you seen Jason Green's latest film?' 'Is that the one in ............ joins the FBI?',which he,which he|that he|whom he|which,medium
"'Why do you like Tania so much?' 'Well, she's one of the few people to ............ I can really talk.'",whom,which|whom|that|who,medium
'Why don't we go to Lionel's for dinner tonight?' 'Is that the new restaurant ............ has just opened on the other side of town?',which,which|that it|where|which it,medium
'Could you lend me some money?' 'I'd like you to give me one good reason ............ I should.',why,that|why|which|who,medium
'What do you want to do this summer?' 'I think we should go somewhere ............ has plenty of sun and sand.',that,who|where|when|that,medium
I've got a/an ............ for the school play tomorrow. I really hope I get a main part!,audition,rehearsal|practice|audition|performance,medium
Did you read that ............ of the new Lloyd-Rice musical? It said it was awful!,review,review|criticism|report|summary,medium
I'm going to stay in and ............ TV tonight.,watch,see|watch|look at|view,medium
We really ............ ourselves at the party! Thanks so much for inviting us!,enjoyed,entertained|had fun|enjoyed|occupied,medium
Ellie does a/an ............ each week for the local newspaper. It's usually quite funny.,cartoon,comic|comedian|animation|cartoon,medium
"The water park we went to yesterday was fantastic, but the entrance ............ was a bit expensive.",fee,ticket|fee|charge|cost,medium
"Vanilla Sky ............ Tom Cruise, Penelope Cruz and Cameron Diaz.",stars,acts|plays|stars|contains,medium
"When you're learning to play a musical instrument, it's important to ............ for an hour or two every day.",practise,rehearse|practise|perform|train,medium
"The play wasn't supposed to be a comedy, but everyone started laughing when some of the ............ fell over and hit one of the actors.",scenery,scenery|scenes|stages|acts,medium
"Louis de Bernières' ............ Captain Corelli's Mandolin, which is set on the Greek island of Cephallonia during the Second World War, was an international bestseller.",novel,fiction|account|anecdote|novel,medium
Have you ............ the joke about the guy who fell off a 20-metre-high ladder? He was fine – he fell off the bottom rung!,heard,listened to|overheard|heard|paid attention to,medium
Being the conductor of a large ............ is an extremely demanding job. You have to make sure about a hundred musicians are playing in time.,orchestra,group|band|company|orchestra,medium
"............ an Oscar last year, she's now one of the most powerful movie stars in the industry.",Having won,She won|To win|The winning of|Having won,medium
'Which cinema did you go to?' 'The one ............ they don't sell any popcorn!',where,which|where|whom|who,medium
That's the actor ............ autograph I got last year!,whose,whose|who|who's|whom,medium
"............ to change his name by his agent, John Smith became Marvo The Magnificent overnight.",Made,Made|Making|Having made|To make,medium
The book ............ she's most famous is Dance of the Dinosaurs.,for which,in that|to whom|for which|that,medium
"Lyle Lovett, ............ I last saw perform over ten years ago, is on tour again.",who,he who|to whom|who|that,medium
And the song ............ by our listeners as their favourite of the week is Goodbye Baby by The Tunesmiths.,chosen,having chosen|chosen|was chosen|is chosen,medium
"'You didn't get into Harvard, did you?' 'No, and that's the reason ............ I ended up going to drama college!'",why,how|which|for that|why,medium
Could you ............ in the paper and see what's on TV tonight?,look,see|watch|look|examine,medium
I'm reading a ............ set in Greece during the Second World War.,novel,novel|fiction|literature|writing,medium
Harry kept us ............ throughout the journey with his non-stop jokes.,entertained,enjoyed|entertained|laughed|pleased,medium
I never read ............ of films as I don't trust the critics' opinions.,reviews,reviews|criticisms|articles|investigations,medium
How did your ............ go? Do you think you'll be offered the main part?,audition,audit|auditorium|audience|audition,medium
I'd love to work in show ............ . It's so glamorous!,business,industry|business|commerce|trade,medium
Joe told me a joke today but I didn't ............ it at all.,get,get|bring|fetch|collect,medium
I didn't like this album at first but it's really starting to ............ on me now.,grow,grow|raise|develop|increase,medium
It's about time you ............ thinking about setting up your own business.,started,start|have started|started|to start,medium
I'd really rather you ............ the kids drop bits of pizza all over my new sofa.,didn't let,don't let|aren't letting|won't let|didn't let,medium
............ anything particular in mind or are you just browsing?,Can you have,Did you have|Are you having|Can you have|Had you had,medium
I wish Karen ............ that we're not trying to interfere in her life.,would understand,understands|would understand|has understood|is going to understand,medium
I'd have been able to say goodbye to Trish if only ............ to the airport in time.,I had got,I get|I got|I have got|I had got,medium
Don't you sometimes wish you ............ invisible?,could be,could be|would be|will be|are,medium
Suppose we ............ we could go and live on another planet. Would you want to go?,heard,to hear|hearing|heard|having heard,medium
Do you wish ............ an official complaint?,to make,making|to make|you made|you make,medium
Adrian was ............ enough money to buy a new computer for the school.,hoping to have raised,wishing to have raised|wishing he will raise|hoping to have raised|hoping he will raise,medium
Don't you wish we ............ the exam a week on Monday and not tomorrow?,were taking,take|will take|would take|were taking,medium
I don't like ............ on clothes in shops because I don't want people to see me in something that doesn't suit me.,trying,putting|trying|wearing|handing,medium
I'm not sure a green skirt ............ combination with a blue top is such a good idea.,in,on|at|in|for,medium
Everyone complimented Kitty ............ her new outfit.,on,on|to|in|from,medium
I think some modern designs are more like ............ of art.,works,makes|works|objects|jobs,medium
I wish people didn't ............ a tendency to follow fashion without thinking about what suits them personally.,have,do|make|get|have,medium
"I don't think T-shirts and jeans will ever go ............ of style, do you?",out,away|out|off|down,medium
"Make sure you ............ your make-up with a soft brush, like this one.",apply,apply|construct|decorate|dress,medium
"If you wear that shirt with the ............ pattern, you'll look like a chessboard!",checked,plain|striped|shiny|checked,medium
You always seem to look so formal. If only you would ............ your hair down!,let,get|set|put|let,medium
"The latest trend ............ footwear is to wear very simple, traditional shoes.",in,of|on|in|from,medium
My sister and I share the same taste ............ clothes and we wear each other's things all the time.,in,in|of|for|on,medium
Why can't you ............ Edgar's example and wear a tie to work?,follow,set|make|follow|do,medium
My dad asked me whether his clothes were ............ fashion and I said they were - about twenty years ago!,in,in|from|on|of,medium
"Could you wipe the table with a damp ............, please?",cloth,clothe|clothing|cloth|clothes,medium
I've decided to ............ my hair green for the party!,dye,dye|paint|sketch|draw,medium
That top doesn't ............ me; it's just not my style.,suit,fit|suit|match|go with,medium
That's the most incredible ............ of art I've ever seen!,work,job|creation|brand|work,medium
Jeans and T-shirts will never go out of ............ .,fashion,trend|image|fashion|tendency,medium
I need a funny ............ for the fancy-dress party. Any ideas?,costume,dress|uniform|suit|costume,medium
Tim forgot to use clothes ............ and all his clean clothes fell off the line into the mud!,pegs,pegs|clips|hooks|pins,medium
No sooner ............ down than the phone rang.,had I sat,I had sat|do I sit|had I sat|was I sitting,medium
Never ............ a greater day in the history of mankind.,was there,did there be|was there|there was|there has been,medium
At no time ............ that he was the killer.,did I suspect,I didn't suspect|was I suspect|I had suspected|did I suspect,medium
Little ............ that I knew his secret.,did John know,did John know|John did know|was John know|John knew,medium
Not until ............ her did I realise how beautiful she was.,I saw,I saw|did I see|was I saw|saw I,medium
"Not only ............ my keys, I've lost my wallet, too.",have I lost,I have lost|are I lost|I did lose|have I lost,medium
Rarely ............ about the environment enough to give up their car.,do people care,do people care|people care|are people care|care people,medium
Only when ............ may vehicles cross the train tracks.,the green light is on,is the green light on|the green light is on|did the green light be on|on is the green light,medium
Seldom ............ such a rude person!,have I met,have I met|I have met|did I met|am I meeting,medium
Only after doing his chores ............ to go to meet his friends.,was Jason allowed,Jason was allowed|did Jason allow|was allowed Jason|was Jason allowed,medium
Who is responsible ............ dealing with complaints?,for,with|for|in|at,medium
We began ............ looking round for advertising agencies which had experience of our market.,by,to|with|by|at,medium
The covering letter wasn't attached ............ the CV.,to,to|with|from|by,medium
Don't you think you should apply for the job ............ writing?,in,with|for|at|in,medium
I was only absent ............ the office for a few minutes!,from,for|from|in|about,medium
Success in this industry depends a lot ............ luck!,on,with|from|at|on,medium
The ............ for this position starts at thirty thousand euros per year.,salary,wage|payment|salary|tip,medium
"After working at the same factory for thirty years, my grandfather was looking forward to his ............ .",pension,overtime|pension|charity|allowance,medium
Some people ............ to London every day from as far away as Leeds.,commute,connect|commute|correspond|commence,medium
Most governments tax people on the amount they ............ each year.,earn,win|gain|earn|benefit,medium
Shelley disagreed with the board's decision and so she ............ and went to work for another company.,resigned,retired|fired|sacked|resigned,medium
"When the factory closed, over a hundred people were ............ redundant.",made,done|taken|given|made,medium
"Here at Weatherby's, we provide all our ............ members, from senior management down, with regular training.",staff,staff|crew|crowd|firm,medium
Ed ............ at the clock and realised he was late for the meeting.,glanced,glimpsed|observed|glanced|watched,medium
What's the entrance ............ for the outdoor music festival?,fee,ticket|fare|price|fee,medium
Don't ............ the potatoes in oil; that's so unhealthy!,fry,fry|boil|bake|grill,medium
I want to take these jeans back because they're too small but I can't find the ............ anywhere.,receipt,recipe|receipt|receiver|reception,medium
I'll pick up a ............ on the way home and then we won't have to cook.,takeaway,takeaway|fast food|delivery|microwave,medium
Certificates provide proof of your ............ .,qualifications,qualities|diplomas|qualifications|ambitions,medium
"Living on a farm in the middle of nowhere, ours is about the most ............ lifestyle you can have!",rural,urban|suburban|rural|municipal,medium
Will was made ............ three months ago and is still looking for a job.,redundant,sacked|fired|retired|redundant,medium
The audience showed their ............ by giving the orchestra a standing ovation.,appreciation,entertainment|review|appreciation|audition,medium
"I'd like to speak to the person in ............ , please.",charge,charge|responsibility|duty|obligation,medium
All the flowers for the wedding ............ tomorrow.,are going to be delivered,will be delivering|will have delivered by|are going to deliver|are going to be delivered,medium
"'Have we still got lots of time?' 'No, ............ get a move on. We're going to be late.'",you'd better,you'd rather|you'd better|you'd prefer to|you'd be better off,medium
"Let's order a pizza, ............ we?",shall,should|will|shall|could,medium
I wonder ............ mind watching this bag for me for a moment.,whether you would,would you|you would|if would you|whether you would,medium
The prime minister denied ............ anything wrong.,having done,to do|having done|to have done|to be doing,medium
The woman ............ purse I found has offered to give me a reward.,whose,whose|who|who's|to whom,medium
It's high time they ............ .,were leaving,are leaving|were leaving|have to leave|had been leaving,medium
I wish you ............ so rude to Rosalind last night.,hadn't been,weren't|wouldn't be|hadn't been|haven't been,medium
"Despite ............ president, she felt totally powerless.",being,being|she was|of having been|to be,medium
We ............ today and I got into trouble because I hadn't done it.,had our homework checked,had checked our homework|had our homework checked|were checked our homework|have checking our homework,medium
How much is the bus ............ to the city centre?,fare,fee|price|fare|cost,medium
It took ages to cross the ............ from Turkey to Greece.,border,border|edge|line|boundary,medium
Make sure you book a ticket in ............ .,advance,ahead|forward|before|advance,medium
What's the ............ between New York and Chicago?,distance,length|distance|space|gap,medium
I don't know how you ............ up with Carl's complaining all the time.,put,put|do|get|make,medium
The tower is 63m in ............ .,height,high|scale|height|rise,medium
I'm thinking of buying a new fishing ............ .,rod,rod|racket|bat|stick,medium
I can't believe you ............ Charlie in that chess game.,beat,took|scored|won|beat,medium
'What did you use to do on Sundays?' 'We would usually ............ to church in the morning.',go,go|went|were going|used to go,medium
I ............ reading a wonderful book about space travel.,have just finished,just finish|just do finish|have just finished|have just been finishing,medium
It was the first time we ............ to a Mexican restaurant.,had been,go|went|have been|had been,medium
"'Can you come out to play?' 'No, we ............ dinner at the moment.'",are having,have|are having|have had|have been having,medium
How much ............ to get into the arena?,does it cost,it costs|costs it|does it cost|does it costs,medium
It's only the second time I ............ a job interview.,have had,have|am having|have had|have been having,medium
What did you do while ............ for the others to come?,you were waiting,were you waiting|you were waiting|had you been waiting|you had been waiting,medium
Don't you think Sam ............ just like his father?,looks,looks|is looking|has been looking|had been looking,medium
I'm going to take the car to the garage as the ............ has been making a funny noise.,engine,machine|engine|appliance|device,medium
The politician ............ to admit that he had done anything wrong.,refused,denied|accepted|refused|explained,medium
The news caught me completely by ............ .,surprise,disbelief|amazement|shock|surprise,medium
The country's economy relies heavily on the tourist ............ .,industry,industry|factory|company|firm,medium
We're really looking ............ to seeing you both next weekend.,forward,ahead|in front|forward|in advance,medium
It's quite ............ to feel nervous before a job interview.,natural,physical|real|natural|biological,medium
We have five security guards ............ watch every night.,keeping,keeping|holding|taking|making,medium
Her new novel is ............ out next month.,coming,bringing|coming|going|arriving,medium
"'Shall we meet at seven o'clock?' 'No, I'll still ............ then.'",be working,work|have worked|be working|have been working,medium
Call me as soon as you ............ your test results.,get,get|will get|will have got|will be getting,medium
There are a ............ websites dealing with this issue.,lot of,lots|lots of|lot|lot of,medium
I don't believe ............ ghosts!,in,at|for|in|on,medium
What time ............ ?,does the train leave,the train will leave|does the train leave|will the train have been leaving|is leaving the train,medium
"When I ............ , I want to be a journalist.",grow up,grow up|am growing up|will grow up|am going to grow up,medium
"By eight o'clock tonight, ............ computer games for over twelve hours!",you'll have been playing,you'll play|you'll be playing|you have played|you'll have been playing,medium
"'Are you still taking your exams?' 'Yes, but by this time next week ............ my last one!'",I'll have finished,I'm finishing|I'll finish|I'll have finished|I'll have been finishing,medium
"When they thought they had enough evidence, the police ............ the man with murder.",charged,charged|suspected|arrested|investigated,medium
David seems to have found a new ............ of friends.,group,group|company|audience|team,medium
"Can you imagine what it was like to have ............ punishment in schools, with teachers hitting pupils?",corporal,painful|capital|corporal|harmful,medium
Mrs Mackenzie waited for the class to ............ before she continued.,settle down,bring up|settle down|pass away|bring on,medium
The policeman ............ my details.,took down,took in|made up|took down|put up with,medium
"If you do go to see Alec Smith's new play, then I'm sure you'll ............ yourself.",enjoy,entertain|enjoy|cheer|please,medium
It seems that the thief took ............ of the open window and got inside that way.,advantage,occasion|opportunity|chance|advantage,medium
"When they were still ............ , the Beatles used to play in a club called The Cavern, in Liverpool.",unknown,unknown|infamous|hidden|covered,medium
Laura is about ............ me.,two years younger than,younger than two years|two years younger than|younger two years than|two years than younger,medium
"If you ............ iron, it starts to get red hot and then white hot.",heat,would heat|heated|heat|will heat,medium
"'How are you getting to Rome?' 'It's ............ expensive for us to go by plane, so we're taking the train to Rome.'",too,such|enough|too|that,medium
The man could have been sent to prison if the judge ............ his story.,hadn't believed,wouldn't have believed|wasn't believing|wouldn't believe|hadn't believed,medium
"I've got a good chance of getting the job, ............ I do okay in the interview.",provided,unless|in case|only|provided,medium
"If you ............ so bad-tempered, Julie wouldn't have got annoyed with you.",weren't,haven't been|weren't|wouldn't have been|won't have been,medium
The new law is ............ the old one.,much stricter than,more stricter than|the strictest than|much strictest from|much stricter than,medium
We had ............ a good time at the party that I didn't want it to end.,such,so|too|enough|such,medium
Scientists haven't found a ............ for that disease yet.,cure,healing|therapy|remedy|cure,medium
I really like Lebanese ............ .,cuisine,cuisine|kitchen|plate|dish,medium
I'm not sure Brian ............ up to going on a long walk yet.,feels,touches|feels|senses|experiences,medium
You may experience some side ............ when you take this medicine.,effects,results|consequences|effects|products,medium
I'll ask the waiter to bring us the ............ .,menu,menu|catalogue|brochure|leaflet,medium
Three people were ............ in the accident.,injured,damaged|injured|spoilt|broken,medium
"First, ............ the onions in a little vegetable oil until crispy brown.",fry,fry|bake|grill|boil,medium
Inviting both Doug and Shirley to the party is a ............ for disaster!,recipe,prescription|receipt|recipe|bill,medium
'Why did you get the bus to work?' 'I'm having my car ............ at the moment.',serviced,servicing|serviced|to service|to be serviced,medium
I got my little brother ............ my bedroom for me!,to tidy,tidied|having tidied|to tidy|tidy,medium
Most fast food ............ to be unhealthy but I'm not sure that's true.,is said,said|it is said|has said|is said,medium
"'Maybe that's Stan at the door.' 'No, it ............ be. He's gone to Trevor's for the weekend.'",can't,can't|mustn't|shouldn't|wouldn't,medium
Shona could ............ before she learnt to talk properly!,sing,have sung|sing|be singing|have to sing,medium
Those books I ordered should ............ by now.,have been delivered,be delivering|have delivered|have been delivered|have been delivering,medium
It's very kind of you to bring some cakes with you but you really ............ to.,needn't have,didn't need|needn't have|needn't|not need,medium
Eating so much chocolate really isn't good ............ you.,for,to|at|for|with,medium
The speaker ............ the audience's attention to the numbers on the screen.,drew,pulled|got|drew|made,medium
"As the storm started, we saw a huge flash of ............ .",lightning,thunder|rain|flood|lightning,medium
I'm in two ............ about whether to go to the wedding or not.,minds,brains|thoughts|minds|heads,medium
Slow down! I can't ............ with you!,keep up,get on|drop out|put down|keep up,medium
All the town's drinking water comes from a ............ a few miles away.,reservoir,puddle|pond|bowl|reservoir,medium
It's very important in today's world to be able to ............ a foreign language.,speak,say|speak|talk|tell,medium
Hugh was quite worried because he hadn't ............ for the test.,studied,studied|examined|read|learned,medium
I ............ sight of the robber just before he disappeared around the corner.,caught,caught|got|took|had,medium
Could you tell me ............ ?,where the manager is,where is the manager|the manager is where|where the manager is|about where is the manager,medium
I can't help ............ that Charlotte would look better if she lost some weight.,thinking,to think|thinking|to thinking|think,medium
Did you remember ............ Cheryl to bring her CD player tomorrow night?,to ask,to ask|asking|to asking|ask,medium
"After finishing her course, Rachel went on ............ a well-known lawyer.",to become,to become|becoming|to becoming|become,medium
"'The exhibition was great, wasn't it?' 'Yes. Did you ............ the Picassos?'",see,see|saw|have seen|had seen,medium
"It's been a really hot summer, ............ ?",hasn't it,wasn't there|hasn't it|didn't there|wasn't it,medium
The company spends more on advertising ............ to increase sales.,so as,order|so|so as|for,medium
I've been revising all day and I only stopped for half an hour ............ lunch!,to have,to have|having|to having|have,medium
"When we ............ at global poverty, it can often feel like we will never solve the problem.",look,see|look|watch|observe,medium
"One of my favourite actors is Jim Carrey, who has ............ in some very funny films.",acted,played|acted|gone|pretended,medium
I don't know what we're going to ............ if I lose this job.,get by,get by|give away|live on|grow on,medium
The man was arrested when his ............ passport was spotted at the airport.,fake,artificial|plastic|unreal|fake,medium
That necklace is wonderful! It must have ............ you a fortune!,cost,done|charged|spent|cost,medium
I hope I can ............ you to be there if I need any help.,count on,let down|get through|make out|count on,medium
Only $300 for that laptop? That's a real ............ !,bargain,sale|bargain|contract|donation,medium
Why don't you ............ the queue while I go and get some cash out of the machine?,join,enter|stand|join|belong,medium
This is the book in ............ Foster describes his experience of the war.,which,that|what|where|which,medium
"Isn't that Tim, the boy ............ father owns a huge yacht?",whose,whose|his|which|that,medium
'What did Maria ask you?' 'She asked me ............ I had ever been abroad.',whether,that|whether|for|about,medium
"Tina gave her ticket to the concert to John, ............ then sold it to Nick.",who,which|he|who|whom,medium
Mr Anderson refused ............ the policeman into his house.,to allow,allowing|to allowing|that he allowed|to allow,medium
The explanation ............ for the problems didn't satisfy anybody.,given,giving|which gave|given|having given,medium
"I'm afraid I'm a little short ............ money this month, so I can't lend you any.",of,of|from|with|for,medium
"Eventually, William agreed ............ his teacher what he had behind his back.",to show,that he shows|with showing|to show|on showing,medium
"The top is your colour, but are you sure it ............ you? It looks a bit big.",fits,suits|fits|matches|goes,medium
"When Ed finally ............ at the age of 65, after 40 years in the same company, they gave him a watch.",retired,resigned|promoted|retired|fired,medium
"When you ............ the interview, remember to bring some samples of your work.",attend,apply|attend|join|make,medium
Most people who work in the centre of London ............ from the suburbs every morning.,commute,commute|deliver|connect|spread,medium
"When we start work in the morning, I usually ............ at the schedule for the whole day.",glance,glimpse|watch|monitor|glance,medium
All the members of ............ were asked to attend the meeting.,staff,employees|workers|company|staff,medium
The ............ decided to call a strike over pay and the factory was closed for 48 hours.,union,charity|club|union|institution,medium
The customer was so annoyed that he ............ the receipt in front of the manager!,ripped up,ripped up|took over|tried on|wore out,medium
I think you should be very proud ............ everything you've achieved.,of,from|in|of|for,medium
It's about time you ............ yourself a job.,got,got|get|will get|had got,medium
"I know you don't like saving money, but suppose you ............ your job. What then?",lost,will lose|lost|are losing|would lose,medium
'They've got some great clothes on sale in there!' 'If only I ............ the time to go shopping!',had,will have|can have|had|have,medium
'Shall I come over at nine?' 'I'd rather ............ at ten instead.',you came,you come|you will come|you had come|you came,medium
Rarely ............ designer labels at affordable prices.,do you find,you find|are you find|find you|do you find,medium
I wish ............ about work all the time. It's so boring!,you wouldn't talk,you don't talk|you not talk|you wouldn't talk|you hadn't talked,medium
"In Britain, most shops close at 6 pm, ............ in other countries they often open in the evening, too.",whereas,despite|moreover|nevertheless|whereas,medium
"Mr Foster has decided ............................ , so we're going to have a party.",to retire,retire|to retire|retiring,hard
I'm in a real ............................ and I just don't know what to do.,dilemma,dilemma|paradox|query|hunch,hard
They're staying in rented accommodation for the time ............................ .,being,going|making|doing|being,hard
Is it really the first time ............................ first class?,you've ever flown,you ever fly|you're ever flying|you've ever flown|you've ever been flying,hard
............................ getting a pet tarantula?,Is Claire really thinking of,Does Claire really think of|Is Claire really thinking of|Has Claire really thought that|Has Claire really been thinking that,hard
............................ Alan for hours but he just doesn't answer his mobile. I hope nothing's wrong.,I've been calling,I call|I'm calling|I've called|I've been calling,hard
"Looking at your CV, I ............................ you used to live in Australia.",gather,gather|do gather|am gathering|have gathered,hard
"I ............................ it's going to snow tonight, don't you?",reckon,speculate|reflect|reckon|ponder,hard
'Have you finished with the paper yet?' 'I've ............................ started reading it!',just,even|just|still|already,hard
How long ............................ before Val finally turned up?,had you been waiting,have you been waiting|are you waiting|you waited|had you been waiting,hard
"You ............................ be so good at backgammon, did you?",never used to,never used to|got used to|are used to|wouldn't,hard
"Could you tell me, sir, what you ............................ in the park at three in the morning?",were doing,have done|have been doing|were doing|had done,hard
I was angry when you saw me because I ............................ with my sister.,had been arguing,have been arguing|argued|had been arguing|would argue,hard
The Black Pirate ............................ over a million copies already this year.,has sold,had sold|has sold|had been selling|was selling,hard
Don't throw the paper away because I ............................ it yet.,haven't read,haven't read|hadn't read|haven't been reading|hadn't been reading,hard
"By the time we arrived, the film ............................ .",had already started,has already started|would already start|already started|had already started,hard
We had to walk home in the end because Jimmy ............................ his car keys.,had lost,has been losing|had lost|was losing|had been losing,hard
It took Edward a long time to ............................ living in Canada.,get used to,be used to|used to|get used to|be used,hard
"I'd love to have lived in the old days, when people ............................ to market by horse and carriage.",would travel,have been travelling|would travel|got used to travelling|had been travelling,hard
I much preferred it when we ............................ to Wales every summer on holiday.,used to go,used to go|were used to going|had gone|have been going,hard
Your teacher called me today and said that you ............................ in the playground again.,had been fighting,had been fighting|used to fight|have fought|would fight,hard
"When Josh phoned, he sounded like he ............................ quite a shock.",had had,had|had had|had been having|would have,hard
"Just as you arrived, I ............................ ready to go out.",was getting,have got|would get|have been getting|was getting,hard
The computer has had an enormous ............................ on the way we work.,influence,impression|influence|change|alteration,hard
"It might sound strange, but dinner yesterday was the first time I ............................ octopus.",had eaten,was eating|have eaten|have been eating|had eaten,hard
"Make sure you ............................ up the data on your computer, because you might get a virus.",back,back|copy|store|save,hard
The Minister was accused of ............................ the truth.,distorting,distorting|revising|reforming|shifting,hard
"That new painting looks a bit out of ............................ in our living room, don't you think?",place,room|space|place|spot,hard
I woke up late for my interview because I ............................ about it all night and didn't get much sleep.,had been worrying,worried|have been worrying|had been worrying|had worried,hard
We are pleased to announce that Keith Danish ............................ replace Susan Williams as Operations Manager from 24th September.,is to,does|is about to|is to|is due,hard
"I ............................ Penny for her advice, but I'm not so sure that's such a good idea now.",was going to ask,am going to ask|was going to ask|was asking|will ask,hard
"Once ............................ broadband, you won't want to go back to a dial-up connection.",you've used,you'll be using|you'll have used|you've been used|you've used,hard
............................ find out more about the costs before we make a final decision?,Shall I,Do I|Will I|Shall I|Am I due to,hard
............................ to the Finance Manager or the Accounts Manager?,Will you be reporting,Will you be reporting|Will you have been reporting|Shall you be reporting|Are you on the verge of reporting,hard
"This time tomorrow, Barry will ............................ across the Pacific for exactly three months.",have been rowing,be rowing|have rowed|be rowing|have been rowing,hard
When ............................ treating me with some respect at work?,are they going to start,will they have started|are they going to start|are they starting|will they be starting,hard
Were you really just on the point ............................ ?,of resigning,of resigning|to resign|with resignation|of having resigned,hard
I'm so ............................ under with work at the moment - it's awful!,snowed,iced|rained|snowed|fogged,hard
"The company's announced it's ............................ off over 1,000 workers.",laying,leaving|laying|setting|giving,hard
They're planning to ............................ down their operation in Greece and concentrate on Eastern Europe.,wind,wind|tie|roll|stretch,hard
"I'm not sure if I'm doing it right, but I'll try to ............................ ahead with it anyway.",press,drive|bang|touch|press,hard
"Something's ............................ up, so I'm afraid I won't be able to make it this afternoon.",cropped,shown|pulled|cropped|cut,hard
Could you lend me some money to ............................ me over to the end of the month?,tide,hand|tide|get|make,hard
I didn't ............................ out to be a millionaire - I just wanted to run a successful business.,set,set|go|begin|watch,hard
Mona's going to leave early this afternoon but she says she'll ............................ up the hours tomorrow.,make,find|make|catch|bring,hard
"At the end of the month, Sarah ............................ in government for exactly 40 years.",will have been working,is working|will work|will be working|will have been working,hard
The film is ............................ released at the end of next year.,due to be,on the verge of being|on the point of being|due to be|about to be,hard
We'd just been informed that Nick ............................ the new Managing Director.,was to be,was to be|was being|is going to be|will be,hard
"'Would you pick the kids up from school this afternoon?' 'No, I'm afraid I ............................ .'",can't,wouldn't|can't|shan't|don't,hard
Toby's extremely ............................ ; he turns up every day at nine o'clock on the dot.,punctual,temporary|long-standing|punctual|subsequent,hard
Have you considered applying for a job with the ............................ service?,civil,civil|civic|national|governmental,hard
"Too many people work in the public ............................ in this country, in my opinion.",sector,division|zone|area|sector,hard
Most teenagers go through a rebellious ............................ for a few years but they soon grow out of it.,phase,stint|span|duration|phase,hard
"When Nadine arrived, she soon ............................ at all her jokes.",had everyone laughing,had everyone laughed|had laughing everyone|had everyone laughing|had laughed everyone,hard
The government must ............................ strong measures against crime.,be seen to be taking,be seen be taking|see to be taking|seen to take|be seen to be taking,hard
Mrs Davies asked me to tell you that she would like ............................ by Friday at the latest.,the orders sent,the orders sent|sending the orders|that you sent|sent the orders,hard
"Joining a gym ............................, but I didn't really fancy the idea.",was suggested to me,was suggested me|to me was suggested|was suggested to me|was suggesting me,hard
