sentence,options,answer,difficulty,question_type
............ write with your left hand when you broke your arm?,"Did you had to|Did you have to|Needed you to|Must you",Did you have to,medium,VOCAB
"You ............ have huge muscles to look good, you know!","don't have to|mustn't|can't|shouldn't",don't have to,medium,VOCAB
That ............ be Ted at the door. He's in bed with chicken pox.,"hasn't to|oughtn't to|mustn't|can't",can't,medium,VOCAB
You must ............ thrilled when the doctor said it wasn't serious.,"be|have been|be being|have been being",have been,medium,VOCAB
'Colin's got to stay in bed for eight weeks.' 'I'd hate to ............ do that.',"will have to|must|have to|will",have to,medium,VOCAB
The doctor ............ the cut on my knee and said it had completely healed up.,"investigated|researched|examined|looked into",examined,medium,VOCAB
Dr Parker gave my mum a lovely ............ for spaghetti carbonara.,"recipe|prescription|receipt|paper",recipe,medium,VOCAB
My feet are ............ . I guess my new shoes are a bit tight.,"hurt|pain|ache|sore",sore,medium,VOCAB
"I was shocked when I crashed the car, but at least I wasn't ............ .","injured|damaged|broken|spoilt",injured,medium,VOCAB
"Diana looks terribly ............ . You don't think she's ill, do you?","slim|thin|slender|slight",thin,medium,VOCAB
Some drugs produce bad side ............ .,"consequences|products|results|effects",effects,medium,VOCAB
"I was very sad when the vet said he'd have to ............ Gertie, our labrador.","put down|pull through|feel up to|wear off",put down,medium,VOCAB
Going on this diet has really ............ me good. I've lost weight and I feel fantastic!,"made|taken|done|had",done,medium,VOCAB
I was disappointed that the restaurant had ............ flowers on the table.,"false|untrue|artificial|forged",artificial,medium,VOCAB
Sarah and Michael's ............ seems to make both of them unhappy.,"connection|bond|relationship|link",relationship,medium,VOCAB
Anybody found stealing from this shop will be ............ .,"prosecuted|persuaded|provoked|persecuted",prosecuted,medium,VOCAB
"Grace thinks she's very ............ , but I don't think many people like her, really.","famous|known|recognisable|popular",popular,medium,VOCAB
I glanced at the newspaper and saw that the ............ said 'President Resigns'.,"headline|subtitle|heading|chapter",headline,medium,VOCAB
"If our flight is delayed, will we ............ our connection in Los Angeles?","drop|miss|lose|lack",miss,medium,VOCAB
The doctor told Bill that he needed ............ on his arm.,"operation|surgery|remedy|cure",surgery,medium,VOCAB
The judge looked at the ............ and reminded him that he had to tell the whole truth.,"bystander|onlooker|witness|viewer",witness,medium,VOCAB
I think my favourite ............ is probably table tennis.,"athletics|exercise|sport|gym",sport,medium,VOCAB
"The actor, Michael Read, was today ............ with robbery.","charged|accused|arrested|suspected",charged,medium,VOCAB
I think the discussion has gone on ............ and we should make a decision.,"enough long|such long|long enough|so long",long enough,medium,VOCAB
"'Did you call John?' 'No, because I ............ go out. I'll try him later today.'","had to|must|might|need",had to,medium,VOCAB
There ............ be a lot more open space around here before they built the new underground station.,"would|used to|used|got used to",used to,medium,VOCAB
"If you hadn't lost the pieces, we ............ a game of chess.","couldn't have had|can't have|may have|could have",could have,medium,VOCAB
"'Why are you taking your PlayStation games?' 'Oh, just ............ Tommy wants to borrow them.'","as long as|in case|provided that|unless",in case,medium,VOCAB
I suppose we really ............ to book our ferry tickets in advance.,"should|can|must|ought",ought,medium,VOCAB
"I'm afraid we've run out of ............ this week, so we'll see you at the same time tomorrow for It's Worth a Million!","the time|some time|time|a time",time,medium,VOCAB
The man might have got away with the crime if the policeman ............ him.,"wasn't seeing|hadn't seen|didn't see|wouldn't have seen",hadn't seen,medium,VOCAB
'I've been reading a great book.' 'I seem to be ............ busy to find the time for reading these days.',"so|too|such|enough",too,medium,VOCAB
The hotel has a poor reputation and ............ people want to stay there.,"a little|a few|a little|few",few,medium,VOCAB
We ............ a swimming pool put in this week.,"get|are having|have|have got",are having,medium,VOCAB
Why don't you get a doctor ............ at your arm?,"to look|looked|look|be looking",to look,medium,VOCAB
My teeth were a little yellow so I ............ by the dentist.,"had cleaned them|have them cleaned|was cleaned them|had them cleaned",had them cleaned,medium,VOCAB
Stuart's thinking of having ............ !,"shaved his head|his head shaving|his head shaved|shaved to his head",his head shaved,medium,VOCAB
My sister ............ her ear pierced last weekend.,"made|got|did|took",got,medium,VOCAB
"Mum and Dad didn't fancy cooking, so we got a pizza ............ .","be delivered|to be delivered|delivered|deliver",delivered,medium,VOCAB
You should ............ a professional to check your house for earthquake damage.,"have|make|take|get",get,medium,VOCAB
Kelly wanted to have a live band ............ at her wedding.,"to be played|play|played|been playing",played,medium,VOCAB
Can we ............ this summer?,"get installed air-conditioning|get air-conditioning to install|have installed air-conditioning|have air-conditioning installed",have air-conditioning installed,medium,VOCAB
We ............ while we were on holiday.,"were burgled our house|had our house burgled|had burgled our house|got burgled our house",had our house burgled,medium,VOCAB
"There's a pack of ............ vegetables in the freezer, I think.","freezing|frozen|iced|icy",frozen,medium,VOCAB
There are no vegetarian dishes on the ............ !,"leaflet|brochure|catalogue|menu",menu,medium,VOCAB
............ the onions in cooking oil until they're golden brown.,"Boil|Bake|Fry|Grill",Fry,medium,VOCAB
Pre-heat the ............ to 200°.,"oven|kitchen|cuisine|cook",oven,medium,VOCAB
I'll ............ the washing-up tonight!,"make|take|do|have",do,medium,VOCAB
The problem with most fizzy drinks is that they're ............ sugar.,"full up|filled up with|filled with|full of",full of,medium,VOCAB
"Susie and Fran ............ in on us last night, so I had to quickly defrost a pizza.","turned|dropped|came|went",dropped,medium,VOCAB
"If you need to ............ the teacher's attention, just put your hand up.","pull|attract|capture|draw",attract,medium,VOCAB
Make sure you ............ your homework before you go out.,"make|solve|write|do",do,medium,VOCAB
Could I ............ a suggestion? Why not have piano lessons?,"have|do|put|make",make,medium,VOCAB
I really don't ............ the point of taking the exam when you're not ready for it.,"take|see|have|mind",see,medium,VOCAB
I'll meet you at the school gates during the lunch ............ .,"break|gap|interval|pause",break,medium,VOCAB
"Do you think you could pass that book ............ to me, please?","under|through|over|in",over,medium,VOCAB
Mrs Dawson said that we are ............ our lesson in the library next Monday.,"having|making|reading|going",having,medium,VOCAB
"In English yesterday, we had a discussion ............ different cultures.","around|about|for|from",about,medium,VOCAB
"............ my opinion, maths shouldn't be a compulsory subject.","From|To|At|In",In,medium,VOCAB
"When you ............ the exam tomorrow, try to stay calm and relaxed.","make|write|take|answer",take,medium,VOCAB
"My dad wants me to go to university, but I'm in ............ minds about it.","my|two|some|different",two,medium,VOCAB
I still have a lot ............ about the English language.,"learning|to learn|for learning|of learning",to learn,medium,VOCAB
"If the examiner can't ............ sense of your writing, you'll get a low mark.","make|bring|take|understand",make,medium,VOCAB
"I hadn't studied, so when the teacher asked me I had ............ idea.","none|no|even|not",no,medium,VOCAB
I didn't expect our history teacher ............ us so much homework.,"giving|give|to give|to giving",to give,medium,VOCAB
Do you remember ............ to school for the very first time?,"go|to go|of going|going",going,medium,VOCAB
I started doing my homework when I got home from school but I stopped ............ my favourite show.,"watch|to watch|watching|from watching",to watch,medium,VOCAB
Please don't forget ............ your essays during Friday's lesson.,"handing in|to hand in|hand in|to handing in",to hand in,medium,VOCAB
Our teacher made the whole class ............ after the lesson because we had been so noisy.,"staying|to stay|for staying|stay",stay,medium,VOCAB
"'What was Derek's reaction to the accusation?' 'Well, he denied ............ anywhere near the house at the time.'","being|to be|be|of being",being,medium,VOCAB
I was very proud when I was told that I'd been made into a ............ .,"pupil|student|prefect|classmate",prefect,medium,VOCAB
"With a little hard work, I'm sure you'll ............ a lot this year.","reach|succeed|achieve|qualify",achieve,medium,VOCAB
Who ............ you how to cook so well?,"taught|learned|made|explained",taught,medium,VOCAB
Lee didn't do so well in the test because he hadn't ............ .,"written|studied|read|learned",studied,medium,VOCAB
I think you need to ............ your ideas more clearly so that the reader doesn't get confused.,"dawn on|get on with|set out|give in",set out,medium,VOCAB
"Oh, no! We've got a double maths ............ next!","subject|interval|lesson|task",lesson,medium,VOCAB
"Oh, I'm sorry! ............ disturbing you?","Do I|Have I|Should I|Am I",Am I,medium,VOCAB
Did Dorothy ............ you about the meeting on Friday?,"told|tell|has told|tells",tell,medium,VOCAB
............ hot when you were in Spain?,"Was it|It was|Did it|It made",Was it,medium,VOCAB
"Tony, ............ got time to call Mrs Roberts?","do you have|you have|are you|have you",have you,medium,VOCAB
"When your boss arrived, ............ finished the report?","you had|did you have|had you|were you",had you,medium,VOCAB
"I know Jane's pretty, but ............ seen someone spend so much time in front of the mirror?","do you ever|you have never|have you ever|ever have you",have you ever,medium,VOCAB
"It's raining, so ............ cancel the concert?","will they|they will|do they will|are they",will they,medium,VOCAB
"............ pass me the salt, please?","You could|Are you|You are|Could you",Could you,medium,VOCAB
"Sir, ............ repeat what the homework is, please?","do you|are you|you|can you",can you,medium,VOCAB
............ the couple you met in France last year staying at the same hotel?,"Did|Have|Were|Could",Were,medium,VOCAB
"I know how to pronounce 'controversy', but what ............ ?","does it mean|it means|is it mean|means it",does it mean,medium,VOCAB
"It's a great idea, but ............ it will work?","are you think|do you think|you think|you do think",do you think,medium,VOCAB
"No one seems to care about the environment, ............ ?","does he|are they|is he|do they",do they,medium,VOCAB
Do you know where ............ a book about insects?,"can I find|I find|I can find|do I find",I can find,medium,VOCAB
The new law prevents people ............ their rubbish in certain areas.,"to leave|from leaving|of leaving|leave",from leaving,medium,VOCAB
"Let's walk to the shops instead of taking the car, ............ ?","shall we|don't we|will we|won't we",shall we,medium,VOCAB
"There isn't much point in trying to save electricity, ............ ?","is it|isn't there|isn't it|is there",is there,medium,VOCAB
"Don't drop your sweet wrapper on the floor, ............ ?","do you|aren't you|will you|won't you",will you,medium,VOCAB
"'I went to the exhibition at the natural history museum.' 'Oh, yes? What ............ there?'","saw you|you did see|you saw|did you see",did you see,medium,VOCAB
There's been a ............ in Germany and a village was completely destroyed.,"flood|drizzle|shower|smog",flood,medium,VOCAB
Do you know what CFC ............ ?,"sets in|does up|stands for|gets down",stands for,medium,VOCAB
Dinosaurs have been ............ for millions of years.,"endangered|extinct|threatened|disappeared",extinct,medium,VOCAB
"It's sunny, but there's a very cold ............ so don't forget your coat.","blowing|air|wind|gas",wind,medium,VOCAB
"If you ask me, ............ waste is a much bigger problem than ordinary household waste.","industrial|business|working|employer",industrial,medium,VOCAB
"As towns grow, they tend to destroy the surrounding ............ areas.","urban|commercial|land|rural",rural,medium,VOCAB
"Jill put her wellington boots on and, as soon as it stopped raining, went out to play in the ............ .","reservoirs|lakes|puddles|ponds",puddles,medium,VOCAB
The shop assistant finally agreed ............ a full refund.,"giving me|to give me|give to me|to me to give",to give me,medium,VOCAB
Bill asked me why ............ to go shopping with me.,"I hadn't invited him|hadn't I invited him|I hadn't him invited|hadn't I him invited",I hadn't invited him,medium,VOCAB
Ellie asked Stan ............ to look at the new catalogue.,"did he want|do you want|whether he wants|if he wanted",if he wanted,medium,VOCAB
Stephen ............ me he'd bought that suit in a sale.,"said|spoke|told|claimed",told,medium,VOCAB
"'What did the man say when you challenged him?' 'He said he ............ pay for the things in his bag, but I didn't believe him!'","is going to|has been going to|goes to|was going to",was going to,medium,VOCAB
"When I last saw Carrie, she told me she ............ of buying a house, but now she's changed her mind.","thought|is thinking|was thinking|has been thinking",was thinking,medium,VOCAB
'What did they say when they realised you weren't a shoplifter?' 'They apologised ............ me.',"to doubt|they had doubted|for doubting|the doubt of",for doubting,medium,VOCAB
This car is very ............ as it goes so far on one tank of petrol.,"financial|economical|costly|endless",economical,medium,VOCAB
I can't believe how cheap these shorts were. They were a real ............ !,"bargain|sale|discount|offer",bargain,medium,VOCAB
What ............ of car does your mum drive?,"name|brand|make|form",make,medium,VOCAB
"Could you tell me who's in ............ here, please?","charge|responsibility|rule|organisation",charge,medium,VOCAB
I paid the assistant and took the books but then stupidly left the bookshop without waiting for my ............ .,"cash|fee|refund|change",change,medium,VOCAB
I think she ............ her fortune in the shipping industry.,"took|made|won|saved",made,medium,VOCAB
I didn't find a new top but at ............ I got some new jeans.,"less|the less|least|the least",least,medium,VOCAB
"'Who's that over there?' 'Oh, it's our new teacher, ............ just started work today.'","that|who he|which he|who",who,medium,VOCAB
'Which CD did you get Marcus in the end?' 'I got him the one ............ said he really wanted to hear.',"that|who he|which|which he",which he,medium,VOCAB
"'Who did you send a Valentine's card to?' 'I'm not telling you, but it was someone ............ name begins with ""B"".'","which|who her|whose|whose her",whose,medium,VOCAB
'Have you seen Jason Green's latest film?' 'Is that the one in ............ joins the FBI?',"which he|that he|whom he|which",which he,medium,VOCAB
"'Why do you like Tania so much?' 'Well, she's one of the few people to ............ I can really talk.'","which|whom|that|who",whom,medium,VOCAB
'Why don't we go to Lionel's for dinner tonight?' 'Is that the new restaurant ............ has just opened on the other side of town?',"which|that it|where|which it",which,medium,VOCAB
'Could you lend me some money?' 'I'd like you to give me one good reason ............ I should.',"that|why|which|who",why,medium,VOCAB
'What do you want to do this summer?' 'I think we should go somewhere ............ has plenty of sun and sand.',"who|where|when|that",that,medium,VOCAB
I've got a/an ............ for the school play tomorrow. I really hope I get a main part!,"rehearsal|practice|audition|performance",audition,medium,VOCAB
Did you read that ............ of the new Lloyd-Rice musical? It said it was awful!,"review|criticism|report|summary",review,medium,VOCAB
I'm going to stay in and ............ TV tonight.,"see|watch|look at|view",watch,medium,VOCAB
We really ............ ourselves at the party! Thanks so much for inviting us!,"entertained|had fun|enjoyed|occupied",enjoyed,medium,VOCAB
Ellie does a/an ............ each week for the local newspaper. It's usually quite funny.,"comic|comedian|animation|cartoon",cartoon,medium,VOCAB
"The water park we went to yesterday was fantastic, but the entrance ............ was a bit expensive.","ticket|fee|charge|cost",fee,medium,VOCAB
"Vanilla Sky ............ Tom Cruise, Penelope Cruz and Cameron Diaz.","acts|plays|stars|contains",stars,medium,VOCAB
"When you're learning to play a musical instrument, it's important to ............ for an hour or two every day.","rehearse|practise|perform|train",practise,medium,VOCAB
"The play wasn't supposed to be a comedy, but everyone started laughing when some of the ............ fell over and hit one of the actors.","scenery|scenes|stages|acts",scenery,medium,VOCAB
"Louis de Bernières' ............ Captain Corelli's Mandolin, which is set on the Greek island of Cephallonia during the Second World War, was an international bestseller.","fiction|account|anecdote|novel",novel,medium,VOCAB
Have you ............ the joke about the guy who fell off a 20-metre-high ladder? He was fine – he fell off the bottom rung!,"listened to|overheard|heard|paid attention to",heard,medium,VOCAB
Being the conductor of a large ............ is an extremely demanding job. You have to make sure about a hundred musicians are playing in time.,"group|band|company|orchestra",orchestra,medium,VOCAB
"............ an Oscar last year, she's now one of the most powerful movie stars in the industry.","She won|To win|The winning of|Having won",Having won,medium,VOCAB
'Which cinema did you go to?' 'The one ............ they don't sell any popcorn!',"which|where|whom|who",where,medium,VOCAB
That's the actor ............ autograph I got last year!,"whose|who|who's|whom",whose,medium,VOCAB
"............ to change his name by his agent, John Smith became Marvo The Magnificent overnight.","Made|Making|Having made|To make",Made,medium,VOCAB
The book ............ she's most famous is Dance of the Dinosaurs.,"in that|to whom|for which|that",for which,medium,VOCAB
"Lyle Lovett, ............ I last saw perform over ten years ago, is on tour again.","he who|to whom|who|that",who,medium,VOCAB
And the song ............ by our listeners as their favourite of the week is Goodbye Baby by The Tunesmiths.,"having chosen|chosen|was chosen|is chosen",chosen,medium,VOCAB
"'You didn't get into Harvard, did you?' 'No, and that's the reason ............ I ended up going to drama college!'","how|which|for that|why",why,medium,VOCAB
Could you ............ in the paper and see what's on TV tonight?,"see|watch|look|examine",look,medium,VOCAB
I'm reading a ............ set in Greece during the Second World War.,"novel|fiction|literature|writing",novel,medium,VOCAB
Harry kept us ............ throughout the journey with his non-stop jokes.,"enjoyed|entertained|laughed|pleased",entertained,medium,VOCAB
I never read ............ of films as I don't trust the critics' opinions.,"reviews|criticisms|articles|investigations",reviews,medium,VOCAB
How did your ............ go? Do you think you'll be offered the main part?,"audit|auditorium|audience|audition",audition,medium,VOCAB
I'd love to work in show ............ . It's so glamorous!,"industry|business|commerce|trade",business,medium,VOCAB
Joe told me a joke today but I didn't ............ it at all.,"get|bring|fetch|collect",get,medium,VOCAB
I didn't like this album at first but it's really starting to ............ on me now.,"grow|raise|develop|increase",grow,medium,VOCAB
It's about time you ............ thinking about setting up your own business.,"start|have started|started|to start",started,medium,VOCAB
I'd really rather you ............ the kids drop bits of pizza all over my new sofa.,"don't let|aren't letting|won't let|didn't let",didn't let,medium,VOCAB
............ anything particular in mind or are you just browsing?,"Did you have|Are you having|Can you have|Had you had",Can you have,medium,VOCAB
I wish Karen ............ that we're not trying to interfere in her life.,"understands|would understand|has understood|is going to understand",would understand,medium,VOCAB
I'd have been able to say goodbye to Trish if only ............ to the airport in time.,"I get|I got|I have got|I had got",I had got,medium,VOCAB
Don't you sometimes wish you ............ invisible?,"could be|would be|will be|are",could be,medium,VOCAB
Suppose we ............ we could go and live on another planet. Would you want to go?,"to hear|hearing|heard|having heard",heard,medium,VOCAB
Do you wish ............ an official complaint?,"making|to make|you made|you make",to make,medium,VOCAB
Adrian was ............ enough money to buy a new computer for the school.,"wishing to have raised|wishing he will raise|hoping to have raised|hoping he will raise",hoping to have raised,medium,VOCAB
Don't you wish we ............ the exam a week on Monday and not tomorrow?,"take|will take|would take|were taking",were taking,medium,VOCAB
I don't like ............ on clothes in shops because I don't want people to see me in something that doesn't suit me.,"putting|trying|wearing|handing",trying,medium,VOCAB
I'm not sure a green skirt ............ combination with a blue top is such a good idea.,"on|at|in|for",in,medium,VOCAB
Everyone complimented Kitty ............ her new outfit.,"on|to|in|from",on,medium,VOCAB
I think some modern designs are more like ............ of art.,"makes|works|objects|jobs",works,medium,VOCAB
I wish people didn't ............ a tendency to follow fashion without thinking about what suits them personally.,"do|make|get|have",have,medium,VOCAB
"I don't think T-shirts and jeans will ever go ............ of style, do you?","away|out|off|down",out,medium,VOCAB
"Make sure you ............ your make-up with a soft brush, like this one.","apply|construct|decorate|dress",apply,medium,VOCAB
"If you wear that shirt with the ............ pattern, you'll look like a chessboard!","plain|striped|shiny|checked",checked,medium,VOCAB
You always seem to look so formal. If only you would ............ your hair down!,"get|set|put|let",let,medium,VOCAB
"The latest trend ............ footwear is to wear very simple, traditional shoes.","of|on|in|from",in,medium,VOCAB
My sister and I share the same taste ............ clothes and we wear each other's things all the time.,"in|of|for|on",in,medium,VOCAB
Why can't you ............ Edgar's example and wear a tie to work?,"set|make|follow|do",follow,medium,VOCAB
My dad asked me whether his clothes were ............ fashion and I said they were - about twenty years ago!,"in|from|on|of",in,medium,VOCAB
"Could you wipe the table with a damp ............, please?","clothe|clothing|cloth|clothes",cloth,medium,VOCAB
I've decided to ............ my hair green for the party!,"dye|paint|sketch|draw",dye,medium,VOCAB
That top doesn't ............ me; it's just not my style.,"fit|suit|match|go with",suit,medium,VOCAB
That's the most incredible ............ of art I've ever seen!,"job|creation|brand|work",work,medium,VOCAB
Jeans and T-shirts will never go out of ............ .,"trend|image|fashion|tendency",fashion,medium,VOCAB
I need a funny ............ for the fancy-dress party. Any ideas?,"dress|uniform|suit|costume",costume,medium,VOCAB
Tim forgot to use clothes ............ and all his clean clothes fell off the line into the mud!,"pegs|clips|hooks|pins",pegs,medium,VOCAB
No sooner ............ down than the phone rang.,"I had sat|do I sit|had I sat|was I sitting",had I sat,medium,VOCAB
Never ............ a greater day in the history of mankind.,"did there be|was there|there was|there has been",was there,medium,VOCAB
At no time ............ that he was the killer.,"I didn't suspect|was I suspect|I had suspected|did I suspect",did I suspect,medium,VOCAB
Little ............ that I knew his secret.,"did John know|John did know|was John know|John knew",did John know,medium,VOCAB
Not until ............ her did I realise how beautiful she was.,"I saw|did I see|was I saw|saw I",I saw,medium,VOCAB
"Not only ............ my keys, I've lost my wallet, too.","I have lost|are I lost|I did lose|have I lost",have I lost,medium,VOCAB
Rarely ............ about the environment enough to give up their car.,"do people care|people care|are people care|care people",do people care,medium,VOCAB
Only when ............ may vehicles cross the train tracks.,"is the green light on|the green light is on|did the green light be on|on is the green light",the green light is on,medium,VOCAB
Seldom ............ such a rude person!,"have I met|I have met|did I met|am I meeting",have I met,medium,VOCAB
Only after doing his chores ............ to go to meet his friends.,"Jason was allowed|did Jason allow|was allowed Jason|was Jason allowed",was Jason allowed,medium,VOCAB
Who is responsible ............ dealing with complaints?,"with|for|in|at",for,medium,VOCAB
We began ............ looking round for advertising agencies which had experience of our market.,"to|with|by|at",by,medium,VOCAB
The covering letter wasn't attached ............ the CV.,"to|with|from|by",to,medium,VOCAB
Don't you think you should apply for the job ............ writing?,"with|for|at|in",in,medium,VOCAB
I was only absent ............ the office for a few minutes!,"for|from|in|about",from,medium,VOCAB
Success in this industry depends a lot ............ luck!,"with|from|at|on",on,medium,VOCAB
The ............ for this position starts at thirty thousand euros per year.,"wage|payment|salary|tip",salary,medium,VOCAB
"After working at the same factory for thirty years, my grandfather was looking forward to his ............ .","overtime|pension|charity|allowance",pension,medium,VOCAB
Some people ............ to London every day from as far away as Leeds.,"connect|commute|correspond|commence",commute,medium,VOCAB
Most governments tax people on the amount they ............ each year.,"win|gain|earn|benefit",earn,medium,VOCAB
Shelley disagreed with the board's decision and so she ............ and went to work for another company.,"retired|fired|sacked|resigned",resigned,medium,VOCAB
"When the factory closed, over a hundred people were ............ redundant.","done|taken|given|made",made,medium,VOCAB
"Here at Weatherby's, we provide all our ............ members, from senior management down, with regular training.","staff|crew|crowd|firm",staff,medium,VOCAB
Ed ............ at the clock and realised he was late for the meeting.,"glimpsed|observed|glanced|watched",glanced,medium,VOCAB
What's the entrance ............ for the outdoor music festival?,"ticket|fare|price|fee",fee,medium,VOCAB
Don't ............ the potatoes in oil; that's so unhealthy!,"fry|boil|bake|grill",fry,medium,VOCAB
I want to take these jeans back because they're too small but I can't find the ............ anywhere.,"recipe|receipt|receiver|reception",receipt,medium,VOCAB
I'll pick up a ............ on the way home and then we won't have to cook.,"takeaway|fast food|delivery|microwave",takeaway,medium,VOCAB
Certificates provide proof of your ............ .,"qualities|diplomas|qualifications|ambitions",qualifications,medium,VOCAB
"Living on a farm in the middle of nowhere, ours is about the most ............ lifestyle you can have!","urban|suburban|rural|municipal",rural,medium,VOCAB
Will was made ............ three months ago and is still looking for a job.,"sacked|fired|retired|redundant",redundant,medium,VOCAB
The audience showed their ............ by giving the orchestra a standing ovation.,"entertainment|review|appreciation|audition",appreciation,medium,VOCAB
"I'd like to speak to the person in ............ , please.","charge|responsibility|duty|obligation",charge,medium,VOCAB
All the flowers for the wedding ............ tomorrow.,"will be delivering|will have delivered by|are going to deliver|are going to be delivered",are going to be delivered,medium,VOCAB
"'Have we still got lots of time?' 'No, ............ get a move on. We're going to be late.'","you'd rather|you'd better|you'd prefer to|you'd be better off",you'd better,medium,VOCAB
"Let's order a pizza, ............ we?","should|will|shall|could",shall,medium,VOCAB
I wonder ............ mind watching this bag for me for a moment.,"would you|you would|if would you|whether you would",whether you would,medium,VOCAB
The prime minister denied ............ anything wrong.,"to do|having done|to have done|to be doing",having done,medium,VOCAB
The woman ............ purse I found has offered to give me a reward.,"whose|who|who's|to whom",whose,medium,VOCAB
It's high time they ............ .,"are leaving|were leaving|have to leave|had been leaving",were leaving,medium,VOCAB
I wish you ............ so rude to Rosalind last night.,"weren't|wouldn't be|hadn't been|haven't been",hadn't been,medium,VOCAB
"Despite ............ president, she felt totally powerless.","being|she was|of having been|to be",being,medium,VOCAB
We ............ today and I got into trouble because I hadn't done it.,"had checked our homework|had our homework checked|were checked our homework|have checking our homework",had our homework checked,medium,VOCAB
How much is the bus ............ to the city centre?,"fee|price|fare|cost",fare,medium,VOCAB
It took ages to cross the ............ from Turkey to Greece.,"border|edge|line|boundary",border,medium,VOCAB
Make sure you book a ticket in ............ .,"ahead|forward|before|advance",advance,medium,VOCAB
What's the ............ between New York and Chicago?,"length|distance|space|gap",distance,medium,VOCAB
I don't know how you ............ up with Carl's complaining all the time.,"put|do|get|make",put,medium,VOCAB
The tower is 63m in ............ .,"high|scale|height|rise",height,medium,VOCAB
I'm thinking of buying a new fishing ............ .,"rod|racket|bat|stick",rod,medium,VOCAB
I can't believe you ............ Charlie in that chess game.,"took|scored|won|beat",beat,medium,VOCAB
'What did you use to do on Sundays?' 'We would usually ............ to church in the morning.',"go|went|were going|used to go",go,medium,VOCAB
I ............ reading a wonderful book about space travel.,"just finish|just do finish|have just finished|have just been finishing",have just finished,medium,VOCAB
It was the first time we ............ to a Mexican restaurant.,"go|went|have been|had been",had been,medium,VOCAB
"'Can you come out to play?' 'No, we ............ dinner at the moment.'","have|are having|have had|have been having",are having,medium,VOCAB
How much ............ to get into the arena?,"it costs|costs it|does it cost|does it costs",does it cost,medium,VOCAB
It's only the second time I ............ a job interview.,"have|am having|have had|have been having",have had,medium,VOCAB
What did you do while ............ for the others to come?,"were you waiting|you were waiting|had you been waiting|you had been waiting",you were waiting,medium,VOCAB
Don't you think Sam ............ just like his father?,"looks|is looking|has been looking|had been looking",looks,medium,VOCAB
I'm going to take the car to the garage as the ............ has been making a funny noise.,"machine|engine|appliance|device",engine,medium,VOCAB
The politician ............ to admit that he had done anything wrong.,"denied|accepted|refused|explained",refused,medium,VOCAB
The news caught me completely by ............ .,"disbelief|amazement|shock|surprise",surprise,medium,VOCAB
The country's economy relies heavily on the tourist ............ .,"industry|factory|company|firm",industry,medium,VOCAB
We're really looking ............ to seeing you both next weekend.,"ahead|in front|forward|in advance",forward,medium,VOCAB
It's quite ............ to feel nervous before a job interview.,"physical|real|natural|biological",natural,medium,VOCAB
We have five security guards ............ watch every night.,"keeping|holding|taking|making",keeping,medium,VOCAB
Her new novel is ............ out next month.,"bringing|coming|going|arriving",coming,medium,VOCAB
"'Shall we meet at seven o'clock?' 'No, I'll still ............ then.'","work|have worked|be working|have been working",be working,medium,VOCAB
Call me as soon as you ............ your test results.,"get|will get|will have got|will be getting",get,medium,VOCAB
There are a ............ websites dealing with this issue.,"lots|lots of|lot|lot of",lot of,medium,VOCAB
I don't believe ............ ghosts!,"at|for|in|on",in,medium,VOCAB
What time ............ ?,"the train will leave|does the train leave|will the train have been leaving|is leaving the train",does the train leave,medium,VOCAB
"When I ............ , I want to be a journalist.","grow up|am growing up|will grow up|am going to grow up",grow up,medium,VOCAB
"By eight o'clock tonight, ............ computer games for over twelve hours!","you'll play|you'll be playing|you have played|you'll have been playing",you'll have been playing,medium,VOCAB
"'Are you still taking your exams?' 'Yes, but by this time next week ............ my last one!'","I'm finishing|I'll finish|I'll have finished|I'll have been finishing",I'll have finished,medium,VOCAB
"When they thought they had enough evidence, the police ............ the man with murder.","charged|suspected|arrested|investigated",charged,medium,VOCAB
David seems to have found a new ............ of friends.,"group|company|audience|team",group,medium,VOCAB
"Can you imagine what it was like to have ............ punishment in schools, with teachers hitting pupils?","painful|capital|corporal|harmful",corporal,medium,VOCAB
Mrs Mackenzie waited for the class to ............ before she continued.,"bring up|settle down|pass away|bring on",settle down,medium,VOCAB
The policeman ............ my details.,"took in|made up|took down|put up with",took down,medium,VOCAB
"If you do go to see Alec Smith's new play, then I'm sure you'll ............ yourself.","entertain|enjoy|cheer|please",enjoy,medium,VOCAB
It seems that the thief took ............ of the open window and got inside that way.,"occasion|opportunity|chance|advantage",advantage,medium,VOCAB
"When they were still ............ , the Beatles used to play in a club called The Cavern, in Liverpool.","unknown|infamous|hidden|covered",unknown,medium,VOCAB
Laura is about ............ me.,"younger than two years|two years younger than|younger two years than|two years than younger",two years younger than,medium,VOCAB
"If you ............ iron, it starts to get red hot and then white hot.","would heat|heated|heat|will heat",heat,medium,VOCAB
"'How are you getting to Rome?' 'It's ............ expensive for us to go by plane, so we're taking the train to Rome.'","such|enough|too|that",too,medium,VOCAB
The man could have been sent to prison if the judge ............ his story.,"wouldn't have believed|wasn't believing|wouldn't believe|hadn't believed",hadn't believed,medium,VOCAB
"I've got a good chance of getting the job, ............ I do okay in the interview.","unless|in case|only|provided",provided,medium,VOCAB
"If you ............ so bad-tempered, Julie wouldn't have got annoyed with you.","haven't been|weren't|wouldn't have been|won't have been",weren't,medium,VOCAB
