# DUPLICATE_LEFT_GUIDE
# Ghi lai cac dong bi loai do trung sentence_left voi dong da xuat hien truoc do
# === KHONG_CO_DONG_TRUNG ===: Khong co dong duplicate
source_file,mode,sentence_left,sentence_right,difficulty,conflict_with_source_file,conflict_with_mode
"Destination C1-C2.json#34","destination","lock up","put someone in prison","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#34","destination","look after","take care of someone or something and make sure they have everything they need","hard","Destination B1.json#6","destination"
"Destination C1-C2.json#34","destination","look down on","think that you are better than someone else","hard","Destination B2.json#11","destination"
"Destination C1-C2.json#34","destination","look into","try to find out the truth about a problem, crime or accident","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#34","destination","look out","be careful","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#34","destination","look round","examine a place","hard","Destination B2.json#24","destination"
"Destination C1-C2.json#34","destination","look up to","admire and respect someone","hard","Destination B2.json#11","destination"
"Destination C1-C2.json#35","destination","lock up","put someone in a prison","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#35","destination","make into","change someone or something so that they become something else","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#35","destination","make out","see, hear or understand someone or something with difficulty","hard","Destination B2.json#10","destination"
"Destination C1-C2.json#35","destination","make out","suggest, imply","hard","Destination B2.json#10","destination"
"Destination C1-C2.json#35","destination","make over","change or improve the appearance of someone or something makeover (n)","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#35","destination","make up","work at different times from usual because you have not worked enough at the normal times","hard","Destination B1.json#8","destination"
"Destination C1-C2.json#35","destination","meet up","come together with someone, either unexpectedly or as planned","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#35","destination","mess about/around","behave in a silly way","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#35","destination","mess about/around","spend time doing things in a relaxed way","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#35","destination","mess up","be the cause of someone's physical, emotional or mental problems","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#35","destination","mess up","make a mistake or do something badly","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#35","destination","mess up","make something dirty or untidy","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#35","destination","mix up","put things together without any order","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#35","destination","mix up","think that one person or thing is another person or thing mix-up (n)","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#35","destination","mount up","get much larger","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#35","destination","move in (with)","start living in a different house or flat (with)","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#35","destination","move on","leave one place and travel to another","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#35","destination","move on","stop discussing or doing something and begin discussing or doing something different","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#35","destination","move out","permanently leave the house or flat where you live or the place where you have your business","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#35","destination","move over","change your position in order to make space for someone or something","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#35","destination","mull over","think carefully about something over a period of time","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#35","destination","open up","make it easier to travel or do business in a country","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#35","destination","open up","open a locked door, container or building","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#35","destination","open up","talk more about your personal feelings and experiences","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#35","destination","opt out (of)","decide not to take part in something or stop taking part in it","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#35","destination","paper over","hide a problem or disagreement rather than finding a satisfactory solution to it","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#35","destination","pass on","give someone something, for example a message, that someone else has given you","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#35","destination","patch up","become friends with someone again after a disagreement","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#35","destination","patch up","give basic medical treatment to someone who is injured","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#35","destination","patch up","repair something, often quickly and not very well","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#35","destination","pay back","give someone the same amount of money that you borrowed from them","hard","Destination B1.json#7","destination"
"Destination C1-C2.json#35","destination","pay out","provide money from an amount invested over a period of time","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#35","destination","pay out","spend or pay money, especially a lot of money","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#35","destination","phase out","gradually stop using something","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#35","destination","pick on","keep treating someone badly or unfairly, especially by criticising them","hard","Destination B2.json#11","destination"
"Destination C1-C2.json#35","destination","pick up","go and meet someone or something that you have arranged to take somewhere in a vehicle","hard","Destination B1.json#29","destination"
"Destination C1-C2.json#35","destination","pick up","improve","hard","Destination B1.json#29","destination"
"Destination C1-C2.json#35","destination","pick up","learn a new skill or start a habit without intending to","hard","Destination B1.json#29","destination"
"Destination C1-C2.json#35","destination","piece together","learn the truth about something by considering all the separate bits of information you have","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#35","destination","pile up","if something piles up or someone piles it up, the amount of it increases a lot","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#35","destination","play up","cause difficulties or pain for someone","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#35","destination","play up","if children play up or play someone up, they behave badly","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#35","destination","press ahead/on (with)","continue doing something in a determined way, despite difficulties, opposition or interruptions","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#35","destination","prop up","help a government, system, organisation, etc continue to exist, especially by providing financial or military support","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#35","destination","prop up","stop something from falling by putting something under it or against it","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#35","destination","pull over","stop by the side of the road in a car or other vehicle","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#35","destination","pull through","manage to stay alive after you have been very ill or very badly injured","hard","Destination B2.json#16","destination"
"Destination C1-C2.json#35","destination","pull through","succeed in a very difficult situation, or help someone do this","hard","Destination B2.json#16","destination"
"Destination C1-C2.json#35","destination","push around","keep telling someone what to do in an unfair or unpleasant way","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#36","destination","put across/over","explain an idea, belief, etc in a way that is easy to understand","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#36","destination","put down to","if you put something down to a particular reason, you think it has happened for that reason","hard","Destination B2.json#23","destination"
"Destination C1-C2.json#36","destination","put in","fix something such as equipment in the place where it will be used and make it ready to use","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#36","destination","put in","make an official request, claim, offer, etc","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#36","destination","put in","spend a particular amount of time doing something, or make a particular amount of effort in order to do something input (n)","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#36","destination","put together","choose people or things to form a team or group","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#36","destination","put together","make something by joining all its parts","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#36","destination","put together","produce or organise something using many different things","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#36","destination","put up","build something such as a wall, fence or house","hard","Destination B1.json#25","destination"
"Destination C1-C2.json#36","destination","put up","let someone stay in your house","hard","Destination B1.json#25","destination"
"Destination C1-C2.json#36","destination","puzzle out","solve a confusing or complicated problem by thinking carefully about it","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#36","destination","read up (on/about)","get information on a particular subject by reading a lot about it","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#36","destination","run down","if an organisation or area is run down, its size, importance and activity is reduced run-down (adj)","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#36","destination","scrape through","succeed in doing something, but not in a very impressive way","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#36","destination","seek out","find someone or something by looking for them in a determined way","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#36","destination","set down","state officially how something should be done","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#36","destination","set down","write something on a piece of paper so that it will not be forgotten and can be looked at later","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#36","destination","set out","start doing or working on something in order to achieve an aim outset (n)","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#36","destination","set up","build a structure or put it in a particular place","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#36","destination","set up","make a piece of equipment ready for use","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#36","destination","shout down","make it difficult to hear what someone says by shouting while they are speaking","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#36","destination","shrivel up","become smaller and thinner than usual and not look fresh and healthy","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#36","destination","shrivel up","become weaker or smaller in amount","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#36","destination","single out","choose one person from a group for special attention","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#36","destination","size up","think carefully and form an opinion about a person or a situation","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#36","destination","slip away","leave secretly","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#36","destination","slip up","make a careless mistake slip-up (n)","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#36","destination","smarten up","if you smarten up or smarten yourself up, you make yourself look tidy and clean","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#36","destination","smarten up","improve the appearance of something, for example by cleaning or painting it","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#36","destination","snow under","if you are snow under, you have too much of sth to deal with","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#36","destination","sound out","try to find out someone's opinions, ideas, feelings, etc by talking to them","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#36","destination","speak out","state your opinion firmly and publicly about something, especially in order to protest against or defend something","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#36","destination","spread out","if people in a group spread out, they move away from one another so that they cover a large area","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#36","destination","spring up","appear or be produced suddenly and quickly","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#36","destination","stand out","be easy to see or notice because of being different","hard","Destination B2.json#10","destination"
"Destination C1-C2.json#36","destination","stand out","be much more impressive or important than others outstanding (adj)","hard","Destination B2.json#10","destination"
"Destination C1-C2.json#36","destination","stand up to","not allow yourself to be treated badly, especially by someone in authority","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#36","destination","step aside","leave a job so that sb else can take over","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#36","destination","step aside","move so that sb can pass you","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#36","destination","stop off","visit somewhere before continuing to another place","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#36","destination","store up","do something that will cause problems in the future","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#36","destination","store up","keep a lot of something so that you can use it later","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#36","destination","summon up","manage to produce a quality or a reaction that helps you deal with a difficult situation","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#36","destination","switch on/off","start/stop a machine/light/etc working","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#36","destination","swot up (on)","study something very hard, especially for an examination","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#36","destination","take after","look or behave like an older relative","hard","Destination B2.json#27","destination"
"Destination C1-C2.json#36","destination","take apart","separate an object into pieces","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#36","destination","take away","remove one number or quantity from another number or quantity","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#36","destination","take down","separate a large structure into pieces","hard","Destination B1.json#7","destination"
"Destination C1-C2.json#36","destination","take down","write down information or a statement","hard","Destination B1.json#7","destination"
"Destination C1-C2.json#36","destination","take in","accept something as real or true","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#36","destination","take in","include something","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#36","destination","take in","trick someone into believing something that is not true","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#37","destination","take off","have a particular amount of time away from work","hard","Destination B1.json#4","destination"
"Destination C1-C2.json#37","destination","take on","accept some work or responsibility","hard","Destination B2.json#31","destination"
"Destination C1-C2.json#37","destination","take on","start to employ someone","hard","Destination B2.json#31","destination"
"Destination C1-C2.json#37","destination","take out","take someone to a place like a cinema or a restaurant and usually pay for them","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#37","destination","take over","begin to do something that someone else was doing","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#37","destination","take over","take control of something","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#37","destination","take to","begin to like someone or something","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#37","destination","take to","start doing something as a habit","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#37","destination","talk down to","talk to someone as if you think they are not as clever or important as you are","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#37","destination","talk over","discuss a problem or a plan","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#37","destination","talk round","succeed in persuading someone to agree to something","hard","Destination C1-C2.json#37","destination"
"Destination C1-C2.json#37","destination","test out","try using something such as a machine or product to find out whether it works correctly or is satisfactory","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#37","destination","think over","consider a problem or decision carefully","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#37","destination","think through","consider the facts about something in an organised and thorough way","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#37","destination","think up","invent or imagine something, especially an excuse","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#37","destination","throw out","force someone to leave a place or group","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#37","destination","throw out","get rid of something that you no longer want, for example by putting it in a dustbin","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#37","destination","throw out","if someone in authority throws out a plan, proposal, etc they refuse to accept it","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#37","destination","throw up","cause something such as dust or water to rise into the air","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#37","destination","throw up","produce something new or unexpected","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#37","destination","tide over","help someone to get to the end of a difficult period of time, especially by giving them money until they can get some more","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#37","destination","tip up","(of an object) have one end move upwards, especially because something heavy has been put at the other end","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#37","destination","tip up","turn a container upside down so that the things inside it come out","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#37","destination","touch up","make a surface look better with small improvements","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#37","destination","turn into","change or develop into something different","hard","Destination B2.json#6","destination"
"Destination C1-C2.json#37","destination","turn into","make someone or something change or develop into something different","hard","Destination B2.json#6","destination"
"Destination C1-C2.json#37","destination","use up","use all of a supply of something","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#37","destination","walk out","leave a meeting, performance, etc before the end, usually because you are angry or bored","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#37","destination","walk out","suddenly leave a relationship, your family, your job, etc","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#37","destination","ward off","do something to prevent someone or something from harming you","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#37","destination","warm up","prepare for a sport or activity by doing gentle exercises or practising just before it starts warm-up (n)","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#37","destination","waste away","gradually become thinner and weaker over a period of time, usually because of an illness","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#37","destination","water down","add water to a drink or liquid in order to make it less strong, dilute","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#37","destination","water down","make something such as a statement or newspaper article less offensive, powerful or detailed","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#37","destination","wear down","make someone gradually lose their energy or confidence","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#37","destination","weigh down","cause problems for someone or something or make someone worried","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#37","destination","weigh down","make someone heavy and unable to move easily","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#37","destination","while away","spend time in a relaxed way when you have nothing else to do","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#37","destination","wind down","end or finish something gradually","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#37","destination","wind down","gradually reduce work before stopping completely","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#37","destination","wind down","relax after a period of excitement or worry","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#37","destination","write off","damage a vehicle so badly that it is not worth repairing","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#37","destination","write off","decide that someone or something will not succeed and stop giving them your attention and energy","hard","Destination C1-C2.json#25","destination"
"level3.json#14","upstream","keep on","top of things","hard","Destination B2.json#19","destination"
"level3.json#14","upstream","keep up with","the Joneses","hard","Destination B2.json#2","destination"
"level3.json#15","upstream","take up","start (e.g. a hobby)","hard","Destination B1.json#1","destination"
"level3.json#15","upstream","give up","stop trying","hard","Destination B1.json#1","destination"
"level3.json#15","upstream","count on","rely","hard","Destination B2.json#27","destination"
"level3.json#15","upstream","make up for","compensate","hard","Destination B2.json#24","destination"
"level3.json#19","upstream","charity","begins at home","hard","Destination B1.json#39","destination"
"level3.json#20","upstream","break","the mould","hard","Destination B1.json#33","destination"
"level3.json#21","upstream","make","ends meet","hard","level2.json#2","upstream"
